Quarter,REPORTING  DISTRICT,DIVISION,BURG  BUS,BURG  RES,BURG  OTH,ROBB  ST,ROBB  OTH,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE  THEFT,AUTO  THEFT,BUNCO,TOTAL
1992Q3,131,1,0,1,1,1,0,0,0,0,5,1,1,0,0,0,0,0,0,10
1992Q3,132,1,3,1,1,4,0,0,0,5,59,5,2,0,0,6,0,5,0,91
1992Q3,133,1,2,0,0,5,0,0,1,4,6,0,2,1,2,6,0,1,0,30
1992Q3,134,1,7,1,3,6,0,0,1,6,5,0,5,3,2,7,0,1,0,47
1992Q3,135,1,2,2,0,22,4,0,1,17,7,1,2,2,0,7,0,5,0,72
1992Q3,138,1,19,2,3,9,0,0,1,4,39,4,5,1,0,9,0,5,0,101
1992Q3,139,1,13,4,5,4,0,1,0,2,18,3,4,1,0,2,0,8,0,65
1992Q3,141,1,4,1,0,0,0,0,0,0,7,0,0,1,0,1,0,3,0,17
1992Q3,142,1,7,1,4,4,1,0,1,3,41,5,13,0,0,10,0,6,0,96
1992Q3,143,1,3,0,3,15,1,0,3,14,6,0,6,4,2,24,0,0,0,81
1992Q3,144,1,0,3,1,16,1,0,0,10,7,1,2,6,0,3,0,0,0,50
1992Q3,145,1,6,0,0,21,4,0,0,13,6,4,0,1,1,1,0,2,0,59
1992Q3,146,1,8,0,1,8,0,0,0,6,5,0,0,1,0,2,1,0,0,32
1992Q3,147,1,0,2,0,4,2,0,1,8,1,2,0,1,0,0,0,0,0,21
1992Q3,148,1,3,1,0,8,0,1,0,14,3,0,0,0,0,0,0,2,0,32
1992Q3,151,1,3,0,3,0,0,0,0,0,16,1,5,0,0,5,0,2,1,36
1992Q3,152,1,12,4,4,18,8,0,0,11,31,6,10,6,0,30,2,7,0,149
1992Q3,153,1,18,2,2,48,8,0,0,27,14,3,12,22,4,44,0,6,0,210
1992Q3,154,1,11,5,1,19,1,1,0,10,14,2,3,6,1,1,2,2,0,79
1992Q3,155,1,1,0,0,2,0,0,1,8,5,2,0,0,0,2,0,0,0,21
1992Q3,156,1,0,0,2,9,1,1,0,13,1,0,3,3,0,5,0,1,0,39
1992Q3,157,1,6,2,1,17,1,1,1,19,11,4,1,1,0,5,1,5,0,76
1992Q3,158,1,9,1,1,22,0,0,0,17,29,8,2,2,0,5,1,9,0,106
1992Q3,159,1,41,3,3,7,1,0,3,12,41,10,7,1,0,2,0,13,0,144
1992Q3,161,1,3,0,2,2,0,0,0,5,21,1,4,0,0,12,0,2,0,52
1992Q3,162,1,10,2,3,17,3,0,1,15,45,5,12,5,0,42,0,9,0,169
1992Q3,163,1,16,1,1,39,2,0,1,11,15,1,8,8,0,45,0,9,0,157
1992Q3,164,1,5,9,0,13,6,0,0,21,5,4,3,7,2,7,0,4,0,86
1992Q3,165,1,3,1,0,13,0,0,1,8,9,1,2,1,2,5,0,2,0,48
1992Q3,166,1,5,2,1,20,1,0,1,6,2,1,3,1,1,3,0,0,0,47
1992Q3,171,1,7,4,3,8,0,0,0,9,17,6,2,1,0,8,0,11,0,76
1992Q3,174,1,26,0,1,21,2,1,0,11,17,2,7,8,0,7,0,1,0,104
1992Q3,176,1,35,2,0,20,2,0,0,12,34,4,6,5,0,12,2,12,0,146
1992Q3,181,1,1,0,2,5,1,0,0,2,5,3,3,0,0,3,0,6,0,31
1992Q3,182,1,14,8,4,15,3,2,2,11,49,2,8,3,1,6,0,31,0,159
1992Q3,185,1,61,0,4,22,10,0,0,13,71,11,15,41,2,27,2,15,0,294
1992Q3,191,1,0,0,0,0,1,0,0,3,2,2,4,0,0,0,0,7,1,20
1992Q3,192,1,13,5,4,16,4,2,0,11,24,4,9,0,0,9,1,30,0,132
1992Q3,195,1,65,4,1,16,4,0,1,17,59,6,7,3,2,12,0,28,0,225
1992Q3,200,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
1992Q3,211,2,4,4,11,14,0,1,0,26,10,7,3,2,0,6,0,34,1,123
1992Q3,212,2,3,7,0,17,6,3,2,30,17,3,2,0,0,6,0,31,0,127
1992Q3,213,2,5,11,4,9,3,1,1,18,14,13,3,0,0,2,1,51,1,137
1992Q3,214,2,4,10,2,13,1,0,0,19,13,5,1,1,1,1,0,31,2,104
1992Q3,215,2,12,15,5,24,5,1,2,17,22,3,4,1,0,4,2,23,0,140
1992Q3,217,2,7,6,1,19,2,0,3,13,15,5,6,1,0,10,1,29,0,118
1992Q3,219,2,0,2,1,9,0,0,0,7,11,2,0,0,0,2,0,14,0,48
1992Q3,221,2,4,12,3,12,9,2,2,37,23,4,5,0,2,4,0,52,0,171
1992Q3,222,2,3,8,0,16,2,0,2,26,10,4,1,2,1,5,0,21,0,101
1992Q3,224,2,1,9,0,3,2,0,0,10,8,1,2,0,2,1,1,12,0,52
1992Q3,231,2,3,8,5,7,2,0,1,15,10,4,3,0,0,5,0,34,0,97
1992Q3,232,2,4,10,1,17,1,0,1,32,14,4,4,3,0,10,0,43,0,144
1992Q3,233,2,9,17,7,21,6,0,2,28,38,9,4,2,1,28,2,38,0,212
1992Q3,234,2,3,29,5,18,4,0,0,31,42,9,8,4,0,11,3,48,0,215
1992Q3,235,2,3,24,6,17,6,0,1,23,35,6,2,1,2,11,1,34,0,172
1992Q3,236,2,1,12,2,23,9,1,0,35,27,13,1,3,1,25,1,28,0,182
1992Q3,237,2,3,7,9,22,4,1,1,31,18,6,2,2,1,7,0,30,0,144
1992Q3,238,2,0,5,1,9,1,0,1,11,9,7,1,2,0,3,0,5,0,55
1992Q3,239,2,0,1,0,2,0,0,0,1,9,2,3,0,0,1,0,2,0,21
1992Q3,241,2,9,17,2,25,6,0,1,48,28,7,5,2,1,7,2,69,1,230
1992Q3,242,2,10,14,9,22,11,0,3,17,49,5,6,2,2,8,1,31,1,191
1992Q3,243,2,8,16,15,41,5,0,2,32,54,11,9,5,1,22,2,52,2,277
1992Q3,244,2,1,36,6,32,7,2,1,35,50,10,4,1,0,7,6,27,0,225
1992Q3,245,2,16,19,8,41,6,1,1,63,71,11,8,4,0,11,2,44,0,306
1992Q3,246,2,21,14,1,37,5,1,2,57,15,6,2,2,4,23,2,26,1,219
1992Q3,247,2,4,9,6,18,3,0,1,36,16,2,1,0,0,2,0,22,0,120
1992Q3,249,2,7,5,3,7,4,1,2,14,58,6,5,2,0,4,0,24,0,142
1992Q3,251,2,12,6,4,11,6,2,0,32,27,5,4,2,2,13,2,39,13,180
1992Q3,252,2,5,5,3,11,5,1,0,41,19,4,1,2,2,11,1,23,1,135
1992Q3,256,2,19,6,3,27,7,0,0,51,18,2,1,2,0,9,0,8,1,154
1992Q3,257,2,11,6,3,19,5,0,0,26,20,4,1,1,0,7,0,19,0,122
1992Q3,261,2,2,6,2,21,4,3,2,48,16,4,4,4,1,4,1,38,2,162
1992Q3,262,2,3,7,1,14,0,0,1,22,14,5,2,4,2,8,0,27,1,111
1992Q3,264,2,9,9,1,22,2,1,3,43,12,7,5,2,1,4,0,21,0,142
1992Q3,266,2,18,7,2,50,6,5,2,52,10,5,7,3,2,16,0,16,4,205
1992Q3,267,2,1,9,2,24,4,1,2,19,4,4,1,0,0,1,2,10,1,85
1992Q3,269,2,8,11,2,22,8,1,2,17,15,4,2,1,0,6,0,15,1,115
1992Q3,271,2,5,10,9,28,8,1,0,37,8,3,2,4,1,6,0,37,0,159
1992Q3,272,2,3,3,0,10,0,0,0,17,12,4,2,1,0,2,0,21,0,75
1992Q3,273,2,8,2,4,25,4,1,1,28,14,3,2,1,0,6,0,17,0,116
1992Q3,275,2,6,11,2,47,8,1,0,53,26,10,4,5,0,5,3,27,0,208
1992Q3,276,2,9,10,5,19,10,3,1,38,5,6,3,3,0,6,0,26,0,144
1992Q3,279,2,1,4,3,8,0,0,2,10,15,2,1,0,0,5,0,8,0,59
1992Q3,281,2,7,1,2,25,2,2,1,22,4,2,4,1,1,2,2,24,0,102
1992Q3,282,2,9,13,4,29,7,4,0,36,8,8,4,0,2,6,0,39,0,169
1992Q3,286,2,2,13,1,12,0,2,1,28,2,5,2,0,0,4,1,16,0,89
1992Q3,289,2,4,4,1,1,2,0,2,14,5,1,0,1,0,2,0,6,0,43
1992Q3,291,2,9,4,2,4,2,2,1,8,7,1,0,0,0,2,0,14,0,56
1992Q3,292,2,2,5,2,5,3,0,0,6,3,2,0,0,1,1,0,12,0,42
1992Q3,296,2,2,0,0,5,0,0,0,2,0,1,1,0,0,0,0,5,0,16
1992Q3,299,2,6,4,1,8,2,1,2,12,8,2,2,0,0,2,0,17,0,67
1992Q3,300,3,0,1,0,0,0,0,0,2,0,0,2,0,0,2,1,0,0,8
1992Q3,309,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3
1992Q3,311,3,2,2,1,0,1,0,0,7,1,0,0,0,0,1,0,5,0,20
1992Q3,312,3,2,0,0,1,2,0,0,3,1,2,0,0,1,1,0,3,0,16
1992Q3,313,3,1,6,1,2,2,0,0,16,6,2,1,0,0,1,0,3,0,41
1992Q3,314,3,1,14,4,10,3,0,1,11,8,2,2,0,0,1,1,35,0,93
1992Q3,315,3,0,5,5,6,3,0,1,12,6,3,3,0,2,5,0,19,0,70
1992Q3,316,3,2,7,5,10,3,0,1,16,11,4,1,0,2,2,1,21,0,86
1992Q3,317,3,0,3,1,11,8,0,1,24,3,5,1,0,0,4,0,16,0,77
1992Q3,318,3,3,6,2,1,2,1,0,9,2,1,2,0,1,2,2,12,0,46
1992Q3,319,3,2,12,3,10,3,1,2,19,20,7,3,0,1,5,1,38,0,127
1992Q3,326,3,4,11,1,16,10,2,1,30,11,4,5,0,1,2,1,20,0,119
1992Q3,327,3,1,19,4,16,4,1,0,16,11,6,1,0,1,5,7,26,0,118
1992Q3,328,3,0,16,1,7,2,0,0,4,41,3,2,0,0,10,12,34,0,132
1992Q3,329,3,3,0,1,2,0,0,0,5,7,0,1,0,0,2,0,10,0,31
1992Q3,331,3,8,10,1,15,1,0,1,14,2,5,0,0,0,2,0,26,0,85
1992Q3,332,3,3,6,2,5,3,2,1,19,2,9,3,0,1,1,0,6,0,63
1992Q3,333,3,11,5,5,9,9,0,2,10,8,4,1,0,1,9,0,15,0,89
1992Q3,334,3,7,6,1,17,14,0,5,24,4,3,6,0,1,6,0,26,0,120
1992Q3,335,3,5,7,1,8,3,0,0,12,4,2,1,0,0,2,1,12,0,58
1992Q3,336,3,7,6,1,11,6,1,1,17,12,4,0,1,0,1,0,12,0,80
1992Q3,337,3,3,2,1,16,5,1,2,29,6,1,3,1,1,6,0,23,0,100
1992Q3,338,3,2,12,3,15,10,0,0,12,18,3,3,0,2,19,7,39,0,145
1992Q3,351,3,0,1,1,7,1,0,3,5,13,1,1,0,0,9,0,13,0,55
1992Q3,353,3,3,6,1,4,5,0,0,7,3,2,0,0,0,2,0,20,0,53
1992Q3,354,3,2,10,3,12,3,0,1,12,13,3,3,0,1,3,1,23,0,90
1992Q3,355,3,5,14,4,13,8,1,0,21,8,4,3,0,1,9,0,24,0,115
1992Q3,356,3,1,6,2,17,7,0,1,32,8,4,4,1,1,12,1,27,0,124
1992Q3,357,3,2,16,6,6,2,2,2,32,19,6,6,1,1,6,1,19,0,127
1992Q3,358,3,0,7,14,10,4,0,1,2,60,28,18,0,0,72,37,31,0,284
1992Q3,359,3,2,1,1,7,3,0,0,5,11,1,1,1,0,3,0,10,0,46
1992Q3,361,3,2,12,0,19,1,0,2,49,18,12,1,1,3,28,0,42,0,190
1992Q3,362,3,1,14,3,26,5,0,2,35,16,6,4,0,0,5,0,37,0,154
1992Q3,363,3,15,9,15,26,10,2,0,46,46,17,12,1,3,53,1,66,2,324
1992Q3,373,3,2,6,3,10,6,0,0,6,9,1,3,1,1,6,0,37,0,91
1992Q3,374,3,2,7,2,4,1,0,0,7,11,3,1,0,0,5,1,14,0,58
1992Q3,375,3,8,9,7,10,5,0,0,22,12,4,4,0,0,2,0,19,0,102
1992Q3,376,3,4,14,1,20,4,2,1,26,18,15,4,0,1,5,3,31,0,149
1992Q3,377,3,5,30,1,23,4,1,3,62,17,5,4,3,3,8,3,49,0,221
1992Q3,378,3,0,1,0,14,5,0,0,4,13,8,4,2,0,9,1,22,0,83
1992Q3,391,3,1,4,2,7,4,0,1,8,7,7,7,0,0,5,1,35,0,89
1992Q3,393,3,18,11,14,33,28,0,1,30,34,5,5,1,1,12,3,45,1,242
1992Q3,394,3,2,2,3,6,3,1,2,9,10,2,1,1,0,3,0,10,0,55
1992Q3,395,3,6,5,5,16,13,1,2,22,16,12,7,2,2,23,1,20,1,154
1992Q3,397,3,11,18,6,22,11,2,2,28,9,9,6,1,1,29,0,44,0,199
1992Q3,398,3,7,17,4,54,17,1,0,61,28,6,6,5,2,25,0,57,0,290
1992Q3,399,3,0,2,1,14,2,1,0,13,18,4,1,0,1,5,0,22,0,84
1992Q3,401,4,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,6
1992Q3,402,4,0,1,1,1,0,0,0,11,2,2,3,0,0,1,1,8,0,31
1992Q3,403,4,0,1,0,5,0,1,0,11,0,1,0,0,0,0,0,5,0,24
1992Q3,404,4,0,4,1,3,0,0,0,8,9,0,0,0,0,3,2,13,0,43
1992Q3,405,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3
1992Q3,406,4,0,5,1,0,1,0,0,0,9,3,0,0,0,1,0,10,0,30
1992Q3,407,4,2,3,2,3,1,0,0,11,11,3,1,0,0,3,1,12,0,53
1992Q3,408,4,1,2,2,3,1,1,1,9,2,3,1,0,0,0,1,8,0,35
1992Q3,409,4,1,17,1,5,2,1,1,15,11,2,4,0,0,2,0,18,0,80
1992Q3,411,4,3,1,1,5,4,1,0,3,8,6,1,0,0,9,0,16,0,58
1992Q3,412,4,2,0,2,7,2,0,0,8,6,1,1,0,1,8,0,18,0,56
1992Q3,413,4,1,1,0,1,0,0,1,2,5,0,0,0,0,3,0,4,0,18
1992Q3,414,4,0,1,0,2,0,0,0,3,1,0,1,0,0,0,0,4,0,12
1992Q3,415,4,6,3,5,14,13,2,0,22,13,3,3,0,0,5,0,28,0,117
1992Q3,416,4,1,2,4,2,0,1,1,14,2,2,3,0,0,1,0,7,0,40
1992Q3,421,4,5,3,1,2,2,0,0,13,17,2,3,0,2,2,0,12,0,64
1992Q3,422,4,4,4,2,9,7,1,0,14,9,4,0,0,1,1,2,25,0,83
1992Q3,423,4,6,1,0,8,4,1,0,14,2,3,17,0,1,7,0,10,0,74
1992Q3,424,4,2,3,0,6,0,1,0,17,18,0,1,1,0,4,2,22,0,77
1992Q3,427,4,0,12,4,8,2,2,0,19,3,4,3,0,0,6,1,12,0,76
1992Q3,428,4,5,8,2,8,3,2,0,12,4,2,1,0,1,9,1,18,0,76
1992Q3,429,4,0,7,0,3,2,0,1,20,7,3,2,0,0,2,0,17,0,64
1992Q3,437,4,0,2,1,2,0,1,0,4,6,1,3,0,0,3,1,9,0,33
1992Q3,438,4,9,5,2,6,1,0,0,15,5,5,5,0,0,1,1,25,0,80
1992Q3,439,4,2,7,2,3,4,0,0,13,2,1,1,0,1,5,0,16,0,57
1992Q3,441,4,1,0,0,1,0,1,0,1,4,0,1,0,0,2,0,2,0,13
1992Q3,442,4,0,0,0,1,1,1,0,3,3,1,1,0,0,0,0,6,0,17
1992Q3,443,4,0,1,4,5,6,0,0,11,21,9,9,0,1,25,1,50,0,143
1992Q3,445,4,0,2,0,1,0,0,1,1,4,1,0,0,0,0,0,1,0,11
1992Q3,448,4,3,6,0,9,1,0,1,20,3,1,0,0,0,2,1,16,0,63
1992Q3,449,4,0,6,4,3,0,2,0,11,3,3,1,0,0,2,1,20,0,56
1992Q3,451,4,4,6,0,0,0,0,0,22,5,1,0,0,1,1,0,12,0,52
1992Q3,452,4,2,5,0,3,3,0,0,3,2,0,3,0,0,2,0,5,0,28
1992Q3,453,4,2,2,0,5,0,1,0,5,8,3,3,0,0,2,0,14,1,46
1992Q3,455,4,4,4,1,3,2,1,0,21,3,5,2,1,0,4,1,15,0,67
1992Q3,457,4,1,7,3,13,6,1,0,25,8,10,1,1,0,5,1,19,0,101
1992Q3,459,4,1,2,2,4,2,0,0,9,7,3,0,1,0,4,1,11,0,47
1992Q3,462,4,2,4,2,8,1,0,1,7,7,2,2,0,0,7,1,15,0,59
1992Q3,463,4,5,18,2,20,7,0,1,47,16,19,4,0,0,15,1,30,0,185
1992Q3,466,4,6,5,0,12,2,0,0,11,13,7,0,1,0,6,2,10,0,75
1992Q3,467,4,4,9,3,4,3,1,0,18,6,2,0,0,0,11,1,22,0,84
1992Q3,468,4,0,8,3,8,1,0,0,10,0,2,0,0,0,2,1,20,0,55
1992Q3,469,4,1,2,0,7,2,0,0,9,3,2,1,0,0,2,0,21,0,50
1992Q3,471,4,5,4,1,6,4,1,0,37,8,9,3,0,0,4,0,14,0,96
1992Q3,473,4,3,4,0,17,5,1,0,16,3,4,4,0,0,14,1,29,0,101
1992Q3,477,4,4,2,2,11,1,1,0,13,5,2,3,0,0,3,3,16,1,67
1992Q3,478,4,1,3,1,13,8,0,1,13,6,4,0,1,0,1,2,14,0,68
1992Q3,479,4,0,1,2,2,3,1,1,11,4,3,0,0,0,1,0,17,0,46
1992Q3,483,4,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,3,0,9
1992Q3,487,4,4,1,0,1,2,0,0,2,1,0,0,0,0,0,1,9,0,21
1992Q3,488,4,0,0,0,2,1,2,0,4,2,2,0,0,1,0,0,9,0,23
1992Q3,491,4,6,0,0,2,1,0,0,0,9,0,3,0,1,24,0,10,0,56
1992Q3,497,4,18,3,4,18,2,2,1,36,19,8,5,0,1,11,0,59,0,187
1992Q3,499,4,2,5,1,3,3,0,0,11,6,5,2,0,0,0,0,16,0,54
1992Q3,500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1992Q3,501,5,1,9,1,2,4,0,3,31,5,5,7,0,0,6,1,7,0,82
1992Q3,502,5,2,2,1,1,1,0,0,0,4,2,3,0,0,0,0,9,0,25
1992Q3,503,5,1,6,1,3,1,0,1,19,6,5,0,0,1,9,3,9,1,66
1992Q3,504,5,1,12,2,2,0,1,0,21,12,3,2,0,0,1,3,17,0,77
1992Q3,505,5,0,4,0,0,1,0,1,8,6,1,3,0,0,1,2,12,0,39
1992Q3,506,5,2,7,6,2,4,0,0,13,3,3,3,1,0,9,3,6,0,62
1992Q3,511,5,3,9,2,2,7,0,0,26,19,5,6,0,0,9,1,16,0,105
1992Q3,512,5,0,2,1,0,0,0,0,6,1,0,0,0,0,1,2,6,0,19
1992Q3,513,5,3,14,3,9,3,1,0,27,19,8,3,1,0,10,7,35,0,143
1992Q3,514,5,9,9,2,6,13,0,0,28,4,5,5,0,0,5,4,26,0,116
1992Q3,515,5,4,15,11,1,5,1,1,13,8,1,2,0,0,7,2,17,0,88
1992Q3,516,5,8,22,4,5,12,1,3,27,13,5,4,3,1,16,8,23,0,155
1992Q3,517,5,9,15,6,6,4,2,1,34,10,8,2,0,0,15,3,55,0,170
1992Q3,519,5,10,5,2,4,4,2,0,37,8,10,5,0,0,9,2,54,1,153
1992Q3,521,5,5,7,2,1,0,0,0,10,16,5,8,0,1,8,3,16,0,82
1992Q3,523,5,2,0,1,0,1,0,0,3,1,2,1,0,0,4,0,1,0,16
1992Q3,524,5,0,9,6,4,4,0,0,13,11,1,3,0,1,4,0,11,0,67
1992Q3,525,5,19,19,4,22,13,0,2,51,28,5,6,1,0,18,4,43,0,235
1992Q3,527,5,3,1,2,1,0,0,0,2,6,1,2,0,0,0,1,5,0,24
1992Q3,529,5,29,7,4,21,6,2,2,37,16,13,14,1,2,17,2,41,0,214
1992Q3,541,5,0,4,1,1,3,0,0,5,15,8,1,1,0,6,0,10,0,55
1992Q3,551,5,2,10,12,1,1,0,0,7,7,6,7,0,0,5,7,15,0,80
1992Q3,555,5,1,9,2,1,4,0,0,10,11,8,1,0,0,4,5,7,0,63
1992Q3,557,5,7,13,2,8,6,1,0,16,8,4,6,2,0,8,5,19,0,105
1992Q3,558,5,4,18,1,17,7,0,1,35,20,8,10,0,0,20,6,28,3,178
1992Q3,559,5,1,2,4,2,0,0,0,1,2,3,2,0,0,0,0,17,0,34
1992Q3,561,5,2,1,1,2,0,0,0,1,5,0,3,0,1,4,0,6,0,26
1992Q3,562,5,1,7,3,0,0,0,0,3,13,7,1,0,0,1,2,19,0,57
1992Q3,563,5,2,21,13,7,5,0,2,26,22,13,5,1,1,18,6,26,0,168
1992Q3,565,5,4,8,1,2,2,0,1,13,8,2,3,0,0,5,3,10,0,62
1992Q3,567,5,6,15,5,14,5,0,3,40,13,6,8,1,1,16,4,27,0,164
1992Q3,569,5,1,1,3,3,0,0,1,4,24,2,4,0,0,3,1,18,0,65
1992Q3,581,5,0,10,5,0,0,0,0,2,8,1,3,0,2,6,3,10,0,50
1992Q3,583,5,0,7,2,0,0,0,0,2,4,0,2,0,0,4,1,7,0,29
1992Q3,584,5,0,7,4,1,1,0,1,11,3,2,3,0,0,5,0,7,0,45
1992Q3,585,5,0,31,5,6,0,0,0,30,27,9,6,0,0,4,5,36,0,159
1992Q3,587,5,0,9,1,0,0,0,0,9,9,5,1,1,0,6,4,14,0,59
1992Q3,589,5,0,3,3,0,0,0,0,3,10,1,4,0,0,6,3,21,0,54
1992Q3,599,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,5
1992Q3,600,6,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3
1992Q3,604,6,0,3,0,0,0,0,0,0,7,1,2,0,0,3,0,1,0,17
1992Q3,609,6,1,4,0,0,0,0,0,0,2,1,0,0,0,2,0,2,0,12
1992Q3,615,6,0,13,0,0,1,0,1,2,22,0,6,0,0,4,0,14,0,63
1992Q3,621,6,0,6,1,0,0,0,0,0,4,0,3,0,0,1,0,3,0,18
1992Q3,622,6,0,28,6,7,1,0,0,3,32,8,4,0,0,3,4,21,1,118
1992Q3,625,6,1,20,1,5,0,1,0,5,28,8,9,3,0,13,5,9,0,108
1992Q3,626,6,1,25,2,1,0,0,1,2,11,4,1,0,0,5,2,14,0,69
1992Q3,627,6,1,17,3,1,0,0,0,4,31,7,4,0,2,4,4,14,0,92
1992Q3,628,6,1,28,8,11,1,0,0,19,47,8,5,1,0,9,1,49,0,188
1992Q3,629,6,0,19,3,6,0,1,1,10,17,1,3,0,0,4,3,9,0,77
1992Q3,631,6,0,4,2,1,3,0,0,0,12,2,1,0,0,3,0,2,0,30
1992Q3,632,6,1,12,5,7,6,0,3,7,32,6,10,2,0,10,2,23,0,126
1992Q3,636,6,10,39,6,45,11,0,2,51,102,17,17,4,1,32,14,50,1,402
1992Q3,637,6,5,9,1,6,4,0,1,6,15,8,4,1,1,2,0,16,0,79
1992Q3,638,6,0,8,2,16,10,0,0,23,17,3,3,2,0,6,0,30,0,120
1992Q3,639,6,1,11,0,13,1,0,1,24,14,3,3,0,1,14,0,43,0,129
1992Q3,642,6,0,21,1,9,5,0,1,9,11,10,6,3,0,8,1,24,0,109
1992Q3,643,6,2,33,1,20,11,1,2,30,54,7,24,0,1,29,3,39,0,257
1992Q3,644,6,2,16,0,7,7,0,0,8,26,7,11,2,0,5,3,25,0,119
1992Q3,645,6,14,43,12,39,9,0,5,35,217,21,27,4,3,47,7,62,0,545
1992Q3,646,6,27,10,8,34,11,0,3,53,112,15,12,9,2,25,0,41,0,362
1992Q3,647,6,7,6,3,9,4,0,1,15,43,7,14,3,0,20,2,37,0,171
1992Q3,649,6,5,18,1,25,6,1,1,41,22,9,2,2,1,18,1,42,0,195
1992Q3,665,6,10,23,13,23,14,1,4,27,79,8,13,3,0,18,3,40,0,279
1992Q3,666,6,13,29,5,31,7,0,0,36,53,11,16,4,1,25,5,56,1,293
1992Q3,667,6,3,14,8,19,1,0,4,42,37,5,8,4,0,20,0,34,0,199
1992Q3,668,6,0,1,1,11,1,1,1,16,21,0,5,0,0,7,1,21,0,87
1992Q3,669,6,3,12,2,17,9,1,0,31,14,4,3,3,1,17,1,68,0,186
1992Q3,671,6,12,25,3,20,2,0,1,7,35,7,12,1,2,9,3,55,1,195
1992Q3,672,6,10,13,1,28,4,0,1,7,60,10,9,2,1,17,2,54,0,219
1992Q3,674,6,5,7,0,8,6,0,0,5,21,5,6,1,0,7,0,25,0,96
1992Q3,675,6,7,16,4,16,6,0,0,8,44,3,5,0,1,7,0,55,0,172
1992Q3,676,6,11,13,7,17,7,2,1,23,44,8,4,3,0,19,4,49,0,212
1992Q3,677,6,6,6,3,18,1,0,0,24,30,4,8,1,0,11,3,43,0,158
1992Q3,678,6,7,3,2,10,7,1,0,14,9,3,1,2,1,7,3,20,0,90
1992Q3,679,6,2,3,1,1,0,1,0,7,4,3,2,2,0,1,0,15,0,42
1992Q3,691,6,19,5,1,13,2,0,0,7,17,3,4,0,0,9,0,32,1,113
1992Q3,692,6,4,26,1,5,5,0,0,1,17,2,3,1,0,3,2,37,0,107
1992Q3,693,6,2,4,0,0,0,0,0,0,3,2,0,0,0,0,0,9,0,20
1992Q3,694,6,1,2,0,6,1,0,0,1,8,1,0,0,0,0,0,6,0,26
1992Q3,695,6,0,2,0,4,3,0,0,0,13,2,1,0,0,1,0,34,0,60
1992Q3,696,6,3,4,0,7,1,0,0,8,13,3,4,0,0,1,0,20,1,65
1992Q3,697,6,6,15,8,20,9,0,0,16,21,4,3,0,0,5,2,61,1,171
1992Q3,699,6,3,8,1,16,7,0,3,27,7,8,3,1,0,6,4,52,0,146
1992Q3,701,7,7,14,4,7,2,0,0,5,42,7,24,8,3,38,6,45,1,213
1992Q3,702,7,4,8,0,9,6,1,0,3,17,5,4,4,0,9,0,41,0,111
1992Q3,703,7,1,4,4,3,1,0,0,3,16,2,5,1,1,3,2,14,0,60
1992Q3,704,7,3,3,2,8,1,0,0,1,10,2,0,0,0,2,2,14,0,48
1992Q3,705,7,3,2,4,6,3,0,0,1,6,1,2,0,0,3,1,19,0,51
1992Q3,706,7,4,11,2,6,3,0,0,4,17,3,1,2,0,8,0,29,0,90
1992Q3,707,7,15,4,2,5,4,0,1,0,2,2,1,0,1,1,1,10,1,50
1992Q3,708,7,4,11,6,28,6,0,1,7,15,5,3,0,1,5,4,46,0,142
1992Q3,709,7,8,13,7,19,5,0,1,20,10,4,3,1,1,4,0,42,0,138
1992Q3,711,7,12,4,3,8,2,0,0,1,14,2,8,1,2,9,1,32,1,100
1992Q3,714,7,4,7,0,14,3,0,0,0,20,6,6,2,1,30,1,26,0,120
1992Q3,715,7,1,5,1,7,0,0,0,6,17,2,5,0,2,1,0,33,0,80
1992Q3,719,7,3,12,3,13,1,0,1,13,27,3,2,1,0,8,0,55,0,142
1992Q3,721,7,7,7,4,8,7,0,1,1,19,3,3,1,0,6,0,28,0,95
1992Q3,722,7,1,2,0,7,1,0,0,0,16,0,10,0,1,4,0,13,0,55
1992Q3,723,7,2,5,0,14,4,0,0,8,23,2,4,0,1,8,4,33,0,108
1992Q3,724,7,3,5,1,6,2,0,0,6,13,1,4,0,0,2,1,21,0,65
1992Q3,725,7,3,2,3,15,4,0,0,2,11,2,1,0,1,4,1,15,0,64
1992Q3,726,7,1,7,3,3,1,0,0,2,3,1,2,0,0,2,1,7,0,33
1992Q3,727,7,0,17,4,6,4,0,0,2,15,1,5,0,1,4,1,22,0,82
1992Q3,728,7,6,24,6,21,10,0,2,23,30,5,9,2,1,6,0,46,0,191
1992Q3,729,7,9,9,3,21,3,1,0,19,31,6,2,2,0,12,0,48,0,166
1992Q3,731,7,3,9,3,5,2,0,0,4,10,1,2,0,1,3,1,5,0,49
