Quarter,REPORTING  DISTRICT,DIVISION,BURG  BUS,BURG  RES,BURG  OTH,ROBB  ST,ROBB  OTH,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE  THEFT,AUTO  THEFT,BUNCO,TOTAL
1992Q2,132,1,2,0,0,2,2,0,0,4,64,2,3,0,0,5,1,5,0,90
1992Q2,133,1,3,0,1,10,2,0,0,2,4,0,3,2,0,8,0,3,0,38
1992Q2,134,1,5,0,2,9,0,0,0,6,4,1,1,2,0,5,0,1,0,36
1992Q2,135,1,6,0,1,14,3,0,0,12,13,1,3,1,0,4,0,3,0,61
1992Q2,138,1,18,0,5,15,0,0,0,4,53,2,0,1,1,3,0,6,0,108
1992Q2,139,1,11,0,1,4,0,1,0,3,24,4,7,1,0,6,0,4,0,66
1992Q2,141,1,0,0,0,0,0,0,0,2,8,1,3,0,0,1,0,1,0,16
1992Q2,142,1,2,1,3,4,1,0,0,2,40,5,5,2,0,9,0,4,1,79
1992Q2,143,1,21,0,0,16,2,0,1,12,7,3,4,9,2,27,0,1,1,106
1992Q2,144,1,0,4,2,13,1,0,0,11,9,1,1,2,0,6,0,2,0,52
1992Q2,145,1,9,1,0,24,2,0,0,4,6,1,2,5,0,0,0,2,0,56
1992Q2,146,1,7,0,0,7,3,0,0,3,5,0,2,0,0,3,0,0,0,30
1992Q2,147,1,2,2,1,3,1,0,0,4,4,0,2,1,0,0,0,0,0,20
1992Q2,148,1,2,0,1,8,0,0,0,8,1,2,1,0,0,0,0,4,0,27
1992Q2,151,1,4,1,0,1,0,0,0,0,12,1,1,1,0,4,0,3,0,28
1992Q2,152,1,12,0,2,26,7,0,0,10,28,5,16,9,0,20,1,6,1,143
1992Q2,153,1,28,1,1,49,3,1,1,23,17,2,13,24,1,38,1,2,0,205
1992Q2,154,1,9,0,1,16,1,1,0,15,5,0,2,4,0,3,0,2,0,59
1992Q2,155,1,4,0,0,4,0,0,0,11,3,1,0,1,0,4,0,2,0,30
1992Q2,156,1,1,0,0,11,3,0,0,14,0,0,2,1,0,2,0,1,0,35
1992Q2,157,1,6,0,1,26,3,3,0,26,11,3,1,3,1,8,0,6,0,98
1992Q2,158,1,16,2,3,15,1,0,0,27,11,4,0,3,2,6,0,6,0,96
1992Q2,159,1,45,0,5,9,1,0,2,4,25,10,3,3,1,4,1,16,0,129
1992Q2,161,1,5,1,0,1,0,0,0,1,13,0,2,0,0,8,0,4,0,35
1992Q2,162,1,6,1,4,13,4,0,1,6,35,4,13,3,1,32,2,17,1,143
1992Q2,163,1,34,0,4,26,7,0,1,7,3,0,8,18,1,13,0,9,3,134
1992Q2,164,1,6,5,1,34,11,0,0,21,11,3,4,9,0,7,0,1,0,113
1992Q2,165,1,5,2,1,6,3,0,0,3,13,0,2,2,0,3,0,0,0,40
1992Q2,166,1,6,2,0,8,2,0,0,3,7,0,1,1,1,1,0,2,0,34
1992Q2,171,1,7,0,1,5,1,0,1,3,18,2,3,0,2,6,0,9,0,58
1992Q2,172,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4
1992Q2,174,1,29,1,2,20,6,0,1,10,11,1,5,9,0,5,0,6,0,106
1992Q2,176,1,44,1,9,16,3,0,1,10,32,2,2,1,3,8,0,5,1,138
1992Q2,177,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1992Q2,181,1,2,0,1,1,0,1,0,2,11,2,10,1,1,2,0,6,0,40
1992Q2,182,1,18,3,1,10,3,0,0,9,32,7,4,3,0,9,0,21,0,120
1992Q2,184,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3
1992Q2,185,1,87,1,3,17,4,1,0,8,57,5,20,24,3,21,0,19,0,270
1992Q2,191,1,3,0,4,0,1,0,0,9,3,1,0,0,0,1,0,6,0,28
1992Q2,192,1,10,1,0,10,1,0,3,13,19,3,4,2,1,7,0,30,0,104
1992Q2,195,1,75,0,3,11,4,0,0,19,32,6,8,8,0,8,0,23,1,198
1992Q2,200,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,4
1992Q2,211,2,8,6,4,11,4,0,0,7,21,3,3,2,0,6,1,40,0,116
1992Q2,212,2,16,7,1,13,2,0,2,38,10,5,3,3,3,4,0,28,1,136
1992Q2,213,2,5,23,1,8,2,1,1,18,18,7,6,2,0,2,1,45,0,140
1992Q2,214,2,3,14,2,8,4,1,0,10,16,5,2,2,0,4,0,25,0,96
1992Q2,215,2,4,14,4,9,2,0,2,28,22,6,2,1,3,8,2,28,0,135
1992Q2,217,2,7,10,4,14,2,1,1,17,12,4,2,1,1,2,0,22,0,100
1992Q2,219,2,1,5,1,7,0,2,0,7,3,0,0,0,0,0,1,7,0,34
1992Q2,221,2,21,13,4,18,5,0,2,25,15,5,2,1,0,1,0,51,0,163
1992Q2,222,2,9,6,3,10,6,0,1,28,10,2,5,0,1,8,0,33,0,122
1992Q2,223,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,5
1992Q2,224,2,0,5,0,6,2,0,0,7,7,1,4,1,0,2,0,13,0,48
1992Q2,231,2,17,5,3,12,3,0,4,23,12,5,1,0,0,3,0,27,0,115
1992Q2,232,2,22,6,3,7,9,0,0,25,10,4,5,2,0,12,0,25,0,130
1992Q2,233,2,16,18,7,11,6,0,2,24,17,2,8,4,3,15,4,22,0,159
1992Q2,234,2,12,21,2,11,3,1,2,34,38,9,10,0,0,14,2,41,0,200
1992Q2,235,2,16,11,12,9,3,0,2,26,22,5,5,1,1,10,4,26,1,154
1992Q2,236,2,4,10,3,12,3,1,1,20,19,3,0,1,2,12,0,24,0,115
1992Q2,237,2,6,15,6,20,5,0,1,37,22,5,1,1,0,3,0,30,1,153
1992Q2,238,2,2,1,0,8,2,0,1,22,12,1,0,0,0,1,2,20,0,72
1992Q2,239,2,1,0,0,2,0,0,0,2,14,2,0,0,0,3,0,3,0,27
1992Q2,241,2,9,21,1,8,10,0,0,49,25,7,7,3,0,11,0,38,0,189
1992Q2,242,2,20,10,6,10,11,0,3,30,32,4,3,4,2,9,1,34,0,179
1992Q2,243,2,18,11,10,23,5,0,0,24,50,8,2,13,2,24,1,37,0,228
1992Q2,244,2,16,6,8,11,2,2,2,28,27,6,5,1,1,2,1,42,0,160
1992Q2,245,2,11,11,4,32,5,2,1,38,38,7,7,6,3,11,2,34,0,212
1992Q2,246,2,24,11,1,29,5,0,3,46,10,4,0,4,0,20,0,24,0,181
1992Q2,247,2,5,2,2,9,2,1,0,16,9,10,1,0,0,0,0,19,0,76
1992Q2,249,2,5,5,0,12,1,0,0,8,87,5,4,1,0,4,0,16,0,148
1992Q2,251,2,10,11,1,15,4,0,0,34,18,5,6,2,2,8,1,38,0,155
1992Q2,252,2,16,9,1,18,6,3,0,31,13,9,2,3,3,5,2,24,0,145
1992Q2,253,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
1992Q2,255,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
1992Q2,256,2,24,5,2,29,6,1,0,27,12,2,1,4,1,14,0,17,0,145
1992Q2,257,2,11,3,2,12,4,0,0,22,13,6,1,2,0,9,0,15,0,100
1992Q2,258,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3
1992Q2,259,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,5
1992Q2,261,2,27,10,1,15,3,0,0,39,15,2,5,2,1,6,0,24,0,150
1992Q2,262,2,27,8,7,8,2,1,0,26,12,5,4,3,1,9,0,19,0,132
1992Q2,264,2,15,5,1,18,4,1,0,23,8,2,2,0,0,3,1,10,0,93
1992Q2,266,2,83,9,2,36,7,0,3,63,15,8,3,8,0,5,1,24,0,267
1992Q2,267,2,10,4,2,14,4,0,0,14,7,1,1,4,0,1,0,9,0,71
1992Q2,269,2,8,9,0,7,7,1,1,22,19,4,2,0,0,4,0,13,0,97
1992Q2,271,2,31,7,11,19,2,0,1,40,10,5,5,0,1,5,1,27,1,166
1992Q2,272,2,20,1,2,14,4,0,0,19,13,3,2,0,0,6,0,14,0,98
1992Q2,273,2,26,10,0,13,3,2,0,33,11,2,2,0,0,8,2,15,0,127
1992Q2,275,2,29,10,4,27,9,2,0,49,18,11,6,2,1,6,1,33,0,208
1992Q2,276,2,23,6,2,20,10,3,1,43,6,3,4,0,0,2,2,25,2,152
1992Q2,279,2,6,2,3,11,1,0,0,7,10,1,0,0,0,1,0,13,0,55
1992Q2,281,2,20,1,1,16,5,0,1,32,4,1,3,1,1,3,1,24,0,114
1992Q2,282,2,34,12,3,18,6,0,1,30,7,10,4,1,0,2,0,18,0,146
1992Q2,286,2,19,8,3,16,2,2,0,18,7,9,1,0,1,2,0,14,0,102
1992Q2,289,2,8,2,1,5,2,0,0,7,3,6,0,0,1,3,0,12,0,50
1992Q2,291,2,6,2,0,4,4,0,1,7,6,3,0,0,0,2,0,11,0,46
1992Q2,292,2,8,2,0,6,3,0,0,6,1,3,0,2,0,1,0,15,0,47
1992Q2,296,2,6,0,0,0,2,0,0,3,3,2,0,1,0,0,0,4,0,21
1992Q2,299,2,12,6,1,9,2,0,0,9,6,4,3,0,0,3,0,9,0,64
1992Q2,300,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
1992Q2,309,3,1,0,0,1,0,0,0,1,2,0,0,0,1,0,0,3,0,9
1992Q2,311,3,3,7,0,0,0,0,0,3,3,2,1,0,0,0,0,4,0,23
1992Q2,312,3,7,1,2,3,1,0,0,4,2,2,0,0,0,1,0,4,0,27
1992Q2,313,3,4,3,1,4,3,0,0,13,6,5,2,0,1,3,1,9,0,55
1992Q2,314,3,0,6,6,7,3,0,0,24,8,3,3,0,0,3,0,36,0,99
1992Q2,315,3,2,4,2,11,5,0,2,11,10,4,0,0,1,6,0,26,0,84
1992Q2,316,3,11,6,0,10,2,0,1,19,16,0,1,0,1,3,0,16,0,86
1992Q2,317,3,8,1,0,10,4,0,0,12,7,3,0,0,1,2,0,10,0,58
1992Q2,318,3,5,4,0,6,4,1,0,5,6,0,2,2,1,2,2,13,0,53
1992Q2,319,3,1,8,4,9,8,1,0,15,27,4,3,0,4,3,1,32,0,120
1992Q2,326,3,13,5,2,12,8,0,3,19,9,16,1,1,0,4,2,23,0,118
1992Q2,327,3,9,14,2,11,3,0,0,22,25,2,0,1,0,2,4,39,0,134
1992Q2,328,3,4,18,4,8,1,0,0,13,45,12,3,1,1,16,8,40,0,174
1992Q2,329,3,7,0,0,4,3,0,0,1,3,3,3,0,0,0,1,7,0,32
1992Q2,331,3,5,6,1,15,6,1,1,15,6,1,1,1,0,4,1,30,0,94
1992Q2,332,3,3,4,2,6,2,0,5,24,2,4,5,0,0,1,1,13,0,72
1992Q2,333,3,12,3,0,11,7,0,0,11,8,2,3,0,0,4,0,20,0,81
1992Q2,334,3,10,11,2,17,12,0,3,23,12,8,3,0,2,6,1,21,0,131
1992Q2,335,3,8,5,6,8,1,0,1,12,2,0,2,0,0,2,1,16,0,64
1992Q2,336,3,9,5,3,6,4,0,0,13,4,1,2,1,1,0,3,12,0,64
1992Q2,337,3,7,10,4,13,0,0,2,22,8,4,2,1,1,6,2,20,0,102
1992Q2,338,3,11,5,1,15,6,0,0,12,29,4,3,0,2,13,5,38,0,144
1992Q2,351,3,2,0,3,2,2,0,0,8,2,1,2,1,0,5,0,7,0,35
1992Q2,353,3,1,3,1,2,5,0,0,6,5,4,2,0,2,6,1,19,1,58
1992Q2,354,3,5,18,7,9,5,0,0,12,12,3,2,0,0,6,3,21,0,103
1992Q2,355,3,15,12,12,8,4,0,1,23,9,5,2,0,2,2,0,19,0,114
1992Q2,356,3,22,7,2,13,5,0,0,31,5,10,1,0,0,12,0,23,0,131
1992Q2,357,3,10,10,3,13,1,0,2,28,27,8,2,0,0,11,1,23,0,139
1992Q2,358,3,6,5,29,11,1,0,0,6,97,29,17,2,0,60,22,32,0,317
1992Q2,359,3,0,0,0,9,2,0,0,3,11,4,3,0,0,3,0,11,0,46
1992Q2,361,3,2,8,0,20,3,0,1,52,18,8,5,0,1,20,1,41,0,180
1992Q2,362,3,11,8,3,21,5,0,2,38,7,4,3,0,0,3,0,43,0,148
1992Q2,363,3,94,22,8,24,10,1,0,37,15,13,12,1,3,50,2,61,0,353
1992Q2,373,3,30,2,6,9,5,0,1,12,8,5,5,1,0,4,1,22,0,111
1992Q2,374,3,13,6,7,9,6,0,3,13,7,2,1,0,0,2,1,18,0,88
1992Q2,375,3,11,13,2,15,3,0,0,21,6,9,6,0,1,5,1,33,1,127
1992Q2,376,3,12,16,5,11,5,1,0,35,14,12,4,0,0,5,0,19,0,139
1992Q2,377,3,39,17,6,21,10,0,0,49,11,16,3,0,2,4,1,39,0,218
1992Q2,378,3,3,0,0,8,1,0,1,6,12,3,6,3,2,6,1,19,0,71
1992Q2,391,3,0,15,1,4,4,0,2,10,2,4,4,0,0,3,0,33,0,82
1992Q2,393,3,50,11,13,22,10,2,2,33,25,13,14,3,3,11,0,74,1,287
1992Q2,394,3,8,6,4,3,1,0,0,7,9,6,2,2,0,4,1,5,0,58
1992Q2,395,3,18,6,8,13,5,0,2,26,15,12,9,0,0,16,1,26,0,157
1992Q2,397,3,59,10,14,18,6,5,4,52,9,12,5,0,1,14,4,53,0,266
1992Q2,398,3,61,15,4,33,11,2,0,49,17,14,8,1,0,17,3,37,0,272
1992Q2,399,3,7,2,1,7,3,0,0,7,7,2,2,0,1,6,0,11,0,56
1992Q2,400,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992Q2,401,4,0,2,1,1,0,0,0,3,1,0,0,0,0,1,1,2,0,12
1992Q2,402,4,0,3,1,2,0,0,0,6,1,2,1,0,0,3,1,7,0,27
1992Q2,403,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4
1992Q2,404,4,0,2,0,3,0,2,0,5,6,0,2,0,0,1,2,8,0,31
1992Q2,406,4,0,4,0,0,1,0,0,4,8,1,1,0,0,3,0,2,0,24
1992Q2,407,4,0,9,3,6,0,1,0,10,6,1,0,0,0,3,1,21,0,61
1992Q2,408,4,4,7,3,6,3,0,0,13,2,4,1,0,0,3,0,6,0,52
1992Q2,409,4,1,20,1,5,0,1,0,21,7,5,6,0,0,7,2,17,0,93
1992Q2,411,4,4,0,1,0,1,0,0,9,7,4,3,0,1,7,0,8,0,45
1992Q2,412,4,2,2,1,8,1,2,0,3,15,3,2,0,1,3,0,19,0,62
1992Q2,413,4,0,2,3,1,0,0,0,4,4,3,0,0,0,1,1,6,0,25
1992Q2,414,4,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2,2,0,9
1992Q2,415,4,11,6,8,7,5,2,1,21,12,7,2,0,1,12,0,31,0,126
1992Q2,416,4,1,4,2,8,0,1,1,15,7,4,0,1,0,4,2,12,1,63
1992Q2,419,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1992Q2,421,4,11,6,0,4,1,0,0,5,6,3,4,1,0,2,1,18,0,62
1992Q2,422,4,4,7,7,3,5,0,0,8,12,2,0,0,0,1,1,25,0,75
1992Q2,423,4,6,2,0,3,2,1,0,8,1,2,1,0,0,2,0,15,0,43
1992Q2,424,4,0,4,4,4,1,0,1,19,7,3,3,0,0,2,0,19,0,67
1992Q2,427,4,4,4,4,6,3,0,0,16,8,5,2,2,0,5,0,14,0,73
1992Q2,428,4,1,3,1,9,2,2,1,20,4,4,1,0,0,5,2,14,0,69
1992Q2,429,4,1,4,1,5,2,0,0,8,9,7,1,0,0,6,2,18,1,65
1992Q2,432,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1992Q2,433,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1992Q2,435,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1992Q2,437,4,2,2,5,2,3,0,0,7,2,1,1,0,0,1,1,10,0,37
1992Q2,438,4,2,10,2,5,1,0,0,12,8,4,3,0,0,1,0,17,0,65
1992Q2,439,4,3,0,2,3,0,0,1,13,5,0,0,0,0,1,1,20,0,49
1992Q2,441,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3
1992Q2,442,4,6,0,0,1,0,0,0,3,3,1,1,1,0,2,0,4,0,22
1992Q2,443,4,2,0,3,4,2,1,0,9,19,5,7,2,1,18,1,33,0,107
1992Q2,445,4,0,1,0,1,0,0,0,4,2,1,0,0,0,0,0,3,0,12
1992Q2,448,4,2,6,0,2,2,2,1,8,10,7,1,0,0,3,0,6,0,50
1992Q2,449,4,1,2,4,2,2,0,0,10,2,2,2,0,0,0,0,9,0,36
1992Q2,451,4,3,8,2,1,0,0,0,26,2,3,0,0,0,0,0,12,0,57
1992Q2,452,4,0,3,0,2,1,0,0,3,4,5,0,0,0,3,0,6,0,27
1992Q2,453,4,2,6,2,4,2,0,0,14,7,1,2,0,0,1,0,15,0,56
1992Q2,455,4,5,3,2,12,1,0,1,18,13,2,1,1,0,8,0,19,0,86
1992Q2,457,4,4,10,1,14,1,0,1,23,25,14,1,1,1,6,2,38,0,142
1992Q2,459,4,0,2,2,3,3,0,0,16,1,1,1,0,0,0,0,12,0,41
1992Q2,462,4,2,1,2,6,1,0,0,6,3,3,2,0,0,1,0,10,0,37
1992Q2,463,4,14,10,4,23,3,0,0,37,25,12,3,1,2,7,2,26,0,169
1992Q2,466,4,4,3,0,8,2,1,0,15,19,6,1,1,0,6,1,14,0,81
1992Q2,467,4,5,2,0,13,4,1,0,17,18,2,2,0,0,16,0,15,0,95
1992Q2,468,4,0,4,2,11,3,0,2,11,5,2,1,0,1,4,1,17,0,64
1992Q2,469,4,2,3,0,7,2,0,0,14,1,3,0,0,0,2,0,14,0,48
1992Q2,471,4,7,5,0,7,2,1,0,27,13,1,3,0,1,4,1,11,0,83
1992Q2,473,4,4,4,2,8,2,1,0,14,10,3,0,0,0,6,3,13,0,70
1992Q2,477,4,3,5,5,4,3,1,0,8,9,1,0,0,0,2,0,7,0,48
1992Q2,478,4,2,0,0,9,3,2,0,16,5,5,4,0,1,8,0,14,0,69
1992Q2,479,4,0,1,2,5,1,0,0,5,3,0,0,0,0,4,0,8,0,29
1992Q2,483,4,1,0,0,1,1,0,0,0,2,0,1,0,0,0,0,3,0,9
1992Q2,487,4,1,2,0,1,1,0,0,8,7,1,2,0,0,0,0,7,0,30
1992Q2,488,4,1,0,1,4,0,0,1,11,1,1,3,0,0,0,0,4,0,27
1992Q2,491,4,16,0,0,4,1,0,0,0,7,2,2,2,0,29,0,12,0,75
1992Q2,497,4,25,2,21,16,8,1,0,33,20,5,16,1,1,10,3,64,0,226
1992Q2,499,4,12,0,1,2,1,2,0,20,6,1,5,0,0,2,0,15,0,67
1992Q2,500,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1992Q2,501,5,2,16,3,2,3,0,0,13,41,4,8,0,0,6,7,19,0,124
1992Q2,502,5,0,0,1,0,1,0,0,0,4,0,4,0,0,3,0,5,0,18
1992Q2,503,5,0,7,2,2,0,1,0,9,14,1,5,0,1,2,3,13,0,60
1992Q2,504,5,3,10,2,2,2,0,0,28,25,5,3,0,0,4,2,18,0,104
1992Q2,505,5,2,3,3,2,2,0,0,10,7,2,2,0,0,2,3,9,0,47
1992Q2,506,5,0,4,3,3,2,0,1,11,2,1,1,0,0,9,3,9,0,49
1992Q2,511,5,3,11,6,7,0,1,0,27,10,5,7,0,0,5,6,24,0,112
1992Q2,512,5,3,2,2,0,1,0,0,0,4,2,0,0,0,1,1,2,0,18
1992Q2,513,5,6,7,10,6,4,0,0,26,20,7,2,0,1,6,2,33,0,130
1992Q2,514,5,8,10,2,3,2,0,2,16,8,5,2,0,1,5,3,34,0,101
1992Q2,515,5,2,5,10,3,2,0,1,14,4,1,3,0,0,4,3,23,1,76
1992Q2,516,5,8,11,7,13,8,2,1,22,6,9,4,0,0,12,4,55,0,162
1992Q2,517,5,13,8,4,10,4,0,0,25,16,8,4,0,0,17,1,87,0,197
1992Q2,519,5,9,10,7,7,0,1,0,26,19,7,11,0,0,10,0,92,0,199
1992Q2,521,5,4,9,4,0,2,0,0,8,12,8,5,0,0,4,6,16,0,78
1992Q2,523,5,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,1,9
1992Q2,524,5,7,4,3,6,2,0,0,20,3,1,0,0,1,6,3,14,0,70
1992Q2,525,5,22,7,1,26,6,0,0,54,30,4,8,0,1,21,2,86,1,269
1992Q2,527,5,0,0,2,0,0,0,0,0,3,2,2,0,0,1,0,0,0,10
1992Q2,529,5,25,4,8,33,9,0,1,41,25,13,13,0,0,11,0,65,0,248
1992Q2,541,5,4,3,1,1,15,0,0,2,7,4,4,1,0,10,1,9,0,62
1992Q2,549,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1992Q2,551,5,4,10,7,1,1,0,0,7,11,2,2,1,0,5,1,19,0,71
1992Q2,555,5,2,15,6,4,4,0,0,9,5,4,0,0,0,4,4,11,0,68
1992Q2,557,5,6,12,7,7,5,3,0,27,10,6,5,1,1,12,6,25,1,134
1992Q2,558,5,6,20,5,13,4,0,0,46,30,11,9,0,0,12,3,22,0,181
1992Q2,559,5,1,0,4,0,1,0,1,1,3,0,2,0,0,1,0,4,0,18
1992Q2,561,5,2,2,0,1,1,0,0,0,8,0,0,0,0,1,1,7,0,23
1992Q2,562,5,3,9,3,0,0,0,0,3,11,0,3,0,0,1,4,20,0,57
1992Q2,563,5,6,27,15,4,2,0,3,36,25,12,6,1,0,17,15,36,0,205
1992Q2,565,5,3,3,3,2,8,0,0,8,9,3,4,0,0,9,2,7,1,62
1992Q2,567,5,5,20,6,12,6,1,1,27,19,8,6,0,3,19,7,27,1,168
1992Q2,569,5,2,2,2,0,0,0,0,2,15,4,5,0,0,7,0,15,0,54
1992Q2,581,5,5,5,3,0,1,0,0,2,18,3,2,0,1,5,3,3,0,51
1992Q2,583,5,0,2,3,1,1,0,0,2,6,3,2,0,0,4,2,9,0,35
1992Q2,584,5,0,5,5,0,1,0,0,5,9,2,1,0,0,5,2,15,0,50
1992Q2,585,5,1,25,7,7,3,0,1,23,27,8,7,0,0,10,9,36,0,164
1992Q2,587,5,0,7,6,0,2,0,0,6,11,4,3,0,0,6,5,14,0,64
1992Q2,589,5,0,3,2,0,1,0,1,5,7,1,0,0,0,3,0,12,0,35
1992Q2,599,5,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,5
1992Q2,600,6,0,0,0,0,1,0,1,0,1,0,1,0,0,3,1,1,0,9
1992Q2,604,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,6
1992Q2,609,6,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,2,0,8
1992Q2,615,6,1,10,2,0,1,0,1,3,18,3,2,0,0,0,1,8,0,50
1992Q2,621,6,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,4,0,11
1992Q2,622,6,0,22,1,3,1,0,2,10,25,7,13,0,0,3,0,16,0,103
1992Q2,625,6,2,15,4,1,3,0,0,3,19,4,6,0,0,3,2,8,0,70
1992Q2,626,6,0,17,2,1,1,0,1,1,14,4,4,0,0,2,1,8,0,56
1992Q2,627,6,0,13,2,1,0,0,1,0,17,3,2,0,0,3,2,20,0,64
1992Q2,628,6,1,8,1,3,1,1,1,11,23,7,4,0,0,13,1,26,0,101
1992Q2,629,6,1,14,1,5,2,1,0,2,8,1,2,0,0,5,1,11,1,55
1992Q2,631,6,0,4,0,3,0,0,0,1,7,0,1,0,0,2,0,7,0,25
1992Q2,632,6,0,12,5,4,3,0,0,1,32,12,10,0,0,5,2,7,0,93
1992Q2,636,6,39,37,5,21,12,0,2,48,94,8,9,6,2,19,3,58,0,363
1992Q2,637,6,9,4,2,0,2,0,1,12,24,3,2,1,0,7,0,22,0,89
1992Q2,638,6,4,11,2,8,11,0,1,10,25,7,3,0,1,13,1,19,0,116
1992Q2,639,6,2,15,0,7,2,0,0,15,17,3,1,1,1,3,0,25,0,92
1992Q2,642,6,3,11,0,7,3,0,0,9,13,1,4,2,1,6,0,23,0,83
1992Q2,643,6,12,28,4,15,7,0,8,36,55,10,16,2,1,25,8,68,1,296
1992Q2,644,6,4,15,1,5,3,1,2,7,21,7,2,0,0,4,1,19,1,93
1992Q2,645,6,27,41,9,29,13,0,0,46,151,17,17,9,0,18,3,62,1,443
1992Q2,646,6,43,20,8,25,5,0,1,25,121,7,10,3,2,35,4,41,0,350
1992Q2,647,6,4,9,2,16,6,0,2,35,72,4,9,2,2,17,1,24,0,205
1992Q2,649,6,18,21,2,31,8,2,0,49,17,10,6,4,0,39,1,52,0,260
1992Q2,665,6,12,19,2,19,0,1,1,17,64,10,15,3,1,11,0,44,1,220
1992Q2,666,6,20,17,6,22,9,1,1,31,85,10,18,1,0,25,3,32,2,283
1992Q2,667,6,11,22,6,20,6,0,1,50,27,2,3,1,0,29,4,31,0,213
1992Q2,668,6,8,2,0,14,1,0,0,7,16,4,2,0,0,10,1,20,0,85
1992Q2,669,6,12,14,0,20,2,0,2,22,13,6,8,2,1,22,1,53,0,178
1992Q2,671,6,20,10,8,15,5,0,1,5,22,7,4,1,0,6,5,38,0,147
1992Q2,672,6,13,4,3,20,4,0,0,10,52,5,6,2,1,23,1,59,0,203
1992Q2,674,6,6,6,0,6,0,0,0,3,17,4,4,1,0,6,0,24,0,77
1992Q2,675,6,9,10,4,7,3,0,1,3,32,10,2,1,0,11,2,41,0,136
1992Q2,676,6,17,12,4,7,1,1,1,22,37,4,6,2,2,23,3,30,0,172
1992Q2,677,6,40,11,0,16,7,1,1,29,19,4,7,3,0,9,3,36,0,186
1992Q2,678,6,7,4,1,14,7,0,1,15,5,4,1,5,0,3,2,36,0,105
1992Q2,679,6,1,2,0,2,0,0,0,6,4,2,3,0,0,1,0,24,0,45
1992Q2,691,6,17,5,4,9,1,0,0,5,15,2,3,1,2,2,5,28,1,100
1992Q2,692,6,12,9,1,4,4,0,0,0,16,3,3,1,0,3,2,22,0,80
1992Q2,693,6,3,4,0,1,0,0,0,0,2,0,1,0,0,1,0,5,0,17
1992Q2,694,6,4,4,1,3,1,0,0,0,4,0,3,0,0,1,3,3,0,27
1992Q2,695,6,0,5,2,3,5,0,0,0,16,0,0,0,0,3,1,30,0,65
1992Q2,696,6,4,7,3,6,2,0,1,0,13,3,2,2,1,5,2,24,0,75
1992Q2,697,6,11,10,5,19,6,0,0,15,21,6,12,0,0,4,4,54,0,167
1992Q2,699,6,14,13,0,13,3,0,0,32,7,8,1,1,1,6,1,55,0,155
1992Q2,700,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
1992Q2,701,7,5,15,5,10,5,0,0,8,42,8,20,4,1,41,6,36,0,206
1992Q2,702,7,10,4,1,6,4,0,0,5,13,5,6,3,0,10,2,19,0,88
1992Q2,703,7,8,4,2,2,9,1,0,2,14,2,8,1,0,7,1,20,0,81
1992Q2,704,7,1,2,0,6,0,0,0,0,11,0,2,0,1,0,0,22,0,45
1992Q2,705,7,3,1,3,0,1,0,1,0,14,3,0,0,0,4,2,17,0,49
1992Q2,706,7,6,5,1,10,3,0,0,1,24,4,6,0,0,8,3,34,0,105
1992Q2,707,7,3,3,1,6,3,0,1,1,8,4,1,0,0,3,0,9,0,43
1992Q2,708,7,9,8,3,6,6,0,0,9,15,4,3,1,0,3,2,31,0,100
1992Q2,709,7,18,13,4,18,10,0,1,21,10,7,6,0,1,5,1,49,0,164
1992Q2,711,7,11,3,1,5,1,1,0,5,10,2,3,1,2,10,1,22,0,78
