QUARTER,REPORTING DISTRICT,DIVISION,BURG BUS-,BURG RES-,BURG OTH-,ROBB ST-,ROBB OTH-,MURD- ER,RAPE,AGGR ASSA- ULT,BURG “FROM AUTO,THEFT FROM AUTO,GRAND THEFT,THEFT FROM PERS,PURSE SNAT- CH,OTHER THEFT,BIKETHEFT,AUTO THEFT,BUNCO,TOTAL
2005Q4,1117,11,0,4,2,1,3,0,0,1,7,5,3,1,0,4,0,20,0,51
2005Q4,1119,11,0,1,0,0,0,0,0,0,1,3,1,0,0,3,0,6,1,16
2005Q4,1122,11,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,4
2005Q4,1123,11,1,5,0,0,1,0,0,1,4,4,1,0,0,1,0,9,0,27
2005Q4,1124,11,3,13,13,1,8,0,0,8,12,3,4,0,0,5,0,4,0,74
2005Q4,1125,11,3,4,1,2,4,0,0,6,6,4,0,0,0,3,0,14,0,47
2005Q4,1126,11,0,1,0,0,5,0,1,0,0,3,2,0,0,4,0,8,0,24
2005Q4,1127,11,0,7,0,0,1,0,1,9,4,4,7,0,0,6,0,23,0,62
2005Q4,1128,11,1,3,0,0,1,0,1,4,4,1,2,0,1,6,0,11,0,35
2005Q4,1129,11,0,6,1,0,1,0,0,4,6,7,1,0,0,4,0,14,0,44
2005Q4,1132,11,1,19,2,1,0,1,0,2,13,6,4,0,0,5,0,12,0,66
2005Q4,1133,11,0,7,1,2,2,0,0,8,14,6,3,0,0,1,0,14,0,58
2005Q4,1134,11,0,1,0,3,2,0,0,0,4,5,1,0,0,6,0,15,1,38
2005Q4,1135,11,0,4,11,2,3,0,2,2,9,6,2,0,0,6,0,12,0,59
2005Q4,1136,11,1,5,1,1,2,0,0,1,10,5,4,1,1,13,0,24,0,69
2005Q4,1137,11,0,2,1,3,3,0,1,1,1,7,4,0,0,3,0,8,1,35
2005Q4,1138,11,2,3,2,2,4,0,0,6,10,9,1,1,0,7,0,14,0,61
2005Q4,1139,11,0,4,0,1,5,0,0,4,7,5,2,1,0,2,0,8,0,39
2005Q4,1141,11,0,7,0,1,1,0,0,3,10,2,6,1,0,7,0,9,0,47
2005Q4,1142,11,2,7,1,2,2,0,0,1,14,6,6,2,1,2,0,18,0,64
2005Q4,1143,11,0,14,1,4,0,0,0,4,4,4,8,1,0,5,0,15,0,60
2005Q4,1144,11,0,6,2,5,1,0,0,9,19,4,2,0,0,1,0,6,0,55
2005Q4,1145,11,1,5,0,3,2,0,0,3,13,6,6,0,1,5,0,6,0,51
2005Q4,1146,11,0,2,4,0,0,0,0,1,2,1,0,0,0,2,0,6,0,18
2005Q4,1147,11,0,1,0,0,0,0,0,1,3,2,1,0,0,3,0,4,0,15
2005Q4,1148,11,0,3,1,4,5,0,1,2,14,2,3,0,0,10,0,24,0,69
2005Q4,1149,11,0,5,0,6,7,0,0,11,8,4,4,1,0,10,0,26,0,82
2005Q4,1151,11,1,4,0,3,3,0,0,6,10,2,8,0,0,8,0,12,1,58
2005Q4,1152,11,0,4,0,1,2,0,0,4,5,0,3,0,0,0,0,7,0,26
2005Q4,1153,11,0,3,0,2,0,0,0,0,1,2,1,0,0,1,0,1,0,11
2005Q4,1158,11,0,3,0,0,0,0,0,0,6,4,0,0,0,1,0,10,0,24
2005Q4,1159,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4
2005Q4,1161,11,5,6,2,3,4,0,0,5,3,8,2,0,1,1,0,15,0,55
2005Q4,1162,11,1,4,1,6,6,0,0,5,4,5,7,0,0,7,0,22,0,68
2005Q4,1171,11,2,8,2,1,0,0,0,0,8,1,1,0,0,3,0,8,0,34
2005Q4,1172,11,0,6,0,1,0,0,0,2,7,3,3,0,0,4,0,9,0,35
2005Q4,1173,11,1,2,3,2,2,1,0,12,15,8,3,0,0,2,0,8,0,59
2005Q4,1174,11,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,6
2005Q4,1175,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2005Q4,1176,11,0,3,3,0,0,0,0,0,3,3,1,0,0,1,0,5,0,19
2005Q4,1177,11,1,1,0,7,5,0,0,7,3,4,5,1,0,13,0,22,0,69
2005Q4,1179,11,0,0,1,2,5,0,0,1,4,1,1,0,0,0,0,7,0,22
2005Q4,1181,11,1,6,0,0,3,0,2,8,6,4,4,0,0,3,0,5,0,42
2005Q4,1184,11,0,3,0,0,2,0,0,4,2,2,1,0,0,1,0,6,0,21
2005Q4,1185,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4
2005Q4,1186,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
2005Q4,1189,11,4,1,0,0,2,0,0,2,0,4,1,0,0,1,0,4,0,19
2005Q4,1195,11,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4
2005Q4,1199,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
2005Q4,1200,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
2005Q4,1203,12,0,6,1,14,2,0,1,20,9,7,2,0,0,3,0,16,0,81
2005Q4,1204,12,0,3,0,2,0,1,1,8,12,0,1,0,0,0,0,8,0,36
2005Q4,1205,12,1,5,0,2,1,0,0,7,6,4,1,0,1,1,0,8,0,37
2005Q4,1208,12,3,2,0,8,5,0,0,11,4,3,2,1,0,2,0,12,0,53
2005Q4,1209,12,2,0,0,3,1,1,0,2,0,0,0,0,0,1,0,6,0,16
2005Q4,1211,12,3,6,1,14,6,1,1,7,6,4,4,0,1,5,0,13,0,72
2005Q4,1213,12,0,6,2,4,2,0,0,8,5,12,5,2,0,4,0,9,0,59
2005Q4,1215,12,2,4,0,8,2,0,0,24,7,6,3,1,1,7,0,16,0,81
2005Q4,1218,12,8,3,1,10,7,1,1,16,5,2,1,0,0,5,0,17,0,77
2005Q4,1219,12,1,3,1,2,1,2,0,0,2,0,0,0,0,0,0,3,0,15
2005Q4,1231,12,1,9,0,2,2,0,0,4,4,0,1,0,0,2,0,5,0,30
2005Q4,1232,12,3,8,2,7,4,0,1,14,6,3,3,0,0,8,0,6,0,65
2005Q4,1233,12,2,0,1,7,4,1,0,11,2,0,2,1,1,23,0,18,0,73
2005Q4,1235,12,1,10,0,9,2,0,0,13,2,2,1,1,1,2,0,9,0,53
2005Q4,1239,12,3,7,4,13,8,0,2,28,5,5,2,0,0,29,0,27,0,133
2005Q4,1241,12,0,11,0,9,6,1,0,29,2,7,1,0,0,2,0,9,0,77
2005Q4,1242,12,0,3,2,2,0,0,1,3,0,2,1,0,0,2,0,4,0,20
2005Q4,1243,12,4,14,3,4,4,0,1,7,3,1,1,0,0,2,0,14,0,58
2005Q4,1245,12,0,6,0,8,2,0,2,14,5,3,3,0,1,6,0,17,0,67
2005Q4,1248,12,1,0,1,4,4,0,0,19,1,1,0,1,0,1,0,11,0,44
2005Q4,1249,12,3,6,1,8,0,0,0,16,6,4,3,0,1,1,0,16,0,65
2005Q4,1251,12,0,14,0,6,4,0,1,17,3,4,3,0,0,6,0,6,0,64
2005Q4,1252,12,0,4,3,4,2,0,0,10,1,0,0,0,0,0,0,4,0,28
2005Q4,1253,12,3,9,2,8,3,1,0,8,3,3,2,1,1,1,0,5,0,50
2005Q4,1255,12,2,14,1,5,3,1,2,7,1,1,1,1,1,5,0,6,0,51
2005Q4,1256,12,1,19,3,27,5,1,1,28,10,11,4,0,1,7,0,20,0,138
2005Q4,1258,12,0,3,1,12,0,0,0,15,5,4,4,0,0,5,0,17,0,66
2005Q4,1259,12,4,10,1,10,5,1,2,8,11,4,4,0,0,6,0,24,0,90
2005Q4,1263,12,4,7,0,4,1,0,0,6,3,0,1,1,0,6,0,7,0,40
2005Q4,1265,12,4,15,3,2,2,0,0,12,7,4,8,0,0,5,0,6,0,68
2005Q4,1266,12,1,14,0,28,5,0,2,30,18,10,6,2,2,8,0,29,0,155
2005Q4,1268,12,1,7,1,4,4,1,1,7,9,4,4,1,0,3,0,16,0,63
2005Q4,1269,12,1,5,0,8,5,0,0,24,16,7,4,0,0,5,0,26,0,101
2005Q4,1273,12,3,1,3,10,8,1,1,14,18,1,8,0,2,14,0,12,1,97
2005Q4,1283,12,2,8,5,4,1,3,1,10,6,3,0,0,0,0,0,9,0,52
2005Q4,1293,12,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,8
2005Q4,1303,13,13,0,0,9,2,0,1,8,9,7,10,1,0,16,0,11,0,87
2005Q4,1307,13,3,1,0,9,0,0,0,10,8,2,5,0,0,2,0,15,0,55
2005Q4,1309,13,7,0,1,6,8,0,0,2,37,3,8,0,1,4,0,30,0,107
2005Q4,1311,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2005Q4,1313,13,15,3,2,3,4,0,0,6,9,10,5,0,1,7,0,19,0,84
2005Q4,1317,13,11,0,0,3,2,0,1,3,19,4,3,0,1,4,0,18,1,70
2005Q4,1321,13,3,0,1,3,2,0,0,4,20,5,3,1,0,3,0,24,0,69
2005Q4,1323,13,4,6,0,5,6,1,0,27,9,2,5,0,0,5,0,20,0,90
2005Q4,1325,13,2,6,0,2,8,0,1,7,4,4,0,0,0,2,0,13,0,49
2005Q4,1327,13,0,0,0,2,2,0,0,1,3,2,1,0,0,1,0,8,0,20
2005Q4,1331,13,3,0,1,11,0,0,2,7,14,3,4,0,0,4,0,21,0,70
2005Q4,1333,13,6,1,1,5,4,0,0,3,6,6,2,0,0,2,0,13,0,49
2005Q4,1341,13,0,1,1,5,0,0,1,4,5,1,3,0,0,3,1,7,0,32
2005Q4,1342,13,0,3,1,4,2,0,1,8,6,1,2,0,0,5,0,18,0,51
2005Q4,1343,13,2,1,2,4,2,2,2,8,6,3,0,0,1,1,0,15,0,49
2005Q4,1345,13,1,3,2,10,2,2,2,16,3,10,4,2,1,2,0,26,0,86
2005Q4,1347,13,1,5,0,5,0,2,0,7,10,2,2,0,0,1,0,24,0,59
2005Q4,1351,13,2,1,3,5,4,1,0,19,1,0,0,1,0,6,0,14,0,57
2005Q4,1352,13,2,4,1,4,4,0,0,7,7,8,3,1,0,1,0,25,0,67
2005Q4,1353,13,5,3,3,9,4,0,2,14,6,7,2,0,0,0,0,15,0,70
2005Q4,1361,13,1,4,4,7,3,0,0,10,13,5,0,0,0,5,0,14,0,66
2005Q4,1362,13,3,6,0,1,1,0,0,5,7,2,2,0,0,3,0,9,0,39
2005Q4,1363,13,0,1,2,4,3,0,0,8,2,3,0,0,0,3,0,10,0,36
2005Q4,1365,13,4,4,1,9,5,2,0,20,4,7,3,1,0,3,0,12,0,75
2005Q4,1367,13,2,1,0,5,1,0,0,12,6,3,0,0,0,0,0,16,1,47
2005Q4,1371,13,3,2,1,4,0,0,0,16,9,6,0,0,0,2,0,19,0,62
2005Q4,1373,13,5,8,2,6,7,0,1,15,10,5,3,2,0,3,0,37,0,104
2005Q4,1375,13,0,3,0,3,2,0,0,21,9,2,1,1,1,2,0,9,0,54
2005Q4,1377,13,0,3,0,6,1,0,0,13,5,4,2,0,0,2,0,4,0,40
2005Q4,1381,13,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,7
2005Q4,1383,13,3,9,1,6,1,1,1,9,9,5,1,0,0,5,0,16,0,67
2005Q4,1385,13,1,2,0,3,1,2,1,8,3,3,3,0,1,0,0,13,0,41
2005Q4,1391,13,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,6,0,12
2005Q4,1393,13,0,10,1,2,1,0,0,9,2,7,1,0,0,3,0,12,0,48
2005Q4,1395,13,1,5,1,5,0,0,1,11,2,4,1,1,0,4,0,16,0,52
2005Q4,1400,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
2005Q4,1401,14,0,10,1,0,0,0,0,1,4,3,2,0,0,2,0,4,0,27
2005Q4,1402,14,0,2,0,0,2,0,0,0,2,1,1,0,0,4,0,0,0,12
2005Q4,1403,14,0,2,0,0,0,0,0,1,7,1,0,0,0,2,0,2,0,15
2005Q4,1405,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2005Q4,1406,14,2,8,1,2,0,0,0,1,12,1,3,0,0,5,0,6,0,41
2005Q4,1407,14,3,6,1,3,0,0,0,2,19,3,3,1,0,3,0,10,0,54
2005Q4,1409,14,1,8,1,0,1,0,0,1,14,1,3,0,0,7,0,6,0,43
2005Q4,1411,14,0,0,0,0,1,0,0,2,0,0,3,1,0,4,1,0,0,12
2005Q4,1412,14,1,3,0,3,2,0,3,8,10,4,7,0,0,3,0,4,0,48
2005Q4,1413,14,1,4,0,4,0,0,1,2,6,2,1,0,0,3,0,9,1,34
2005Q4,1414,14,0,5,0,2,2,1,2,2,2,1,4,0,0,8,0,4,0,33
2005Q4,1415,14,1,0,1,1,1,0,1,1,1,2,4,0,1,7,0,1,0,22
2005Q4,1416,14,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6
2005Q4,1424,14,2,3,1,1,1,0,0,1,3,2,2,0,0,4,0,3,0,23
2005Q4,1425,14,0,2,1,0,0,0,0,2,2,2,2,0,0,2,0,3,0,16
2005Q4,1426,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3
2005Q4,1427,14,1,2,0,1,3,0,0,0,4,2,5,0,0,6,0,4,0,28
2005Q4,1428,14,0,9,0,1,0,0,0,0,18,9,1,0,0,0,0,11,0,49
2005Q4,1431,14,2,6,2,6,1,0,1,2,8,3,8,0,0,11,0,6,0,56
2005Q4,1432,14,0,2,2,0,0,0,0,1,5,1,0,0,0,2,0,5,0,18
2005Q4,1433,14,0,1,0,0,1,0,0,0,2,2,0,0,0,6,0,0,0,12
2005Q4,1434,14,0,6,0,1,1,0,0,0,3,1,1,0,0,3,0,1,0,17
2005Q4,1435,14,0,1,0,2,0,0,1,0,6,2,4,0,0,6,0,6,0,28
2005Q4,1436,14,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,6
2005Q4,1437,14,0,4,0,0,0,0,0,0,6,3,2,1,0,1,0,3,0,20
2005Q4,1438,14,0,3,1,1,0,0,0,2,8,1,2,0,0,2,0,5,0,25
2005Q4,1441,14,0,4,3,3,1,0,0,1,6,3,9,0,0,5,2,6,1,44
2005Q4,1443,14,1,6,1,1,4,0,0,1,4,7,7,1,0,2,0,5,0,40
2005Q4,1444,14,1,4,2,0,2,0,1,3,7,2,6,0,0,5,0,7,0,40
2005Q4,1445,14,0,10,2,1,1,0,0,1,5,2,3,0,0,4,0,4,1,34
2005Q4,1446,14,1,3,0,1,0,0,0,0,4,0,3,0,0,8,0,0,0,20
2005Q4,1449,14,0,4,0,0,0,0,0,0,10,0,1,0,0,1,0,2,0,18
2005Q4,1452,14,0,2,1,1,0,0,0,0,4,3,6,0,0,3,0,2,0,22
2005Q4,1453,14,1,2,2,0,0,0,0,1,1,0,2,0,0,5,0,6,0,20
2005Q4,1454,14,2,7,5,0,0,0,0,0,10,1,6,0,0,4,0,3,0,38
2005Q4,1455,14,0,5,4,0,0,0,0,0,7,2,3,0,0,5,0,0,0,26
2005Q4,1456,14,0,2,3,0,0,0,0,2,2,2,1,0,0,1,0,2,0,15
2005Q4,1457,14,0,7,8,0,1,1,1,3,4,2,2,0,0,2,0,7,0,38
2005Q4,1458,14,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,3,0,8
2005Q4,1459,14,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6
2005Q4,1462,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2005Q4,1463,14,4,7,2,0,0,0,0,0,11,3,5,0,0,7,0,3,0,42
2005Q4,1464,14,0,3,2,0,0,0,0,2,2,0,0,0,0,3,0,2,0,14
2005Q4,1465,14,1,1,1,1,2,0,0,1,3,1,1,0,0,2,0,4,0,18
2005Q4,1466,14,0,6,1,2,1,0,0,0,1,1,1,0,0,1,0,0,0,14
2005Q4,1467,14,0,2,0,0,0,0,0,2,10,2,1,1,1,5,0,2,0,26
2005Q4,1469,14,1,7,3,4,11,0,1,2,3,0,2,0,0,10,0,13,0,57
2005Q4,1471,14,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,7
2005Q4,1472,14,1,3,1,0,0,0,0,2,5,0,1,0,0,1,0,4,0,18
2005Q4,1473,14,1,6,0,0,0,0,0,2,4,2,1,0,0,1,0,3,0,20
2005Q4,1474,14,1,8,2,2,1,0,0,0,8,0,1,0,0,3,0,2,0,28
2005Q4,1475,14,0,5,0,0,0,0,0,1,1,0,1,0,0,4,0,4,0,16
2005Q4,1476,14,0,3,0,1,0,0,0,0,0,1,1,0,0,2,0,3,0,11
2005Q4,1477,14,1,3,1,1,1,0,0,0,3,0,0,0,1,0,0,4,0,15
2005Q4,1479,14,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,7,0,15
2005Q4,1483,14,1,5,1,5,3,0,0,0,11,4,5,1,0,8,0,14,0,58
2005Q4,1484,14,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,5
2005Q4,1485,14,2,1,0,0,1,0,0,0,5,4,5,0,0,24,0,3,0,45
2005Q4,1486,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2005Q4,1487,14,2,1,0,1,2,0,0,0,6,3,1,0,0,6,0,7,0,29
2005Q4,1488,14,1,2,1,3,0,0,0,4,20,2,4,0,0,3,0,51,0,91
2005Q4,1489,14,0,3,0,1,2,0,0,4,16,2,4,0,0,1,0,8,0,41
2005Q4,1491,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005Q4,1492,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,4
2005Q4,1493,14,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,4
2005Q4,1494,14,1,0,2,0,0,0,0,0,8,8,140,3,1,103,0,6,0,272
2005Q4,1495,14,0,0,0,0,0,0,0,0,11,7,1,0,0,5,0,8,0,32
2005Q4,1496,14,0,1,0,0,0,0,0,0,5,1,4,0,0,4,0,21,0,36
2005Q4,1497,14,0,1,0,0,1,0,0,0,4,1,2,0,0,2,0,27,0,38
2005Q4,1498,14,0,0,0,0,0,0,0,1,9,2,0,0,0,0,0,2,0,14
2005Q4,1499,14,2,0,0,0,0,0,0,0,8,0,3,0,1,1,0,6,0,21
2005Q4,1501,15,3,2,1,2,0,0,1,9,3,4,6,1,0,15,0,12,0,59
2005Q4,1502,15,0,7,0,2,0,0,2,1,0,1,2,0,0,0,0,4,0,19
2005Q4,1503,15,0,1,1,1,1,0,0,6,3,1,4,0,0,4,0,11,0,33
2005Q4,1504,15,2,7,1,7,1,0,0,5,8,4,7,0,0,6,0,28,0,76
2005Q4,1505,15,0,2,1,1,0,0,0,3,7,3,0,0,0,4,0,17,0,38
2005Q4,1506,15,1,5,5,7,1,0,0,13,11,6,3,0,0,4,0,24,0,80
2005Q4,1507,15,3,0,0,2,1,0,0,1,0,3,0,0,0,1,0,3,0,14
2005Q4,1508,15,0,2,4,0,1,0,0,2,8,6,2,0,0,2,0,11,0,38
2005Q4,1509,15,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,4
2005Q4,1511,15,2,7,0,0,0,0,0,1,9,5,2,0,0,2,0,7,0,35
2005Q4,1512,15,0,3,0,0,1,0,0,1,6,2,2,0,0,2,0,3,0,20
2005Q4,1513,15,2,4,0,2,3,0,0,0,7,2,2,0,0,4,0,12,0,38
2005Q4,1514,15,2,2,1,5,3,0,1,8,10,5,5,1,0,6,0,17,0,66
2005Q4,1515,15,0,1,0,1,1,0,0,6,5,1,4,0,0,2,0,29,0,50
2005Q4,1516,15,2,6,2,5,0,0,2,11,12,7,6,2,0,2,0,28,0,85
2005Q4,1518,15,0,2,2,0,0,0,0,4,2,4,3,0,0,2,0,17,0,36
2005Q4,1519,15,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,5,0,9
2005Q4,1521,15,8,0,1,2,4,0,0,1,2,2,5,0,0,16,0,7,0,48
2005Q4,1522,15,1,10,2,3,0,0,0,12,35,4,2,0,0,9,0,24,0,102
2005Q4,1523,15,0,8,2,4,2,0,0,5,24,9,8,2,0,11,0,19,0,94
2005Q4,1524,15,1,0,2,3,2,0,0,0,2,1,3,0,0,6,0,6,0,26
2005Q4,1526,15,4,6,1,3,1,0,1,4,16,5,6,0,0,10,0,21,0,78
2005Q4,1527,15,0,8,1,3,2,1,0,2,12,6,5,0,0,4,0,15,0,59
2005Q4,1528,15,5,2,0,2,2,0,1,2,6,0,1,1,0,22,0,11,0,55
2005Q4,1529,15,0,4,7,0,0,0,1,1,13,8,6,0,0,10,0,24,0,74
2005Q4,1531,15,1,9,0,0,0,0,1,1,8,2,2,0,0,6,0,4,0,34
2005Q4,1532,15,1,10,0,3,0,0,0,6,11,8,2,0,0,2,0,11,0,54
2005Q4,1533,15,0,2,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,8
2005Q4,1534,15,2,1,0,1,0,0,0,3,14,4,2,0,0,3,0,5,0,35
2005Q4,1537,15,1,4,1,1,0,0,1,8,0,5,3,0,0,5,0,7,0,36
2005Q4,1538,15,1,2,2,1,1,0,0,1,5,6,1,0,0,1,0,12,0,33
2005Q4,1539,15,1,4,1,2,1,0,0,2,3,3,0,0,0,3,0,2,0,22
2005Q4,1542,15,2,1,1,0,1,0,0,1,6,5,2,0,0,5,0,1,0,25
2005Q4,1543,15,3,4,0,0,2,0,1,3,13,6,2,0,0,7,0,10,0,51
2005Q4,1544,15,1,5,0,0,1,0,0,0,9,5,1,0,0,5,0,0,0,27
2005Q4,1545,15,2,5,2,1,1,0,2,0,14,4,10,0,0,11,0,7,0,59
2005Q4,1546,15,0,3,2,2,0,0,0,4,7,4,1,0,0,3,0,2,0,28
2005Q4,1547,15,0,3,0,0,1,0,0,1,3,2,1,0,0,8,0,0,0,19
2005Q4,1549,15,1,7,1,3,4,0,1,3,15,10,6,0,0,10,0,14,0,75
2005Q4,1553,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,4
2005Q4,1555,15,0,4,0,1,0,0,0,0,8,0,0,1,0,3,0,6,0,23
2005Q4,1557,15,2,13,3,3,3,0,1,3,24,11,7,0,0,2,1,16,0,89
2005Q4,1558,15,0,4,3,3,0,0,0,1,11,5,2,0,0,4,0,14,0,47
2005Q4,1559,15,0,3,0,0,1,0,0,1,3,3,1,0,0,2,0,2,0,16
2005Q4,1562,15,0,3,0,0,0,0,0,0,5,3,2,0,0,4,0,4,0,21
2005Q4,1565,15,0,3,3,0,0,0,0,0,10,3,1,0,0,4,0,4,0,28
2005Q4,1566,15,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,2,0,9
2005Q4,1567,15,1,3,2,2,0,0,0,0,6,1,5,0,0,2,0,7,0,29
2005Q4,1568,15,3,1,1,0,1,0,2,0,16,2,1,0,0,1,0,3,0,31
2005Q4,1569,15,1,2,0,1,0,0,0,1,4,5,0,0,0,2,0,4,0,20
2005Q4,1581,15,0,7,4,0,0,0,1,0,10,6,1,0,0,3,0,15,0,47
2005Q4,1585,15,2,3,2,0,1,0,0,2,14,8,4,0,0,6,0,11,0,53
2005Q4,1586,15,6,11,2,1,2,0,1,0,20,3,3,0,0,20,0,12,0,81
2005Q4,1588,15,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,6
2005Q4,1589,15,1,1,0,0,0,0,0,0,0,1,7,0,0,3,0,1,0,14
2005Q4,1592,15,8,7,2,1,1,0,2,2,6,3,12,1,0,12,0,5,0,62
2005Q4,1595,15,1,1,2,0,0,0,0,0,5,3,1,0,0,2,0,4,1,20
2005Q4,1596,15,1,6,0,0,1,0,0,0,11,5,4,0,0,1,0,6,0,35
2005Q4,1599,15,0,12,3,1,2,1,0,8,8,2,3,0,0,3,0,6,0,49
2005Q4,1626,16,0,0,0,0,0,0,0,4,2,3,0,0,0,1,0,5,0,15
2005Q4,1627,16,0,1,1,0,0,0,0,1,2,1,0,0,0,1,0,8,0,15
2005Q4,1633,16,0,1,0,3,0,0,0,6,1,1,2,0,0,3,0,16,0,33
2005Q4,1634,16,0,1,0,2,0,0,0,2,3,1,1,0,0,5,0,5,0,20
2005Q4,1635,16,1,3,0,2,0,0,0,3,2,3,2,0,1,3,0,9,0,29
2005Q4,1637,16,2,0,0,2,1,0,0,6,3,2,2,0,0,8,0,11,0,37
2005Q4,1651,16,0,2,1,0,2,0,0,0,6,4,1,0,0,1,0,7,0,24
2005Q4,1652,16,1,4,2,1,1,0,0,3,1,2,3,0,0,1,0,10,0,29
2005Q4,1653,16,2,1,1,3,0,0,0,4,1,0,1,0,0,3,0,7,0,23
2005Q4,1654,16,1,2,0,1,2,0,0,4,1,5,0,0,0,1,0,5,1,23
2005Q4,1655,16,0,3,0,1,0,0,0,2,2,3,1,0,0,1,0,4,0,17
2005Q4,1656,16,0,0,0,0,1,0,0,2,0,1,4,0,0,0,0,2,0,10
2005Q4,1657,16,0,2,1,1,0,0,2,13,4,0,2,0,0,2,0,14,0,41
2005Q4,1658,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2005Q4,1659,16,0,2,2,2,1,1,0,0,0,4,2,0,0,3,0,7,0,24
2005Q4,1661,16,0,8,2,3,1,0,0,3,1,2,2,1,0,0,0,7,0,30
2005Q4,1662,16,0,2,0,1,2,1,0,1,2,2,0,0,0,0,0,12,0,23
2005Q4,1663,16,2,8,0,2,0,0,1,2,7,6,8,1,1,21,1,29,0,89
2005Q4,1664,16,1,0,0,1,0,1,0,0,3,5,4,0,0,2,0,7,0,24
2005Q4,1665,16,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,2,0,8
2005Q4,1666,16,0,1,1,0,1,0,0,2,1,0,1,0,0,1,0,0,0,8
2005Q4,1667,16,2,4,2,0,0,0,0,0,4,4,1,0,0,2,1,5,0,25
2005Q4,1668,16,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,7,0,12
2005Q4,1669,16,0,2,0,0,0,0,0,0,0,1,1,0,0,4,0,2,0,10
2005Q4,1671,16,0,3,1,0,3,0,0,1,4,3,0,1,0,10,0,10,0,36
2005Q4,1672,16,1,6,0,0,0,0,0,1,1,4,2,0,0,0,0,12,0,27
2005Q4,1673,16,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5,0,8
2005Q4,1674,16,0,1,0,0,0,0,0,0,1,3,2,0,0,1,0,3,0,11
2005Q4,1675,16,0,5,0,4,4,0,0,13,10,5,9,0,0,4,0,21,0,75
2005Q4,1676,16,1,0,3,1,0,0,0,1,2,0,2,0,0,1,0,3,0,14
2005Q4,1677,16,0,2,0,0,0,0,1,0,2,0,2,0,0,1,0,3,0,11
2005Q4,1678,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2005Q4,1681,16,1,1,1,0,0,0,0,1,0,1,0,0,0,2,0,1,0,8
2005Q4,1682,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2005Q4,1683,16,3,3,3,0,3,0,0,9,4,4,5,0,0,0,0,10,0,44
2005Q4,1684,16,0,3,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,9
2005Q4,1685,16,3,0,1,1,0,0,0,0,3,1,1,0,0,6,0,0,0,16
2005Q4,1686,16,3,6,0,1,1,0,0,5,3,1,0,0,0,5,0,9,0,34
2005Q4,1687,16,0,2,2,2,1,0,1,2,3,1,5,0,0,6,0,3,0,28
2005Q4,1688,16,1,5,2,0,0,2,1,4,20,4,2,0,0,3,1,14,1,60
2005Q4,1689,16,1,0,0,0,0,0,0,2,5,1,4,0,0,2,0,1,0,16
