rd,year,Q,AGG,BTFV,BURG,GTA,GTP,HOM,ROBB
1149,1991,1,19,47,43,39,0,0,19
1149,1991,2,40,31,44,32,2,1,15
1149,1991,3,36,23,35,28,1,0,14
1149,1991,4,35,8,26,22,0,0,9
1149,1992,1,14,17,14,24,0,0,21
1149,1992,2,26,15,10,26,1,0,18
1149,1992,3,28,24,11,37,2,1,14
1149,1992,4,23,25,21,33,0,0,24
1149,1993,1,15,32,28,35,1,2,32
1149,1993,2,25,20,14,24,2,0,27
1149,1993,3,21,27,13,34,1,0,31
1149,1993,4,16,14,19,25,2,0,21
1149,1994,1,17,18,15,20,1,1,16
1149,1994,2,20,13,19,29,2,0,14
1149,1994,3,19,9,17,20,2,1,14
1149,1994,4,16,23,24,22,1,0,15
1149,1995,1,23,15,12,22,0,1,22
1149,1995,2,21,11,13,22,2,4,19
1149,1995,3,32,11,15,27,0,1,23
1149,1995,4,19,12,13,18,1,2,14
1149,1996,1,25,24,13,19,1,1,20
1149,1996,2,32,22,12,18,0,1,23
1149,1996,3,21,12,11,19,1,0,13
1149,1996,4,25,10,19,15,0,1,11
1149,1997,1,15,20,19,13,2,1,15
1149,1997,2,23,16,15,14,1,0,16
1149,1997,3,27,9,9,10,0,0,22
1149,1997,4,17,13,10,16,0,0,17
1149,1998,1,15,6,7,11,1,1,12
1149,1998,2,25,15,7,8,0,1,7
1149,1998,3,20,21,9,13,1,0,10
1149,1998,4,18,11,9,7,2,0,5
1149,1999,1,21,18,8,12,1,0,6
1149,1999,2,28,18,5,21,0,0,8
1149,1999,3,16,17,7,11,0,1,5
1149,1999,4,20,16,20,11,1,1,11
1149,2000,1,15,22,12,16,3,0,12
1149,2000,2,12,5,6,18,0,0,6
1149,2000,3,15,27,7,11,0,0,7
1149,2000,4,18,12,10,11,1,0,8
1149,2001,1,15,23,22,14,2,1,5
1149,2001,2,24,17,13,29,1,1,12
1149,2001,3,26,12,13,13,0,0,10
1149,2001,4,5,37,15,14,1,0,11
1149,2002,1,13,24,6,25,0,0,12
1149,2002,2,15,31,3,19,0,2,2
1149,2002,3,23,17,9,19,1,1,8
1149,2002,4,11,29,12,18,0,0,6
1149,2003,1,6,17,2,7,1,0,12
1149,2003,2,9,15,1,18,0,0,14
1149,2003,3,21,22,4,25,0,0,15
1149,2003,4,7,16,2,21,0,0,7
1149,2004,1,17,16,5,16,0,0,7
1149,2004,2,19,12,9,8,3,0,5
1149,2004,3,14,10,10,13,1,0,11
1149,2004,4,11,10,8,4,0,0,5
1149,2005,1,21,20,12,28,2,0,15
1149,2005,2,25,17,11,33,0,0,8
1149,2005,3,12,17,4,20,1,0,8
1149,2005,4,10,10,5,26,1,0,12
1149,2006,1,9,11,7,22,2,0,9
1149,2006,2,10,11,6,24,0,0,3
1149,2006,3,9,9,4,5,0,0,4
1149,2006,4,10,6,4,14,1,0,8
1149,2007,1,12,14,1,18,0,0,6
1149,2007,2,5,11,7,21,2,0,9
1149,2007,3,3,4,5,16,0,0,5
1149,2007,4,14,12,3,23,1,0,7
1149,2008,1,11,8,9,20,0,2,10
1149,2008,2,4,7,3,23,0,0,4
1149,2008,3,13,4,2,14,1,0,5
1149,2008,4,9,8,7,13,0,0,6
1149,2009,1,15,17,6,17,1,0,14
1149,2009,2,9,14,8,15,0,0,7
1149,2009,3,5,5,3,22,0,0,10
1149,2009,4,15,8,9,9,0,0,10
1149,2010,1,7,8,7,10,1,0,9
1149,2010,2,5,10,6,9,0,0,6
1149,2010,3,4,12,5,6,1,0,5
1149,2010,4,2,4,2,9,0,0,9
1149,2011,1,7,11,5,8,1,0,5
1149,2011,2,6,6,4,4,4,0,9
1149,2011,3,7,7,3,10,5,0,9
1149,2011,4,15,14,10,7,2,1,3
1149,2012,1,10,6,8,11,3,0,6
1149,2012,2,6,6,6,8,1,0,3
1149,2012,3,5,6,7,11,0,0,3
1149,2012,4,9,17,7,19,6,1,1
1149,2013,1,5,5,1,9,1,1,3
1149,2013,2,8,7,5,7,2,1,1
1149,2013,3,4,9,7,8,1,0,3
1149,2013,4,4,4,2,10,3,1,6
1149,2014,1,9,5,3,12,2,0,1
1149,2014,2,2,7,2,10,2,0,5
1149,2014,3,15,5,2,9,0,0,6
1149,2014,4,11,13,4,11,0,0,4
1151,1988,1,6,48,6,32,4,0,12
1151,1988,2,7,57,18,20,3,0,8
1151,1988,3,13,39,24,32,2,0,17
1151,1988,4,18,41,15,25,7,0,17
1151,1989,1,9,35,17,41,7,1,25
1151,1989,2,14,39,11,31,6,0,12
1151,1989,3,14,34,10,41,3,2,14
1151,1989,4,6,35,25,32,5,0,12
1151,1990,1,11,29,18,33,3,1,20
1151,1990,2,23,28,21,44,3,0,16
1151,1990,3,18,27,15,38,2,0,20
1151,1990,4,16,24,10,42,5,1,22
1151,1991,1,14,25,15,34,3,1,20
1151,1991,2,18,26,13,28,3,0,26
1151,1991,3,17,22,13,34,2,0,23
1151,1991,4,18,24,22,42,3,1,16
1151,1992,1,8,23,13,40,4,0,23
1151,1992,2,15,20,18,26,2,0,10
1151,1992,3,23,10,18,25,5,0,15
1151,1992,4,21,27,15,29,3,0,14
1151,1993,1,19,11,15,35,3,2,10
1151,1993,2,21,19,12,27,2,0,17
1151,1993,3,31,22,17,27,6,1,17
1151,1993,4,17,39,24,24,4,0,19
1151,1994,1,11,17,26,27,3,0,14
1151,1994,2,23,19,9,31,3,0,25
1151,1994,3,14,10,15,30,3,0,17
1151,1994,4,14,21,7,22,2,0,8
1151,1995,1,16,30,15,28,0,0,13
1151,1995,2,18,24,7,19,1,0,15
1151,1995,3,11,17,16,20,2,0,16
1151,1995,4,14,14,19,23,3,3,20
1151,1996,1,14,14,14,23,2,0,12
1151,1996,2,9,12,12,20,2,0,8
1151,1996,3,10,16,7,8,2,0,10
1151,1996,4,14,14,9,19,2,0,12
1151,1997,1,13,18,10,10,0,0,12
1151,1997,2,22,14,11,14,3,0,10
1151,1997,3,16,14,20,15,0,1,10
1151,1997,4,12,9,5,11,4,2,5
1151,1998,1,15,12,5,12,0,0,11
1151,1998,2,21,7,6,14,2,0,11
1151,1998,3,11,10,8,12,2,0,7
1151,1998,4,6,8,8,7,0,0,9
1151,1999,1,10,14,11,9,1,0,7
1151,1999,2,13,4,7,11,0,1,9
1151,1999,3,15,11,6,8,1,0,6
1151,1999,4,16,10,7,5,2,0,6
1151,2000,1,11,7,8,10,5,0,7
1151,2000,2,22,12,3,10,1,2,13
1151,2000,3,12,15,9,13,2,0,9
1151,2000,4,10,14,12,3,3,0,13
1151,2001,1,11,8,8,9,2,0,7
1151,2001,2,5,11,13,7,3,0,7
1151,2001,3,24,8,9,14,2,0,9
1151,2001,4,9,13,16,9,1,1,7
1151,2002,1,9,9,11,6,0,0,9
1151,2002,2,15,9,7,10,1,0,14
1151,2002,3,6,13,6,15,2,0,8
1151,2002,4,13,8,5,16,0,0,13
1151,2003,1,20,13,5,11,0,0,10
1151,2003,2,9,11,10,16,3,0,8
1151,2003,3,5,13,13,15,1,0,8
1151,2003,4,8,6,5,11,0,0,10
1151,2004,1,9,16,8,13,0,0,9
1151,2004,2,8,12,2,13,0,1,17
1151,2004,3,8,13,7,16,0,0,7
1151,2004,4,7,11,5,11,0,0,12
1151,2005,1,15,22,12,15,0,1,16
1151,2005,2,9,16,5,21,3,0,8
1151,2005,3,7,16,6,13,1,0,8
1151,2005,4,6,13,5,11,0,0,6
1151,2006,1,8,5,5,4,0,0,8
1151,2006,2,3,11,2,10,1,0,7
1151,2006,3,6,11,3,5,0,0,4
1151,2006,4,0,10,5,8,0,0,4
1151,2007,1,3,10,6,16,0,0,8
1151,2007,2,3,7,0,10,0,0,9
1151,2007,3,6,10,1,13,0,0,13
1151,2007,4,4,12,3,8,0,0,7
1151,2008,1,14,19,3,7,0,0,9
1151,2008,2,9,14,2,5,2,1,5
1151,2008,3,7,12,2,4,1,0,9
1151,2008,4,2,20,5,9,0,0,7
1151,2009,1,4,11,2,6,1,0,9
1151,2009,2,3,13,4,5,0,0,3
1151,2009,3,4,15,2,7,0,0,4
1151,2009,4,0,17,3,3,0,1,5
1151,2010,1,4,19,2,6,0,0,4
1151,2010,2,1,4,0,3,0,0,6
1151,2010,3,0,11,6,3,1,0,6
1151,2010,4,1,7,4,3,1,0,5
1151,2011,1,1,11,3,5,7,0,3
1151,2011,2,5,7,6,5,4,0,4
1151,2011,3,1,15,9,4,7,0,6
1151,2011,4,3,12,5,7,5,0,9
1151,2012,1,1,10,1,6,6,0,9
1151,2012,2,9,9,7,7,6,0,4
1151,2012,3,7,8,4,5,0,0,9
1151,2012,4,3,13,3,5,4,0,4
1151,2013,1,2,12,4,6,5,0,4
1151,2013,2,3,14,5,5,4,0,1
1151,2013,3,5,9,2,4,5,0,8
1151,2013,4,4,10,6,3,7,0,5
1151,2014,1,9,4,9,3,7,0,9
1151,2014,2,3,5,0,4,3,0,5
1151,2014,3,2,11,4,7,4,0,7
1151,2014,4,8,11,3,4,1,0,7
1152,1988,1,6,30,19,22,3,0,4
1152,1988,2,5,13,14,19,0,0,2
1152,1988,3,3,19,12,11,3,0,3
1152,1988,4,5,15,17,21,3,0,16
1152,1989,1,12,16,6,22,0,0,8
1152,1989,2,5,25,17,19,2,0,2
1152,1989,3,13,27,16,23,2,0,8
1152,1989,4,14,24,16,24,2,0,12
1152,1990,1,8,18,15,33,0,0,8
1152,1990,2,12,14,11,31,0,0,6
1152,1990,3,7,18,17,21,4,0,8
1152,1990,4,15,14,16,13,1,0,10
1152,1991,1,10,24,12,29,1,0,8
1152,1991,2,6,19,17,19,1,0,5
1152,1991,3,13,12,12,20,3,0,11
1152,1991,4,6,14,16,33,2,0,9
1152,1992,1,1,36,12,31,2,0,12
1152,1992,2,6,13,10,27,0,0,6
1152,1992,3,12,14,14,29,1,0,6
1152,1992,4,1,9,12,27,0,0,8
1152,1993,1,5,12,10,24,1,0,11
1152,1993,2,8,8,8,23,3,0,15
1152,1993,3,4,14,14,18,2,0,11
1152,1993,4,5,16,13,12,1,0,7
1152,1994,1,11,12,9,22,1,0,10
1152,1994,2,3,16,8,14,0,0,9
1152,1994,3,4,0,7,15,2,0,6
1152,1994,4,8,6,6,9,1,1,8
1152,1995,1,7,9,7,14,0,0,7
1152,1995,2,8,14,13,9,0,0,8
1152,1995,3,3,16,10,11,0,0,0
1152,1995,4,9,9,7,15,0,0,3
1152,1996,1,9,14,19,11,0,0,18
1152,1996,2,11,11,8,16,1,0,11
1152,1996,3,5,3,4,11,0,2,9
1152,1996,4,7,15,14,21,2,0,5
1152,1997,1,8,17,8,11,0,0,7
1152,1997,2,1,5,10,12,0,0,6
1152,1997,3,7,10,5,15,0,0,3
1152,1997,4,12,12,9,15,0,0,5
1152,1998,1,7,11,10,11,2,0,7
1152,1998,2,2,3,4,13,1,0,4
1152,1998,3,3,7,5,8,2,0,2
1152,1998,4,8,2,3,7,0,0,4
1152,1999,1,4,16,2,7,0,0,0
1152,1999,2,7,14,9,3,0,0,2
1152,1999,3,4,5,9,11,2,0,2
1152,1999,4,4,7,1,7,0,0,3
1152,2000,1,6,16,7,6,0,0,5
1152,2000,2,2,24,5,7,1,2,4
1152,2000,3,3,12,1,8,2,0,4
1152,2000,4,3,5,4,8,2,0,4
1152,2001,1,1,10,6,8,0,0,2
1152,2001,2,2,3,6,13,0,0,1
1152,2001,3,3,8,3,7,0,0,2
1152,2001,4,2,10,14,9,1,0,8
1152,2002,1,6,15,15,7,1,0,2
1152,2002,2,7,19,5,12,0,0,4
1152,2002,3,6,11,3,10,0,0,4
1152,2002,4,4,13,3,8,0,0,3
1152,2003,1,2,12,5,7,1,0,1
1152,2003,2,6,21,7,14,0,0,6
1152,2003,3,4,19,12,11,0,0,1
1152,2003,4,1,8,9,11,0,0,2
1152,2004,1,3,17,4,7,0,0,0
1152,2004,2,2,7,2,8,0,0,2
1152,2004,3,1,10,0,6,0,0,1
1152,2004,4,4,9,3,11,0,0,0
1152,2005,1,2,20,11,8,1,0,2
1152,2005,2,10,21,3,9,0,0,4
1152,2005,3,3,11,6,6,0,0,2
1152,2005,4,3,5,4,6,0,0,3
1152,2006,1,0,10,8,2,1,0,0
1152,2006,2,2,7,2,5,0,0,2
1152,2006,3,1,9,4,5,1,0,3
1152,2006,4,2,12,4,2,0,0,1
1152,2007,1,5,6,2,4,1,0,2
1152,2007,2,4,11,5,4,0,0,1
1152,2007,3,0,13,11,3,0,0,4
1152,2007,4,4,7,6,6,0,0,7
1152,2008,1,2,11,3,6,0,0,3
1152,2008,2,3,7,7,7,0,0,2
1152,2008,3,0,6,10,8,0,0,1
1152,2008,4,1,12,2,10,0,0,7
1152,2009,1,3,11,3,2,0,0,1
1152,2009,2,3,9,5,5,1,0,0
1152,2009,3,1,14,3,6,0,0,1
1152,2009,4,2,8,2,2,0,0,6
1152,2010,1,3,12,5,4,0,0,0
1152,2010,2,1,11,5,3,0,0,4
1152,2010,3,0,4,3,3,0,0,3
1152,2010,4,0,14,3,2,1,0,3
1152,2011,1,1,7,2,1,0,0,0
1152,2011,2,1,7,0,3,1,0,0
1152,2011,3,0,5,3,2,1,0,1
1152,2011,4,0,9,6,5,0,0,0
1152,2012,1,2,6,1,1,1,0,2
1152,2012,2,0,4,2,2,2,0,0
1152,2012,3,1,8,1,2,0,0,2
1152,2012,4,0,10,4,2,0,0,1
1152,2013,1,0,7,3,4,0,0,0
1152,2013,2,0,5,2,3,1,0,3
1152,2013,3,0,6,3,3,0,0,1
1152,2013,4,0,11,0,3,1,0,1
1152,2014,1,0,6,4,4,1,0,1
1152,2014,2,0,13,3,2,0,0,0
1152,2014,3,2,14,4,2,0,0,2
1152,2014,4,0,5,0,3,0,0,1
1153;629,1988,1,2,15,12,12,2,0,3
1153;629,1988,2,2,11,14,13,1,0,3
1153;629,1988,3,1,22,10,11,1,0,4
1153;629,1988,4,3,8,3,19,0,0,6
1153;629,1989,1,4,20,15,12,0,0,9
1153;629,1989,2,5,11,9,16,0,0,1
1153;629,1989,3,3,12,6,15,0,0,3
1153;629,1989,4,8,11,14,14,0,1,2
1153;629,1990,1,0,8,12,9,0,0,1
1153;629,1990,2,0,13,15,8,0,0,4
1153;629,1990,3,1,11,23,20,1,0,3
1153;629,1990,4,1,11,18,15,0,0,1
1153;629,1991,1,1,15,11,8,1,0,9
1153;629,1991,2,6,13,16,7,0,0,6
1153;629,1991,3,1,19,27,11,1,0,1
1153;629,1991,4,4,16,22,6,0,0,1
1153;629,1992,1,3,14,14,9,0,0,5
1153;629,1992,2,2,9,16,11,0,1,7
1153;629,1992,3,10,18,22,9,0,1,6
1153;629,1992,4,4,11,21,9,0,0,8
1153;629,1993,1,3,17,14,12,0,0,2
1153;629,1993,2,5,12,8,12,0,0,9
1153;629,1993,3,2,18,10,11,0,0,12
1153;629,1993,4,7,26,22,12,0,0,2
1153;629,1994,1,2,15,13,4,1,0,4
1153;629,1994,2,6,19,7,9,1,0,7
1153;629,1994,3,4,6,8,10,0,0,2
1153;629,1994,4,4,6,14,7,0,0,1
1153;629,1995,1,2,19,11,8,2,0,2
1153;629,1995,2,5,22,9,7,0,0,4
1153;629,1995,3,2,25,12,5,0,0,4
1153;629,1995,4,1,20,13,4,1,1,3
1153;629,1996,1,3,10,7,8,0,0,2
1153;629,1996,2,0,4,4,10,0,0,3
1153;629,1996,3,4,7,3,4,0,0,4
1153;629,1996,4,8,10,5,8,2,0,5
1153;629,1997,1,3,15,2,3,0,0,1
1153;629,1997,2,5,2,7,3,0,0,1
1153;629,1997,3,3,5,4,9,0,0,1
1153;629,1997,4,3,8,6,4,0,0,0
1153;629,1998,1,3,3,6,3,0,0,2
1153;629,1998,2,1,8,3,3,0,0,0
1153;629,1998,3,2,4,5,5,0,0,0
1153;629,1998,4,0,6,3,3,0,0,1
1153;629,1999,1,1,10,6,5,0,0,1
1153;629,1999,2,4,1,2,4,0,0,2
1153;629,1999,3,3,4,5,2,0,0,4
1153;629,1999,4,1,2,10,5,0,1,1
1153;629,2000,1,0,3,8,0,0,0,1
1153;629,2000,2,0,6,4,4,0,0,4
1153;629,2000,3,1,13,6,3,0,0,0
1153;629,2000,4,0,11,5,1,0,0,2
1153;629,2001,1,3,1,6,4,0,0,1
1153;629,2001,2,3,13,3,6,1,0,2
1153;629,2001,3,1,7,6,4,0,0,2
1153;629,2001,4,0,4,15,8,0,0,1
1153;629,2002,1,2,7,17,1,0,0,1
1153;629,2002,2,4,9,8,5,0,0,2
1153;629,2002,3,2,11,5,2,0,0,2
1153;629,2002,4,3,7,7,3,0,0,0
1153;629,2003,1,5,7,11,5,0,0,0
1153;629,2003,2,0,10,6,5,0,0,6
1153;629,2003,3,2,6,5,2,0,0,2
1153;629,2003,4,3,6,12,6,0,0,2
1153;629,2004,1,6,10,3,5,0,0,0
1153;629,2004,2,0,5,5,3,0,0,1
1153;629,2004,3,1,6,5,6,0,0,3
1153;629,2004,4,2,9,3,4,0,0,0
1153;629,2005,1,5,20,3,8,0,1,2
1153;629,2005,2,2,15,6,7,0,1,1
1153;629,2005,3,1,10,6,4,0,0,0
1153;629,2005,4,1,8,4,2,0,0,3
1153;629,2006,1,2,11,0,5,0,0,1
1153;629,2006,2,1,2,2,7,0,1,0
1153;629,2006,3,0,10,6,3,0,0,5
1153;629,2006,4,1,3,2,4,0,0,1
1153;629,2007,1,1,8,5,1,0,0,1
1153;629,2007,2,0,7,4,5,0,0,0
1153;629,2007,3,1,6,6,2,0,0,1
1153;629,2007,4,1,11,3,10,0,0,0
1153;629,2008,1,0,14,7,4,0,0,2
1153;629,2008,2,0,29,8,3,0,0,8
1153;629,2008,3,0,19,4,5,0,0,0
1153;629,2008,4,1,15,5,6,0,0,1
1153;629,2009,1,3,12,6,2,0,0,1
1153;629,2009,2,0,6,5,1,0,0,3
1153;629,2009,3,2,5,7,3,0,0,2
1153;629,2009,4,0,11,2,1,0,0,3
1153;629,2010,1,0,13,3,0,0,0,0
1153;629,2010,2,0,10,5,3,0,0,1
1153;629,2010,3,0,6,2,4,0,0,0
1153;629,2010,4,0,5,3,0,0,0,1
1153;629,2011,1,2,5,2,2,1,0,1
1153;629,2011,2,0,12,7,2,3,0,0
1153;629,2011,3,1,13,5,3,0,0,1
1153;629,2011,4,0,13,3,4,4,0,2
1153;629,2012,1,0,16,1,6,3,1,1
1153;629,2012,2,0,12,5,6,1,0,1
1153;629,2012,3,0,11,10,1,2,0,2
1153;629,2012,4,0,12,1,3,1,0,0
1153;629,2013,1,0,9,3,1,2,0,2
1153;629,2013,2,1,13,1,1,1,0,3
1153;629,2013,3,1,11,4,5,3,0,0
1153;629,2013,4,0,4,13,3,6,0,0
1153;629,2014,1,1,11,3,2,1,0,1
1153;629,2014,2,0,11,4,2,2,0,1
1153;629,2014,3,2,9,7,3,2,0,1
1153;629,2014,4,2,14,8,6,0,0,2
1157,1988,1,0,0,0,0,0,0,0
1157,1988,2,0,0,0,0,0,0,0
1157,1988,3,0,0,0,1,0,0,1
1157,1988,4,2,1,0,1,0,0,0
1157,1989,1,0,0,0,0,0,0,0
1157,1989,2,0,0,0,0,0,0,0
1157,1989,3,0,2,0,1,0,0,0
1157,1989,4,0,0,0,1,0,0,0
1157,1990,1,0,0,0,2,0,0,0
1157,1990,2,0,1,0,0,0,0,1
1157,1990,3,0,0,0,0,0,0,0
1157,1990,4,0,0,1,2,0,0,0
1157,1991,1,0,0,1,1,0,0,0
1157,1991,2,1,0,0,0,0,0,1
1157,1991,3,0,0,0,0,0,0,0
1157,1991,4,0,0,0,0,0,0,0
1157,1992,1,3,1,5,2,0,0,0
1157,1992,2,1,0,1,2,0,0,0
1157,1992,3,2,1,1,1,0,0,0
1157,1992,4,0,2,1,2,0,0,1
1157,1993,1,0,0,0,0,0,1,0
1157,1993,2,0,0,0,0,0,0,0
1157,1993,3,0,0,1,0,0,0,1
1157,1993,4,1,0,0,0,0,0,0
1157,1994,1,0,0,1,0,0,0,0
1157,1994,2,0,0,0,0,0,0,0
1157,1994,3,0,0,2,0,0,0,1
1157,1994,4,0,0,0,0,0,0,0
1157,1995,1,0,0,0,0,0,0,0
1157,1995,2,0,0,0,0,0,0,0
1157,1995,3,0,0,0,0,0,0,0
1157,1995,4,0,0,0,0,0,0,0
1157,1996,1,0,0,0,0,0,0,0
1157,1996,2,0,0,0,0,0,0,0
1157,1996,3,0,0,0,0,0,0,0
1157,1996,4,0,0,0,0,0,0,0
1157,1997,1,0,0,0,0,0,0,1
1157,1997,2,1,0,0,0,0,0,1
1157,1997,3,0,0,0,0,0,0,0
1157,1997,4,0,0,0,0,0,0,0
1157,1998,1,0,0,0,0,0,0,0
1157,1998,2,0,0,0,0,0,0,0
1157,1998,3,0,0,0,0,0,0,0
1157,1998,4,0,0,0,0,0,0,0
1157,1999,1,0,0,0,0,0,0,0
1157,1999,2,0,0,0,0,0,0,0
1157,1999,3,0,0,0,0,0,0,0
1157,1999,4,0,0,0,0,0,0,0
1157,2000,1,0,0,0,0,0,0,0
1157,2000,2,0,0,0,0,0,0,0
1157,2000,3,0,0,0,0,0,0,0
1157,2000,4,0,0,0,0,0,0,0
1157,2001,1,0,0,0,0,0,0,0
1157,2001,2,0,0,0,0,0,0,0
1157,2001,3,0,0,0,0,0,0,0
1157,2001,4,0,0,0,1,0,0,1
1157,2002,1,0,0,0,0,0,0,0
1157,2002,2,0,0,0,0,0,0,0
1157,2002,3,0,0,0,0,0,0,0
1157,2002,4,0,0,0,0,0,0,0
1157,2003,1,0,0,0,0,0,0,0
1157,2003,2,1,0,0,0,0,0,0
1157,2003,3,0,0,0,0,0,0,1
1157,2003,4,0,0,0,0,0,0,0
1157,2004,1,0,0,0,0,0,0,0
1157,2004,2,0,0,0,0,0,0,0
1157,2004,3,0,0,0,0,0,0,0
1157,2004,4,0,0,0,0,0,0,0
1157,2005,1,0,0,0,0,0,0,0
1157,2005,2,0,1,0,0,0,0,0
1157,2005,3,0,0,0,0,0,0,0
1157,2005,4,0,0,0,0,0,0,0
1157,2006,1,0,0,0,0,0,0,0
1157,2006,2,0,0,0,0,0,0,0
1157,2006,3,0,0,0,0,0,0,0
1157,2006,4,0,0,0,0,0,0,0
1157,2007,1,0,0,0,0,0,0,0
1157,2007,2,0,0,0,0,0,0,0
1157,2007,3,0,0,0,0,0,0,0
1157,2007,4,0,0,0,0,0,0,0
1157,2008,1,0,0,0,0,0,0,0
1157,2008,2,0,0,0,0,0,0,0
1157,2008,3,2,0,0,0,0,0,0
1157,2008,4,0,0,0,0,0,0,0
1157,2009,1,0,1,0,0,0,0,0
1157,2009,2,0,0,0,0,0,0,0
1157,2009,3,0,1,0,0,0,0,0
1157,2009,4,0,0,0,0,0,0,0
1157,2010,1,0,1,1,0,0,0,0
1157,2010,2,0,0,0,0,0,0,0
1157,2010,3,0,0,0,0,0,0,0
1157,2010,4,0,1,0,0,0,0,0
1157,2011,1,0,0,0,0,0,0,0
1157,2011,2,0,0,0,0,0,0,0
1157,2011,3,0,0,0,0,0,0,0
1157,2011,4,0,0,0,0,0,0,0
1157,2012,1,0,0,0,0,0,0,0
1157,2012,2,0,0,0,0,0,0,0
1157,2012,3,0,0,0,0,0,0,0
1157,2012,4,0,0,0,0,0,0,0
1157,2013,1,0,0,0,0,0,0,0
1157,2013,2,0,0,0,0,0,0,0
1157,2013,3,0,0,0,0,0,0,0
1157,2013,4,0,0,0,0,0,0,0
1157,2014,1,0,0,0,0,0,0,0
1157,2014,2,0,0,0,0,0,0,0
1157,2014,3,0,0,0,0,0,0,0
1157,2014,4,0,0,0,0,0,0,0
1158,1988,1,5,5,7,12,0,0,2
1158,1988,2,5,5,9,10,0,0,1
1158,1988,3,8,7,8,9,0,0,0
1158,1988,4,4,8,18,5,0,0,0
1158,1989,1,5,8,16,15,0,0,0
1158,1989,2,8,7,10,15,0,0,0
1158,1989,3,2,7,12,25,0,0,1
1158,1989,4,3,4,6,15,0,0,1
1158,1990,1,3,6,5,11,0,0,5
1158,1990,2,6,10,12,12,0,0,3
1158,1990,3,4,7,11,10,0,0,2
1158,1990,4,8,6,12,9,0,0,6
1158,1991,1,5,6,5,13,0,0,3
1158,1991,2,5,4,12,12,0,0,1
1158,1991,3,7,8,12,8,1,1,1
1158,1991,4,3,5,12,19,0,1,1
1158,1992,1,5,10,8,17,0,0,6
1158,1992,2,9,8,11,16,1,1,2
1158,1992,3,11,9,10,15,0,2,2
1158,1992,4,9,18,13,24,0,1,3
1158,1993,1,2,3,6,10,0,0,3
1158,1993,2,3,6,6,13,0,0,0
1158,1993,3,14,5,10,10,0,0,3
1158,1993,4,5,9,7,12,0,0,2
1158,1994,1,5,3,5,10,0,0,4
1158,1994,2,8,10,1,13,0,0,1
1158,1994,3,10,7,17,5,0,0,3
1158,1994,4,6,6,7,7,0,1,2
1158,1995,1,6,14,5,12,0,1,1
1158,1995,2,3,5,8,8,0,0,0
1158,1995,3,12,9,11,10,0,0,3
1158,1995,4,3,3,6,7,0,0,3
1158,1996,1,4,10,4,7,0,0,0
1158,1996,2,2,2,3,6,0,1,2
1158,1996,3,10,4,7,8,0,0,0
1158,1996,4,4,6,4,12,0,0,2
1158,1997,1,12,4,4,4,0,0,0
1158,1997,2,5,4,6,11,0,0,2
1158,1997,3,5,2,4,3,0,0,1
1158,1997,4,4,6,2,5,0,0,2
1158,1998,1,7,8,11,4,0,0,1
1158,1998,2,4,5,2,3,1,0,0
1158,1998,3,5,6,4,7,0,0,0
1158,1998,4,2,4,8,4,0,0,2
1158,1999,1,5,11,6,6,1,0,1
1158,1999,2,8,5,3,5,0,0,1
1158,1999,3,5,3,2,2,0,0,1
1158,1999,4,6,0,0,4,0,0,1
1158,2000,1,5,6,3,6,0,0,1
1158,2000,2,2,3,5,3,0,0,1
1158,2000,3,4,1,4,5,0,0,1
1158,2000,4,9,6,6,6,0,2,1
1158,2001,1,1,8,11,5,0,0,2
1158,2001,2,4,10,6,4,0,0,2
1158,2001,3,6,4,8,6,0,0,0
1158,2001,4,9,5,0,6,0,0,1
1158,2002,1,2,5,5,7,0,0,0
1158,2002,2,1,9,2,13,0,0,0
1158,2002,3,2,7,3,12,0,0,0
1158,2002,4,4,8,3,6,0,0,0
1158,2003,1,8,5,2,3,0,0,2
1158,2003,2,5,5,7,9,0,0,0
1158,2003,3,5,6,4,5,0,0,2
1158,2003,4,9,11,2,3,0,1,0
1158,2004,1,4,8,6,8,0,0,0
1158,2004,2,5,9,5,5,0,0,0
1158,2004,3,5,4,2,4,0,0,0
1158,2004,4,3,6,3,7,0,0,0
1158,2005,1,8,11,10,14,0,0,0
1158,2005,2,2,6,6,17,0,0,1
1158,2005,3,5,7,6,7,0,1,2
1158,2005,4,0,10,4,10,0,0,0
1158,2006,1,6,3,3,8,0,0,0
1158,2006,2,0,2,2,7,0,0,1
1158,2006,3,5,3,8,4,0,0,3
1158,2006,4,2,6,3,3,0,0,1
1158,2007,1,2,4,3,5,0,0,0
1158,2007,2,2,7,2,7,0,0,0
1158,2007,3,4,5,2,8,0,0,0
1158,2007,4,0,0,1,6,0,1,0
1158,2008,1,0,9,5,3,0,0,0
1158,2008,2,4,8,6,6,0,0,0
1158,2008,3,2,3,3,6,0,0,2
1158,2008,4,0,6,3,5,0,0,1
1158,2009,1,0,4,1,3,0,0,0
1158,2009,2,1,4,1,6,0,0,0
1158,2009,3,1,1,1,6,0,0,0
1158,2009,4,0,7,4,3,0,0,2
1158,2010,1,1,10,0,3,0,0,1
1158,2010,2,10,6,5,3,0,0,1
1158,2010,3,1,5,2,5,1,0,1
1158,2010,4,1,6,4,5,0,0,0
1158,2011,1,3,1,5,0,0,0,0
1158,2011,2,0,5,3,4,0,0,1
1158,2011,3,0,3,3,5,0,0,0
1158,2011,4,1,3,1,2,0,1,1
