rd,year,Q,AGG,BTFV,BURG,GTA,GTP,HOM,ROBB
1158,2012,1,1,2,3,2,0,0,0
1158,2012,2,0,3,3,3,1,0,0
1158,2012,3,0,1,2,4,0,0,1
1158,2012,4,1,3,5,4,1,0,1
1158,2013,1,1,4,2,1,1,0,1
1158,2013,2,1,8,1,2,0,0,0
1158,2013,3,7,6,4,4,0,0,0
1158,2013,4,3,5,4,0,1,0,1
1158,2014,1,5,3,2,2,0,0,3
1158,2014,2,1,7,0,4,0,0,0
1158,2014,3,0,6,2,1,1,0,0
1158,2014,4,1,6,7,9,0,0,0
1159,1988,1,2,3,5,1,0,0,1
1159,1988,2,0,0,6,4,0,0,0
1159,1988,3,1,1,3,2,0,0,0
1159,1988,4,2,1,1,5,1,0,2
1159,1989,1,2,3,1,2,1,0,3
1159,1989,2,0,1,1,1,0,1,1
1159,1989,3,0,0,0,1,0,0,0
1159,1989,4,0,1,0,4,0,0,0
1159,1990,1,4,0,3,0,0,0,0
1159,1990,2,0,4,1,2,0,0,0
1159,1990,3,1,3,1,4,0,1,2
1159,1990,4,2,1,1,2,0,0,4
1159,1991,1,3,7,3,0,0,0,1
1159,1991,2,1,2,0,1,0,0,0
1159,1991,3,2,0,2,3,1,0,1
1159,1991,4,0,2,2,1,0,0,2
1159,1992,1,10,3,9,12,0,0,10
1159,1992,2,6,5,1,4,1,1,7
1159,1992,3,2,2,3,5,1,0,6
1159,1992,4,2,0,6,0,1,0,6
1159,1993,1,1,6,5,2,1,0,5
1159,1993,2,28,2,2,3,0,0,1
1159,1993,3,1,1,6,1,0,0,7
1159,1993,4,1,4,2,2,0,1,3
1159,1994,1,5,2,3,2,0,0,1
1159,1994,2,4,0,0,0,0,0,2
1159,1994,3,1,1,2,3,0,0,2
1159,1994,4,2,0,3,1,0,0,4
1159,1995,1,0,2,3,1,0,0,2
1159,1995,2,0,0,0,1,0,0,0
1159,1995,3,4,0,1,1,0,0,2
1159,1995,4,1,4,0,1,0,0,0
1159,1996,1,1,1,3,0,0,0,0
1159,1996,2,1,0,1,2,0,0,1
1159,1996,3,0,2,0,0,0,0,0
1159,1996,4,0,1,0,1,0,0,0
1159,1997,1,0,2,0,1,0,0,1
1159,1997,2,0,0,0,2,0,0,0
1159,1997,3,1,0,0,1,0,1,3
1159,1997,4,0,0,0,0,0,0,0
1159,1998,1,1,0,0,0,0,0,2
1159,1998,2,0,1,0,0,0,0,0
1159,1998,3,2,2,0,0,0,0,1
1159,1998,4,0,0,0,0,0,0,0
1159,1999,1,0,1,0,1,0,0,0
1159,1999,2,2,0,0,1,0,0,0
1159,1999,3,0,3,0,1,0,0,1
1159,1999,4,1,1,0,1,0,0,0
1159,2000,1,0,2,0,0,0,0,0
1159,2000,2,2,1,1,2,0,0,0
1159,2000,3,0,0,0,0,0,0,0
1159,2000,4,1,2,0,1,0,0,1
1159,2001,1,1,1,0,0,0,0,2
1159,2001,2,1,2,0,1,0,0,3
1159,2001,3,2,1,0,2,0,0,3
1159,2001,4,1,1,0,2,0,0,1
1159,2002,1,1,2,0,2,0,0,0
1159,2002,2,4,5,1,0,0,0,0
1159,2002,3,0,2,3,0,0,0,0
1159,2002,4,4,2,0,1,0,0,0
1159,2003,1,0,0,2,1,0,0,0
1159,2003,2,0,4,1,0,0,0,0
1159,2003,3,0,4,0,3,0,0,1
1159,2003,4,1,3,0,1,0,0,0
1159,2004,1,0,1,1,0,0,0,0
1159,2004,2,1,1,0,0,0,0,1
1159,2004,3,1,0,0,1,0,0,1
1159,2004,4,1,0,0,1,0,0,0
1159,2005,1,3,2,0,3,0,0,1
1159,2005,2,0,0,0,1,0,0,1
1159,2005,3,0,0,1,1,0,0,0
1159,2005,4,0,1,0,2,0,0,0
1159,2006,1,0,1,0,3,0,0,1
1159,2006,2,0,0,0,1,0,0,0
1159,2006,3,0,1,0,0,0,0,0
1159,2006,4,1,1,0,0,0,0,0
1159,2007,1,0,0,0,2,0,0,1
1159,2007,2,0,1,2,0,0,0,0
1159,2007,3,1,1,1,0,0,0,3
1159,2007,4,0,1,0,1,0,0,3
1159,2008,1,1,7,0,2,0,0,0
1159,2008,2,0,3,0,0,0,0,0
1159,2008,3,0,2,0,2,0,0,0
1159,2008,4,0,2,1,0,0,0,0
1159,2009,1,0,0,1,0,0,0,0
1159,2009,2,0,1,0,0,0,0,2
1159,2009,3,0,0,0,0,0,0,0
1159,2009,4,0,2,0,1,0,0,0
1159,2010,1,0,2,0,0,0,0,0
1159,2010,2,0,10,1,0,0,0,0
1159,2010,3,0,5,0,0,0,0,3
1159,2010,4,1,0,0,0,0,0,0
1159,2011,1,1,1,0,0,0,0,0
1159,2011,2,0,1,0,0,0,0,0
1159,2011,3,0,3,0,0,0,0,1
1159,2011,4,0,1,0,1,0,0,1
1159,2012,1,0,0,0,1,0,0,0
1159,2012,2,0,1,3,1,0,0,1
1159,2012,3,0,0,0,1,0,0,0
1159,2012,4,0,1,0,2,1,0,1
1159,2013,1,1,1,0,1,0,0,0
1159,2013,2,0,0,1,0,0,0,0
1159,2013,3,0,1,0,3,0,0,0
1159,2013,4,0,2,2,0,0,0,1
1159,2014,1,4,1,2,1,0,0,0
1159,2014,2,0,1,1,0,0,0,0
1159,2014,3,0,0,0,0,0,0,0
1159,2014,4,0,0,0,1,0,0,0
1161,1988,1,14,29,27,33,1,1,4
1161,1988,2,11,25,26,35,3,0,9
1161,1988,3,14,16,17,28,1,0,10
1161,1988,4,11,13,13,30,1,0,10
1161,1989,1,10,30,9,36,1,0,20
1161,1989,2,15,37,13,26,4,0,5
1161,1989,3,6,22,6,23,2,0,4
1161,1989,4,12,20,13,30,0,0,10
1161,1990,1,12,19,20,27,2,0,12
1161,1990,2,13,29,15,24,0,0,11
1161,1990,3,21,17,23,38,0,0,14
1161,1990,4,14,15,17,33,3,0,16
1161,1991,1,7,20,12,30,1,0,10
1161,1991,2,8,18,10,22,1,0,4
1161,1991,3,19,16,11,21,1,0,10
1161,1991,4,8,10,20,24,2,0,7
1161,1992,1,15,14,8,31,4,0,10
1161,1992,2,15,11,19,29,1,0,12
1161,1992,3,11,12,10,22,1,1,7
1161,1992,4,17,11,8,39,3,0,9
1161,1993,1,5,15,8,37,0,0,14
1161,1993,2,11,8,13,29,1,0,16
1161,1993,3,13,8,18,27,2,0,15
1161,1993,4,13,9,15,37,1,0,6
1161,1994,1,9,15,7,16,1,1,11
1161,1994,2,9,6,9,26,0,0,14
1161,1994,3,18,15,12,20,0,0,14
1161,1994,4,17,23,7,20,2,0,15
1161,1995,1,6,16,15,23,2,0,9
1161,1995,2,8,11,11,18,0,0,3
1161,1995,3,6,8,18,16,1,0,11
1161,1995,4,13,9,15,16,0,0,11
1161,1996,1,11,12,14,20,2,0,17
1161,1996,2,8,11,8,15,0,0,6
1161,1996,3,14,3,8,7,0,0,7
1161,1996,4,8,9,8,12,0,0,5
1161,1997,1,9,6,5,4,1,0,1
1161,1997,2,9,7,4,10,0,0,7
1161,1997,3,11,5,6,13,0,0,7
1161,1997,4,7,12,8,10,0,0,7
1161,1998,1,16,9,7,7,1,0,4
1161,1998,2,14,10,7,8,2,0,6
1161,1998,3,14,9,10,6,3,0,12
1161,1998,4,7,6,5,11,0,0,2
1161,1999,1,6,9,3,9,0,0,4
1161,1999,2,18,7,3,4,0,0,7
1161,1999,3,9,4,4,11,0,0,5
1161,1999,4,12,4,3,1,0,0,5
1161,2000,1,12,3,7,8,0,0,6
1161,2000,2,12,4,4,9,0,0,4
1161,2000,3,22,9,4,6,1,0,6
1161,2000,4,8,9,4,9,0,0,15
1161,2001,1,10,12,8,12,0,0,10
1161,2001,2,18,8,3,7,0,0,5
1161,2001,3,10,6,6,10,0,0,3
1161,2001,4,8,7,4,8,1,0,10
1161,2002,1,18,7,2,8,0,0,10
1161,2002,2,7,4,5,6,0,0,4
1161,2002,3,8,13,6,13,0,0,4
1161,2002,4,3,13,12,9,0,0,2
1161,2003,1,5,12,9,11,0,0,9
1161,2003,2,13,7,9,19,0,0,2
1161,2003,3,13,3,7,9,0,1,8
1161,2003,4,9,7,6,7,0,1,5
1161,2004,1,7,5,5,12,0,0,7
1161,2004,2,10,10,4,10,0,0,7
1161,2004,3,10,9,7,12,0,0,8
1161,2004,4,12,7,6,8,0,0,5
1161,2005,1,9,11,9,19,2,0,8
1161,2005,2,17,19,13,13,0,0,8
1161,2005,3,10,10,5,12,0,0,7
1161,2005,4,5,11,14,13,1,0,7
1161,2006,1,2,5,4,14,1,0,5
1161,2006,2,12,7,5,6,0,0,7
1161,2006,3,7,8,7,13,1,0,10
1161,2006,4,3,5,10,6,1,1,3
1161,2007,1,6,6,2,7,0,0,3
1161,2007,2,3,9,3,7,1,0,6
1161,2007,3,3,3,3,7,0,0,3
1161,2007,4,2,4,4,6,1,0,9
1161,2008,1,6,10,5,6,0,0,8
1161,2008,2,7,9,2,6,0,0,7
1161,2008,3,1,5,4,9,1,0,6
1161,2008,4,3,7,4,8,0,0,9
1161,2009,1,6,12,5,8,1,0,6
1161,2009,2,3,7,6,3,0,0,3
1161,2009,3,4,6,3,5,1,0,6
1161,2009,4,2,6,6,8,0,0,1
1161,2010,1,2,4,4,4,0,0,5
1161,2010,2,5,6,3,5,0,1,3
1161,2010,3,0,6,2,4,1,0,1
1161,2010,4,2,7,7,4,0,0,7
1161,2011,1,4,8,3,6,6,0,2
1161,2011,2,3,2,11,6,2,0,6
1161,2011,3,3,4,6,2,0,0,1
1161,2011,4,1,3,5,3,4,0,2
1161,2012,1,4,7,4,2,0,1,7
1161,2012,2,2,2,4,2,1,0,3
1161,2012,3,4,5,0,2,0,0,2
1161,2012,4,1,3,2,3,1,0,11
1161,2013,1,2,9,0,3,1,0,5
1161,2013,2,3,5,0,3,5,0,3
1161,2013,3,8,6,2,5,1,1,7
1161,2013,4,6,6,5,4,3,0,2
1161,2014,1,5,5,2,2,0,0,6
1161,2014,2,7,6,1,3,1,0,4
1161,2014,3,6,8,3,4,2,0,5
1161,2014,4,2,4,5,2,1,0,2
1162,1988,1,8,66,26,37,2,0,15
1162,1988,2,15,31,31,28,2,0,13
1162,1988,3,14,38,13,38,1,1,12
1162,1988,4,23,45,17,30,5,0,12
1162,1989,1,17,50,14,26,2,0,11
1162,1989,2,14,60,16,32,1,1,13
1162,1989,3,18,54,18,41,2,0,13
1162,1989,4,14,46,17,29,4,0,16
1162,1990,1,20,32,20,46,4,2,16
1162,1990,2,22,58,20,46,5,0,14
1162,1990,3,28,28,16,37,3,1,24
1162,1990,4,18,43,15,33,5,0,11
1162,1991,1,21,53,12,40,0,0,24
1162,1991,2,14,52,25,36,2,0,22
1162,1991,3,16,45,21,31,1,1,24
1162,1991,4,15,21,11,35,2,1,29
1162,1992,1,20,21,13,21,1,0,14
1162,1992,2,16,30,18,21,1,0,20
1162,1992,3,20,23,23,35,3,0,15
1162,1992,4,12,28,18,30,1,0,12
1162,1993,1,18,35,11,29,5,0,25
1162,1993,2,15,30,10,41,2,0,28
1162,1993,3,14,35,11,28,3,1,31
1162,1993,4,9,28,21,27,3,0,16
1162,1994,1,12,13,17,26,2,0,18
1162,1994,2,15,19,15,18,4,0,12
1162,1994,3,14,32,12,18,0,0,19
1162,1994,4,14,42,19,16,3,1,11
1162,1995,1,10,43,12,34,2,0,10
1162,1995,2,16,22,13,24,1,1,11
1162,1995,3,19,36,16,20,0,0,18
1162,1995,4,24,13,12,22,1,0,10
1162,1996,1,17,17,9,20,2,1,19
1162,1996,2,14,16,6,24,4,0,12
1162,1996,3,15,17,12,24,2,1,23
1162,1996,4,7,24,5,25,1,0,19
1162,1997,1,15,25,5,23,0,0,9
1162,1997,2,14,15,13,13,0,0,16
1162,1997,3,12,15,9,16,1,0,10
1162,1997,4,15,15,5,18,2,0,14
1162,1998,1,15,26,7,21,2,0,11
1162,1998,2,7,12,7,9,4,0,13
1162,1998,3,10,29,17,18,3,0,9
1162,1998,4,18,15,10,13,0,0,4
1162,1999,1,12,14,5,14,3,0,9
1162,1999,2,17,24,5,13,1,0,3
1162,1999,3,19,14,7,10,1,0,10
1162,1999,4,7,29,4,7,0,0,7
1162,2000,1,16,32,5,12,1,0,9
1162,2000,2,24,14,5,12,0,0,10
1162,2000,3,14,22,9,19,1,1,13
1162,2000,4,9,15,12,15,4,1,9
1162,2001,1,15,12,6,16,1,0,8
1162,2001,2,14,14,10,18,2,0,10
1162,2001,3,15,15,7,23,0,0,14
1162,2001,4,10,15,17,29,1,0,15
1162,2002,1,10,14,7,12,3,0,13
1162,2002,2,17,19,7,15,0,0,16
1162,2002,3,12,28,8,17,2,2,5
1162,2002,4,13,32,6,19,0,0,8
1162,2003,1,16,33,9,8,0,0,15
1162,2003,2,20,22,13,15,0,0,9
1162,2003,3,20,9,13,27,0,0,10
1162,2003,4,5,19,11,10,0,0,9
1162,2004,1,8,18,7,13,0,0,7
1162,2004,2,7,7,12,11,0,0,4
1162,2004,3,4,22,8,14,0,0,9
1162,2004,4,8,12,6,15,1,0,13
1162,2005,1,8,18,15,29,1,1,19
1162,2005,2,18,30,15,19,1,0,18
1162,2005,3,9,16,3,24,1,0,13
1162,2005,4,5,8,7,21,0,0,12
1162,2006,1,1,7,8,17,1,1,10
1162,2006,2,9,14,9,4,0,0,7
1162,2006,3,7,22,3,22,2,0,9
1162,2006,4,6,26,4,9,0,0,2
1162,2007,1,10,16,2,16,1,0,7
1162,2007,2,4,22,6,12,2,1,5
1162,2007,3,11,15,3,10,1,1,8
1162,2007,4,5,21,5,4,0,0,9
1162,2008,1,6,17,1,10,0,0,18
1162,2008,2,10,17,4,15,1,0,9
1162,2008,3,11,13,4,9,4,0,11
1162,2008,4,8,23,4,13,0,0,8
1162,2009,1,8,20,3,9,0,1,8
1162,2009,2,5,20,10,5,0,0,5
1162,2009,3,5,14,2,13,1,0,8
1162,2009,4,7,18,2,11,0,0,4
1162,2010,1,4,11,5,4,0,0,5
1162,2010,2,1,11,1,9,0,0,4
1162,2010,3,2,14,3,10,1,0,5
1162,2010,4,2,7,4,8,0,1,9
1162,2011,1,2,8,2,3,5,0,5
1162,2011,2,6,9,2,4,3,2,7
1162,2011,3,5,15,4,14,0,0,5
1162,2011,4,8,9,3,6,3,0,8
1162,2012,1,5,10,4,7,5,0,12
1162,2012,2,2,13,3,4,3,0,6
1162,2012,3,3,10,4,4,3,0,5
1162,2012,4,7,12,4,4,1,0,5
1162,2013,1,1,9,2,4,5,0,5
1162,2013,2,4,9,6,6,3,0,5
1162,2013,3,8,8,2,7,5,0,2
1162,2013,4,5,17,3,9,5,0,5
1162,2014,1,7,17,6,6,4,0,8
1162,2014,2,6,18,7,1,2,1,4
1162,2014,3,4,12,3,8,3,0,7
1162,2014,4,6,10,6,3,3,0,5
1171,1988,1,6,35,30,34,1,0,7
1171,1988,2,10,35,29,26,1,0,9
1171,1988,3,9,26,23,15,0,0,5
1171,1988,4,3,27,23,31,1,0,8
1171,1989,1,3,50,38,49,0,1,14
1171,1989,2,9,29,22,43,2,0,7
1171,1989,3,12,31,34,36,2,0,9
1171,1989,4,11,36,23,42,0,0,8
1171,1990,1,9,45,30,52,2,0,10
1171,1990,2,12,29,35,41,1,0,19
1171,1990,3,15,33,38,49,1,0,19
1171,1990,4,10,44,29,35,3,0,8
1171,1991,1,13,29,18,38,1,0,17
1171,1991,2,14,23,25,36,2,1,18
1171,1991,3,15,41,28,48,0,0,17
1171,1991,4,10,29,12,52,1,0,20
1171,1992,1,13,15,17,30,2,0,15
1171,1992,2,9,15,33,37,0,0,7
1171,1992,3,9,29,33,32,1,0,17
1171,1992,4,15,20,26,48,0,0,19
1171,1993,1,4,27,30,41,0,0,18
1171,1993,2,7,31,29,22,1,0,16
1171,1993,3,13,39,17,22,0,0,19
1171,1993,4,7,27,23,38,0,0,17
1171,1994,1,11,17,15,25,1,0,16
1171,1994,2,6,23,8,27,1,0,15
1171,1994,3,6,11,11,12,1,0,8
1171,1994,4,9,18,19,17,0,0,14
1171,1995,1,10,32,11,17,1,1,7
1171,1995,2,14,19,19,20,0,0,6
1171,1995,3,5,17,15,20,0,0,9
1171,1995,4,3,21,17,16,0,0,10
1171,1996,1,7,29,21,16,0,0,8
1171,1996,2,5,25,28,21,0,0,2
1171,1996,3,13,16,20,8,0,0,22
1171,1996,4,9,13,7,14,0,0,7
1171,1997,1,6,10,14,12,0,0,3
1171,1997,2,12,13,6,10,0,1,7
1171,1997,3,10,13,6,11,2,0,6
1171,1997,4,6,15,10,17,1,0,8
1171,1998,1,9,12,10,8,0,0,4
1171,1998,2,5,9,13,12,2,0,2
1171,1998,3,12,12,10,10,2,0,6
1171,1998,4,7,10,8,14,1,0,4
1171,1999,1,7,9,5,13,0,0,6
1171,1999,2,11,21,10,14,0,0,2
1171,1999,3,17,13,10,7,1,0,5
1171,1999,4,4,16,8,3,1,0,2
1171,2000,1,6,13,16,6,1,0,5
1171,2000,2,9,18,22,16,0,0,3
1171,2000,3,6,31,5,6,0,0,6
1171,2000,4,4,9,5,9,0,0,10
1171,2001,1,5,15,4,8,0,0,5
1171,2001,2,14,19,10,9,0,0,4
1171,2001,3,10,14,9,5,0,0,6
1171,2001,4,11,7,14,12,0,0,16
1171,2002,1,7,16,5,9,0,1,12
1171,2002,2,10,23,9,12,0,0,4
1171,2002,3,2,29,10,9,0,0,8
1171,2002,4,3,14,8,7,1,0,5
1171,2003,1,3,19,3,9,0,0,1
1171,2003,2,6,14,5,13,0,0,7
1171,2003,3,11,16,9,9,0,0,1
1171,2003,4,4,16,4,8,0,0,1
1171,2004,1,2,14,10,11,0,0,1
1171,2004,2,10,7,3,3,1,0,3
1171,2004,3,7,17,8,12,1,0,3
1171,2004,4,3,8,10,5,0,0,4
1171,2005,1,4,29,25,12,0,0,6
1171,2005,2,3,30,18,21,0,0,4
1171,2005,3,5,18,6,12,0,0,9
1171,2005,4,0,9,12,8,0,0,1
1171,2006,1,4,13,17,4,0,0,2
1171,2006,2,0,16,10,11,0,0,3
1171,2006,3,5,13,9,9,0,0,3
1171,2006,4,3,14,6,9,0,0,2
1171,2007,1,3,13,6,7,1,0,2
1171,2007,2,4,8,4,10,0,0,2
1171,2007,3,5,11,10,13,0,0,4
1171,2007,4,2,5,6,4,1,0,2
1171,2008,1,0,19,5,8,1,0,3
1171,2008,2,2,21,9,6,1,0,5
1171,2008,3,1,18,6,13,0,0,3
1171,2008,4,0,16,6,9,0,0,4
1171,2009,1,1,11,0,10,0,0,3
1171,2009,2,1,11,2,6,0,0,1
1171,2009,3,3,16,3,6,0,0,3
1171,2009,4,2,17,5,10,0,0,0
1171,2010,1,2,16,6,4,0,0,5
1171,2010,2,1,19,12,9,0,0,5
1171,2010,3,2,9,4,7,0,0,5
1171,2010,4,0,12,5,6,0,0,0
1171,2011,1,3,14,5,5,2,0,2
1171,2011,2,3,25,14,17,0,0,0
1171,2011,3,5,7,7,10,6,0,1
1171,2011,4,2,16,9,6,5,0,4
1171,2012,1,1,10,2,7,0,0,3
1171,2012,2,0,11,8,4,2,0,3
1171,2012,3,0,12,6,8,1,0,1
1171,2012,4,0,12,2,5,2,0,1
1171,2013,1,0,14,4,10,2,0,2
1171,2013,2,1,5,2,5,1,0,1
1171,2013,3,0,9,2,6,7,0,3
1171,2013,4,3,11,2,5,2,0,1
1171,2014,1,3,7,7,7,3,0,4
1171,2014,2,2,17,4,7,2,1,1
1171,2014,3,3,18,9,6,0,0,0
1171,2014,4,2,16,1,6,1,0,0
1172,1988,1,6,26,17,25,1,0,3
1172,1988,2,8,19,21,22,0,1,1
1172,1988,3,5,9,25,24,0,0,2
1172,1988,4,12,29,13,18,0,0,4
1172,1989,1,10,41,27,35,1,0,8
1172,1989,2,7,34,25,30,2,0,6
1172,1989,3,14,20,42,29,2,0,5
1172,1989,4,10,18,25,26,2,0,6
1172,1990,1,9,26,24,24,0,0,7
1172,1990,2,10,17,26,22,0,0,5
1172,1990,3,12,19,16,34,1,0,12
1172,1990,4,15,33,30,37,1,0,10
1172,1991,1,7,34,33,26,0,0,7
1172,1991,2,7,31,26,23,0,0,6
1172,1991,3,10,18,45,26,1,0,8
1172,1991,4,11,16,13,19,2,0,12
1172,1992,1,12,24,18,34,1,0,14
1172,1992,2,14,23,30,29,2,2,6
1172,1992,3,22,22,36,37,0,0,10
1172,1992,4,9,15,23,26,0,0,12
1172,1993,1,14,19,29,27,2,0,8
1172,1993,2,15,24,19,19,0,1,17
1172,1993,3,18,30,29,33,1,2,21
1172,1993,4,7,20,19,22,2,0,9
1172,1994,1,5,32,13,20,1,0,9
1172,1994,2,9,20,23,25,0,0,11
1172,1994,3,6,14,11,16,0,0,10
1172,1994,4,12,16,17,24,1,0,15
1172,1995,1,17,12,19,17,1,1,6
1172,1995,2,5,26,22,22,0,0,7
1172,1995,3,14,17,20,17,0,0,7
1172,1995,4,16,19,23,26,1,0,13
1172,1996,1,9,18,18,20,1,1,17
1172,1996,2,12,35,40,24,0,0,7
1172,1996,3,10,22,18,6,0,0,8
1172,1996,4,4,16,14,24,0,0,7
1172,1997,1,4,16,11,15,0,0,3
1172,1997,2,12,9,8,11,1,0,3
1172,1997,3,8,7,6,10,0,1,8
1172,1997,4,21,15,11,14,0,0,8
1172,1998,1,4,7,3,10,0,0,1
1172,1998,2,4,9,1,19,0,0,3
1172,1998,3,16,18,9,11,0,0,5
1172,1998,4,5,11,2,10,0,0,3
1172,1999,1,8,13,4,11,0,0,2
1172,1999,2,4,13,5,11,0,0,4
1172,1999,3,12,12,9,6,0,0,6
1172,1999,4,8,14,4,9,0,1,3
1172,2000,1,6,28,11,5,1,0,3
1172,2000,2,12,28,11,13,0,1,4
1172,2000,3,10,13,10,8,0,0,2
1172,2000,4,7,13,6,9,0,0,5
1172,2001,1,9,21,9,4,0,0,1
1172,2001,2,9,23,7,9,0,0,3
1172,2001,3,12,20,3,10,0,0,5
1172,2001,4,4,13,8,22,0,1,6
1172,2002,1,8,21,17,18,0,1,3
1172,2002,2,4,25,6,11,0,1,5
1172,2002,3,6,18,9,7,0,0,4
1172,2002,4,8,18,11,9,0,0,2
1172,2003,1,6,15,6,12,1,0,4
1172,2003,2,8,15,11,16,0,0,5
1172,2003,3,15,15,10,11,0,0,2
1172,2003,4,4,11,6,15,0,0,4
1172,2004,1,7,16,6,10,0,0,1
1172,2004,2,7,15,3,6,0,1,4
1172,2004,3,3,15,3,10,0,2,3
1172,2004,4,4,25,13,10,0,0,0
1172,2005,1,5,23,12,17,0,0,9
1172,2005,2,8,25,17,22,0,0,2
1172,2005,3,0,20,15,11,0,0,0
1172,2005,4,2,11,7,9,0,0,1
1172,2006,1,4,15,9,12,0,0,5
1172,2006,2,5,13,5,11,0,0,1
1172,2006,3,1,17,13,13,0,0,0
1172,2006,4,6,6,12,13,0,0,0
1172,2007,1,1,8,5,3,0,0,5
1172,2007,2,5,12,6,5,0,0,1
1172,2007,3,9,7,3,7,0,0,1
1172,2007,4,1,11,10,3,0,0,3
1172,2008,1,2,26,5,3,0,0,1
1172,2008,2,4,19,6,11,0,0,0
1172,2008,3,5,17,8,9,0,0,2
1172,2008,4,5,14,5,9,1,1,2
1172,2009,1,1,10,6,7,0,0,3
1172,2009,2,4,15,2,10,0,0,1
1172,2009,3,5,14,3,8,0,0,1
1172,2009,4,6,10,4,7,0,0,1
1172,2010,1,3,16,4,6,0,0,4
1172,2010,2,1,20,6,4,0,0,0
1172,2010,3,1,12,7,11,1,0,3
1172,2010,4,2,8,6,4,0,0,1
1172,2011,1,0,11,7,7,1,0,1
1172,2011,2,2,9,4,9,1,0,0
1172,2011,3,3,25,2,15,0,1,1
1172,2011,4,3,12,5,6,0,0,0
1172,2012,1,1,20,1,6,0,0,0
1172,2012,2,2,14,9,4,2,0,0
1172,2012,3,0,5,3,3,0,0,2
1172,2012,4,3,4,5,4,1,0,0
1172,2013,1,0,8,3,6,1,0,2
1172,2013,2,2,7,4,2,1,0,1
1172,2013,3,0,8,6,7,1,0,1
1172,2013,4,1,12,5,4,4,0,0
1172,2014,1,0,10,5,2,4,0,1
1172,2014,2,2,11,5,1,0,0,4
1172,2014,3,2,13,5,5,1,0,1
1172,2014,4,0,10,7,5,2,0,1
1173,1988,1,8,28,18,39,1,0,5
1173,1988,2,8,20,39,22,0,0,10
1173,1988,3,7,17,27,24,0,0,9
1173,1988,4,11,17,17,23,4,1,10
1173,1989,1,7,38,24,39,2,0,6
1173,1989,2,9,32,25,39,2,0,8
1173,1989,3,18,35,32,31,1,0,3
1173,1989,4,19,28,21,28,1,1,16
1173,1990,1,15,41,30,35,0,0,12
1173,1990,2,25,40,24,37,1,1,17
1173,1990,3,19,28,11,30,2,0,12
1173,1990,4,33,39,19,40,1,2,24
1173,1991,1,11,26,44,49,2,0,17
1173,1991,2,16,18,38,30,3,0,14
1173,1991,3,15,28,34,22,1,0,9
1173,1991,4,16,26,17,39,4,0,20
1173,1992,1,16,27,18,25,0,1,17
1173,1992,2,22,21,24,38,1,0,16
1173,1992,3,20,29,28,39,3,0,22
1173,1992,4,18,25,20,32,1,1,11
1173,1993,1,14,41,20,31,2,0,17
1173,1993,2,13,22,19,31,1,1,21
1173,1993,3,14,22,26,33,0,0,24
1173,1993,4,7,25,22,25,2,0,8
1173,1994,1,17,28,24,19,0,0,14
1173,1994,2,10,19,18,32,1,0,8
1173,1994,3,15,31,23,17,2,0,8
1173,1994,4,21,20,34,25,2,0,5
1173,1995,1,13,27,12,22,0,0,7
1173,1995,2,10,16,16,26,0,0,4
1173,1995,3,25,20,14,26,1,0,10
1173,1995,4,12,15,27,15,0,0,9
1173,1996,1,21,28,10,34,1,1,8
1173,1996,2,19,17,50,19,0,0,9
1173,1996,3,12,12,42,15,1,0,10
1173,1996,4,19,10,22,12,0,0,3
1173,1997,1,18,14,18,21,0,0,4
1173,1997,2,14,11,11,16,0,0,2
1173,1997,3,19,12,8,6,0,0,4
1173,1997,4,9,11,7,13,0,0,2
1173,1998,1,10,15,6,11,1,0,4
1173,1998,2,14,16,12,14,3,1,9
1173,1998,3,15,12,10,17,2,0,5
1173,1998,4,13,15,12,9,2,0,5
1173,1999,1,9,14,7,6,0,0,2
1173,1999,2,9,12,16,10,4,1,2
1173,1999,3,22,17,10,10,0,0,2
1173,1999,4,7,11,9,8,0,0,8
1173,2000,1,8,14,9,16,0,0,5
1173,2000,2,11,14,14,13,0,1,5
1173,2000,3,27,24,14,15,0,0,11
1173,2000,4,14,18,19,14,0,0,6
1173,2001,1,7,22,10,5,0,0,2
1173,2001,2,11,33,8,14,0,0,4
1173,2001,3,10,20,10,18,1,0,9
1173,2001,4,8,13,7,10,1,0,12
1173,2002,1,17,14,9,26,1,0,3
1173,2002,2,10,26,14,13,0,0,6
1173,2002,3,12,16,10,11,0,0,5
1173,2002,4,20,30,10,8,0,0,5
1173,2003,1,11,32,7,7,0,1,4
1173,2003,2,11,28,15,19,0,0,5
1173,2003,3,4,12,13,11,0,0,6
1173,2003,4,4,16,6,11,0,0,4
1173,2004,1,6,11,6,14,0,0,1
1173,2004,2,9,14,5,11,0,0,3
1173,2004,3,9,22,9,10,0,0,4
1173,2004,4,8,20,10,12,0,0,3
1173,2005,1,16,16,15,20,1,0,5
1173,2005,2,4,26,12,21,0,0,7
1173,2005,3,2,17,7,15,0,1,4
1173,2005,4,12,22,9,6,0,1,4
1173,2006,1,4,4,10,8,1,0,3
1173,2006,2,1,9,8,11,0,0,6
1173,2006,3,0,9,7,6,0,0,3
1173,2006,4,9,10,7,14,0,0,2
1173,2007,1,2,5,1,11,0,0,3
1173,2007,2,12,13,2,6,0,0,1
1173,2007,3,5,17,3,5,0,1,3
1173,2007,4,6,11,7,10,0,0,2
1173,2008,1,7,6,7,7,0,1,1
1173,2008,2,3,28,7,15,1,1,4
