QUARTER,REPORTING  DISTRICT,DIVISION,BURG  BUS-,BURG  RES-,BURG  OTH-,ROBB  ST-,ROBB  OTH-,MURDER,RAPE,AGGR  ASSAULT,BURG  FROM  AUTO,THEFT  FROM  AUTO,GRAND  THEFT,THEFT  FROM  PERS,PURSE  SNATCH,OTHER  THEFT,BIKE THEFT,AUTO  THEFT,BUNCO,TOTAL
1997Q3,264,2,0,7,0,3,6,0,2,32,2,4,1,0,0,4,0,5,0,66
1997Q3,266,2,2,4,0,14,9,1,0,21,2,6,1,0,0,10,0,7,0,77
1997Q3,267,2,0,4,2,4,3,0,0,14,4,5,2,0,0,1,0,1,0,40
1997Q3,269,2,0,8,0,6,3,0,1,13,3,2,2,0,0,2,0,4,0,44
1997Q3,275,2,1,6,1,6,9,0,0,23,11,5,2,1,0,2,0,4,1,72
1997Q3,276,2,0,4,0,8,3,1,2,20,3,2,6,0,1,1,0,5,0,56
1997Q3,279,2,0,1,5,6,0,0,1,6,1,2,1,0,0,3,0,3,0,29
1997Q3,281,2,1,2,4,2,3,0,0,17,0,5,0,0,0,6,0,8,0,48
1997Q3,282,2,3,6,0,6,4,0,0,12,2,1,1,0,0,5,0,17,0,57
1997Q3,286,2,1,4,0,8,2,0,2,20,0,2,0,0,0,3,0,4,0,46
1997Q3,289,2,1,0,1,2,1,0,0,4,2,0,0,1,0,4,0,1,0,17
1997Q3,291,2,0,0,0,3,2,0,0,1,2,2,2,0,0,3,0,4,0,19
1997Q3,292,2,1,2,1,3,4,0,0,7,0,2,0,0,1,1,0,5,0,27
1997Q3,296,2,2,0,2,0,0,0,0,0,0,3,1,0,0,1,0,0,0,9
1997Q3,299,2,2,1,0,3,1,0,1,4,2,5,0,0,0,2,0,6,0,27
1997Q3,301,3,0,5,0,1,2,0,1,3,3,0,1,0,0,1,0,5,0,22
1997Q3,303,3,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,7
1997Q3,305,3,3,1,0,1,1,0,0,5,4,1,1,0,0,1,0,4,1,23
1997Q3,307,3,1,1,0,0,2,0,0,1,1,2,0,0,0,0,0,1,0,9
1997Q3,309,3,1,0,1,0,1,0,0,0,1,6,1,0,0,0,0,0,0,11
1997Q3,311,3,2,6,0,7,2,0,0,16,4,7,3,0,0,3,0,12,0,62
1997Q3,312,3,2,2,0,1,3,0,0,9,2,3,0,0,0,6,0,6,0,34
1997Q3,313,3,0,3,0,5,1,0,1,9,2,7,1,0,1,3,0,6,0,39
1997Q3,314,3,0,7,5,4,2,0,0,14,8,3,1,1,0,6,0,15,0,66
1997Q3,315,3,0,2,1,6,1,0,0,16,3,1,1,0,0,3,0,9,0,43
1997Q3,316,3,0,2,0,9,3,0,1,11,3,1,0,0,1,1,0,11,0,43
1997Q3,317,3,2,3,0,5,2,0,0,7,1,2,3,0,0,3,0,5,0,33
1997Q3,318,3,1,2,1,3,4,0,1,9,1,3,0,1,0,2,0,8,0,36
1997Q3,319,3,0,5,4,5,3,0,0,10,6,7,0,0,0,6,0,12,0,58
1997Q3,321,3,0,2,3,1,5,0,0,11,7,7,4,0,0,5,0,6,0,51
1997Q3,326,3,1,4,0,7,7,0,0,20,3,5,0,0,0,2,0,9,0,58
1997Q3,327,3,3,7,0,9,2,0,0,6,27,7,4,0,0,15,0,14,1,95
1997Q3,328,3,0,9,0,6,1,0,1,2,17,8,6,0,0,23,0,10,1,84
1997Q3,329,3,1,0,1,0,0,0,0,2,0,1,0,0,0,2,0,5,0,12
1997Q3,331,3,0,1,0,7,4,0,0,7,6,4,2,0,0,6,0,11,0,48
1997Q3,332,3,0,0,1,2,1,0,0,12,5,6,1,0,0,2,0,2,0,32
1997Q3,333,3,5,2,1,15,1,0,0,12,3,2,2,1,1,7,0,10,0,62
1997Q3,334,3,4,4,3,6,6,0,0,12,9,4,3,0,0,5,0,7,0,63
1997Q3,335,3,0,3,2,4,0,0,0,11,2,3,0,0,0,1,0,5,0,31
1997Q3,336,3,0,2,0,5,1,0,0,6,0,1,1,0,1,6,0,6,0,29
1997Q3,337,3,0,4,1,4,1,0,1,18,2,3,0,0,0,5,0,5,0,44
1997Q3,338,3,2,6,1,2,3,0,0,6,16,7,2,0,0,24,0,20,1,90
1997Q3,341,3,0,2,0,2,1,2,0,10,1,4,0,0,0,5,0,8,0,35
1997Q3,343,3,0,1,0,1,1,0,0,1,0,2,4,0,0,1,0,2,0,13
1997Q3,351,3,0,0,1,2,0,0,0,2,3,0,0,0,0,3,0,4,1,16
1997Q3,353,3,0,6,0,3,1,0,0,0,0,1,2,0,0,3,0,5,0,21
1997Q3,354,3,2,8,0,4,2,0,1,14,3,4,1,1,0,6,0,12,0,58
1997Q3,355,3,2,6,2,3,5,0,0,9,5,1,2,0,0,3,0,20,0,58
1997Q3,356,3,1,7,2,7,5,0,0,15,3,1,2,2,0,10,0,7,0,62
1997Q3,357,3,0,4,1,5,1,0,1,20,14,8,5,0,1,7,0,13,0,80
1997Q3,358,3,0,2,4,2,0,0,0,3,41,27,29,0,0,84,0,20,4,216
1997Q3,359,3,0,0,0,1,1,0,1,1,3,2,0,0,1,0,0,1,0,11
1997Q3,361,3,0,4,1,8,3,0,1,29,5,4,5,0,0,16,0,18,0,94
1997Q3,362,3,0,13,6,9,2,0,1,43,7,11,4,0,0,9,0,16,0,121
1997Q3,363,3,14,11,2,4,6,0,2,25,19,17,17,1,1,91,0,41,0,251
1997Q3,373,3,6,8,2,7,6,0,0,6,7,3,3,0,0,9,0,22,2,81
1997Q3,374,3,0,6,0,2,1,0,1,12,0,1,2,0,0,1,0,5,1,32
1997Q3,375,3,1,7,1,3,4,0,0,21,3,4,0,0,1,10,0,3,0,58
1997Q3,376,3,0,9,0,8,5,0,3,33,4,9,2,0,1,4,0,9,0,87
1997Q3,377,3,1,6,2,13,4,0,1,35,5,14,2,0,1,10,0,12,1,107
1997Q3,378,3,1,0,2,2,3,0,0,3,3,1,4,0,0,4,0,9,0,32
1997Q3,391,3,0,4,0,3,0,0,1,8,2,3,0,0,0,2,0,9,1,33
1997Q3,392,3,1,8,1,14,4,1,0,20,5,6,3,0,0,8,0,12,0,83
1997Q3,393,3,1,7,8,19,9,0,1,23,16,5,1,0,1,9,0,20,0,120
1997Q3,394,3,3,4,1,7,1,0,0,1,1,4,2,0,0,2,0,6,0,32
1997Q3,395,3,1,16,3,5,4,0,2,14,3,2,4,1,0,3,0,10,0,68
1997Q3,397,3,5,21,7,15,10,3,3,26,4,8,6,2,0,17,0,15,0,142
1997Q3,398,3,1,15,3,10,6,1,0,34,14,16,5,0,0,7,0,15,1,128
1997Q3,399,3,1,0,0,2,2,0,1,1,1,3,0,0,0,10,0,6,0,27
1997Q3,400,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1997Q3,401,4,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,8
1997Q3,402,4,0,3,0,1,0,0,0,11,3,0,1,0,0,0,0,3,0,22
1997Q3,403,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,4
1997Q3,404,4,0,5,1,2,2,0,0,1,1,0,0,0,0,0,0,2,0,14
1997Q3,406,4,0,3,1,0,1,0,0,0,7,0,1,0,0,0,0,2,0,15
1997Q3,407,4,0,6,2,2,2,0,0,11,5,1,2,0,0,2,0,9,0,42
1997Q3,408,4,1,3,0,1,1,1,1,11,2,6,0,0,0,2,0,5,0,34
1997Q3,409,4,2,7,2,3,2,1,2,21,10,1,0,0,0,5,0,4,0,60
1997Q3,411,4,2,0,0,0,1,0,0,2,2,6,1,0,0,2,0,5,0,21
1997Q3,412,4,1,2,0,6,2,0,0,12,8,5,2,0,1,4,0,8,0,51
1997Q3,413,4,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,1,0,7
1997Q3,414,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,5
1997Q3,415,4,0,3,1,5,1,0,0,8,4,7,2,0,0,2,0,8,0,41
1997Q3,416,4,0,2,1,0,0,0,2,7,2,2,1,0,0,1,0,3,0,21
1997Q3,421,4,0,0,3,2,3,0,0,12,4,6,2,1,1,4,0,7,2,47
1997Q3,422,4,2,6,2,5,1,0,0,9,6,12,4,0,0,4,0,11,0,62
1997Q3,423,4,0,0,1,6,4,0,0,6,3,1,0,0,1,2,0,4,0,28
1997Q3,424,4,1,5,0,10,3,1,0,14,6,6,5,0,0,0,0,15,0,66
1997Q3,427,4,1,3,2,5,3,0,0,12,3,2,3,1,0,5,0,3,2,45
1997Q3,428,4,0,6,1,2,6,0,0,11,1,5,2,0,0,3,0,13,0,50
1997Q3,429,4,0,7,2,0,3,0,0,18,10,3,1,0,0,8,0,8,0,60
1997Q3,437,4,2,4,3,3,4,0,0,11,3,6,3,0,0,3,0,9,1,52
1997Q3,438,4,3,7,1,3,1,0,2,9,2,8,2,0,0,3,0,11,0,52
1997Q3,439,4,0,1,0,5,2,0,1,8,13,1,2,0,0,1,0,17,0,51
1997Q3,441,4,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,10
1997Q3,442,4,0,1,0,0,0,0,0,5,1,4,1,0,0,3,0,3,0,18
1997Q3,443,4,0,7,4,5,3,0,0,1,31,13,13,0,0,21,0,20,0,118
1997Q3,445,4,0,2,4,0,0,0,0,0,1,0,0,0,0,4,0,1,0,12
1997Q3,448,4,1,4,1,3,6,0,0,13,5,4,0,0,0,2,0,8,0,47
1997Q3,449,4,0,9,1,5,2,0,0,18,4,4,2,0,0,4,0,8,0,57
1997Q3,451,4,0,1,1,4,4,0,0,11,1,4,0,0,0,1,0,4,0,31
1997Q3,452,4,0,1,0,1,1,0,0,5,1,2,0,0,0,3,0,0,0,14
1997Q3,453,4,1,4,4,2,1,0,0,15,5,7,1,0,1,7,0,9,0,57
1997Q3,455,4,0,2,0,3,1,1,0,9,4,8,1,1,0,4,0,10,0,44
1997Q3,457,4,0,7,2,3,5,0,3,17,7,6,1,0,0,6,0,7,0,64
1997Q3,459,4,0,0,2,1,4,0,2,11,2,1,0,0,0,1,0,3,0,27
1997Q3,462,4,0,0,1,1,2,0,0,2,1,2,1,0,0,1,0,1,0,12
1997Q3,463,4,2,9,1,9,4,1,1,29,7,17,3,1,0,7,0,20,0,111
1997Q3,466,4,1,8,0,5,3,0,0,14,1,7,2,0,2,3,0,4,0,50
1997Q3,467,4,0,7,1,5,4,0,1,11,4,6,0,1,1,9,0,13,0,63
1997Q3,468,4,0,3,1,4,5,0,0,7,2,2,0,0,0,3,0,10,1,38
1997Q3,469,4,1,1,0,4,3,0,0,9,3,7,1,1,0,0,0,7,0,37
1997Q3,471,4,5,1,4,3,6,3,0,7,5,4,6,0,0,4,0,12,0,60
1997Q3,473,4,1,2,0,2,4,0,0,8,12,9,0,0,0,3,0,7,1,49
1997Q3,477,4,1,6,5,1,2,0,0,7,6,9,2,0,0,0,0,4,0,43
1997Q3,478,4,0,3,1,3,8,0,0,8,1,2,0,0,0,10,0,6,1,43
1997Q3,479,4,3,1,1,5,2,0,0,1,4,2,0,0,0,1,0,13,0,33
1997Q3,483,4,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,6
1997Q3,487,4,0,1,0,0,1,0,0,1,2,2,0,0,0,1,0,3,0,11
1997Q3,488,4,0,7,1,2,3,1,0,4,4,8,0,0,0,2,0,3,0,35
1997Q3,491,4,2,0,4,1,1,0,0,3,4,4,2,0,0,24,0,9,0,54
1997Q3,497,4,6,6,1,4,6,0,1,26,12,24,1,0,0,5,0,34,0,126
1997Q3,499,4,2,3,0,1,1,0,0,6,2,8,1,0,0,4,0,12,0,40
1997Q3,501,5,0,4,0,3,2,0,0,3,6,3,9,0,0,5,0,26,0,61
1997Q3,502,5,0,0,3,0,0,0,0,2,0,0,1,1,0,1,0,0,0,8
1997Q3,504,5,1,6,2,3,2,0,1,36,5,3,1,0,0,1,0,15,0,76
1997Q3,505,5,4,0,1,0,0,0,0,0,5,1,4,0,0,1,0,3,0,19
1997Q3,506,5,0,4,0,6,1,0,0,10,6,4,1,0,0,10,0,8,0,50
1997Q3,507,5,0,4,1,4,1,1,0,23,7,5,1,0,0,4,0,11,0,62
1997Q3,508,5,0,2,1,2,0,0,0,6,3,3,0,0,0,2,0,8,0,27
1997Q3,509,5,1,4,6,3,3,1,0,10,3,4,5,0,0,3,0,6,1,50
1997Q3,511,5,2,9,2,6,6,0,2,23,8,2,2,0,0,4,0,12,0,78
1997Q3,512,5,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,6
1997Q3,513,5,1,4,2,5,1,1,0,16,14,4,6,0,0,4,0,20,1,79
1997Q3,514,5,4,6,1,1,1,0,0,22,6,5,2,0,0,4,0,17,0,69
1997Q3,515,5,2,3,1,5,1,0,0,8,8,4,1,0,0,1,0,13,0,47
1997Q3,516,5,2,8,2,12,6,0,0,28,2,2,0,0,0,3,0,27,0,92
1997Q3,517,5,5,5,2,6,5,1,2,17,10,5,5,0,0,12,0,23,0,98
1997Q3,519,5,3,8,6,5,2,0,1,19,14,8,2,0,0,7,0,24,0,99
1997Q3,521,5,1,2,3,1,1,0,1,9,7,5,8,0,0,7,0,7,0,52
1997Q3,523,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
1997Q3,524,5,1,4,1,2,2,0,0,24,2,2,1,0,0,4,0,3,0,46
1997Q3,525,5,15,9,2,7,3,1,1,62,7,9,2,0,0,15,0,27,0,160
1997Q3,527,5,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,6
1997Q3,529,5,11,5,7,15,3,1,0,22,15,10,13,0,0,10,0,40,1,153
1997Q3,541,5,1,2,0,0,1,0,0,4,18,3,2,0,0,3,0,11,0,45
1997Q3,551,5,1,6,5,3,1,0,1,18,5,1,1,0,0,11,0,11,0,64
1997Q3,555,5,0,5,1,2,2,0,0,15,6,0,0,0,0,5,0,3,0,39
1997Q3,557,5,4,0,1,4,6,2,2,13,11,8,2,0,0,17,0,8,0,78
1997Q3,558,5,2,11,6,5,4,3,2,34,18,10,6,0,0,10,0,10,1,122
1997Q3,559,5,1,1,2,0,0,0,0,2,3,0,2,0,0,1,0,5,0,17
1997Q3,561,5,0,1,0,1,2,0,1,3,0,1,2,0,0,4,0,7,0,22
1997Q3,562,5,0,6,7,0,0,0,0,6,5,4,3,0,0,5,0,18,0,54
1997Q3,563,5,2,13,23,8,4,0,1,29,14,7,2,1,0,19,0,27,1,151
1997Q3,565,5,3,1,2,0,2,0,2,8,4,6,0,0,0,6,0,4,0,38
1997Q3,567,5,4,9,4,8,7,1,4,48,6,9,2,0,0,19,0,24,0,145
1997Q3,569,5,3,0,3,1,0,0,1,3,2,4,1,0,0,1,0,10,0,29
1997Q3,581,5,0,4,0,1,0,0,0,3,6,0,8,0,0,3,0,6,0,31
1997Q3,583,5,0,2,1,0,1,0,0,3,4,1,1,0,0,7,0,8,0,28
1997Q3,584,5,0,9,5,1,2,1,0,3,6,11,3,0,0,4,0,12,0,57
1997Q3,585,5,2,22,15,1,0,0,0,9,10,9,6,0,0,10,0,32,0,116
1997Q3,587,5,0,12,4,0,0,0,0,10,15,6,4,0,0,8,0,20,0,79
1997Q3,589,5,1,0,6,1,1,0,0,5,13,6,1,0,1,3,0,7,0,45
1997Q3,600,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
1997Q3,604,6,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,7
1997Q3,609,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,5
1997Q3,615,6,0,1,2,2,0,0,0,7,5,0,4,0,0,3,0,9,0,33
1997Q3,621,6,0,1,0,0,0,0,0,0,3,0,2,0,0,1,0,1,0,8
1997Q3,622,6,0,14,1,2,0,0,1,3,18,5,3,0,0,4,0,13,0,64
1997Q3,625,6,0,3,0,0,0,0,0,3,7,6,6,2,0,4,0,5,0,36
1997Q3,626,6,0,9,0,0,1,0,0,2,4,1,2,0,0,1,0,3,0,23
1997Q3,627,6,0,4,0,0,1,0,0,1,3,3,2,0,0,3,0,7,1,25
1997Q3,628,6,0,8,0,4,1,0,0,7,1,4,5,0,0,8,0,17,2,57
1997Q3,629,6,0,3,0,0,0,0,0,1,2,1,1,0,0,3,0,4,0,15
1997Q3,631,6,1,3,0,0,0,0,0,1,1,0,2,0,0,1,0,3,0,12
1997Q3,632,6,3,6,0,4,0,0,0,4,14,5,10,0,0,11,0,17,0,74
1997Q3,635,6,0,2,0,0,0,0,1,5,4,2,1,0,0,1,0,3,0,19
1997Q3,636,6,6,9,0,13,6,0,0,37,30,7,19,1,0,19,0,9,0,156
1997Q3,637,6,1,0,5,4,0,0,0,4,5,1,4,1,1,3,0,5,0,34
1997Q3,638,6,2,2,2,3,4,0,0,18,7,3,3,0,1,5,0,11,0,61
1997Q3,639,6,0,5,0,5,3,0,0,15,11,6,1,0,0,4,0,10,0,60
1997Q3,642,6,0,10,1,5,1,0,0,3,16,5,6,0,0,8,0,9,0,64
1997Q3,643,6,2,13,2,4,8,0,1,17,17,7,9,0,0,9,0,23,0,112
1997Q3,644,6,0,5,1,3,1,0,0,7,14,4,5,0,1,2,0,17,0,60
1997Q3,645,6,7,7,3,10,9,0,3,32,58,15,20,6,1,64,0,27,0,262
1997Q3,646,6,13,6,3,23,13,2,2,24,30,7,13,4,0,23,0,25,0,188
1997Q3,647,6,6,5,0,7,4,0,1,16,17,3,1,1,0,13,0,15,0,89
1997Q3,649,6,4,6,1,10,4,1,1,30,16,9,1,0,0,6,0,11,0,100
1997Q3,665,6,11,4,6,8,4,0,1,17,22,9,9,2,0,13,0,22,0,128
1997Q3,666,6,3,8,1,19,8,0,4,30,25,8,17,2,0,24,0,27,1,177
1997Q3,667,6,3,2,0,7,1,0,0,18,3,1,1,0,0,6,0,11,0,53
1997Q3,668,6,1,2,0,10,5,0,2,13,5,5,7,3,0,39,0,12,0,104
1997Q3,669,6,4,6,1,9,5,0,3,15,6,8,6,0,2,19,0,17,1,102
1997Q3,671,6,11,8,1,14,1,0,0,6,12,1,7,1,0,5,0,26,3,96
1997Q3,672,6,7,9,1,9,4,1,3,5,51,11,9,1,0,11,0,42,0,164
1997Q3,674,6,5,1,0,5,3,0,0,2,10,3,6,0,0,7,0,21,0,63
1997Q3,676,6,6,5,1,8,5,0,0,21,17,9,6,0,0,16,0,19,0,113
1997Q3,677,6,9,3,3,11,4,0,2,18,16,6,2,0,0,10,0,15,0,99
1997Q3,678,6,4,4,1,8,6,0,0,17,2,6,2,1,0,4,0,9,0,64
1997Q3,679,6,0,3,0,2,1,0,0,8,2,1,0,0,0,3,0,5,0,25
1997Q3,691,6,11,1,3,11,2,0,0,4,6,3,5,0,0,9,0,19,0,74
1997Q3,692,6,1,3,0,5,7,0,0,2,8,0,4,0,0,1,0,20,1,52
1997Q3,693,6,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,6,0,11
1997Q3,694,6,1,0,1,4,3,0,0,1,3,0,1,0,0,1,0,3,0,18
1997Q3,697,6,1,12,4,11,7,1,0,15,13,6,3,0,0,5,0,35,0,113
1997Q3,699,6,3,4,1,5,2,0,0,14,5,5,1,0,2,5,0,20,0,67
1997Q3,700,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1997Q3,701,7,11,7,5,2,2,0,2,13,12,5,41,8,0,115,0,10,0,233
1997Q3,702,7,0,4,1,5,6,0,1,6,4,5,5,0,0,14,0,30,0,81
1997Q3,703,7,0,4,0,4,0,0,0,1,0,0,1,1,1,8,0,2,0,22
1997Q3,704,7,2,2,0,1,5,0,0,1,6,0,2,0,1,2,0,10,0,32
1997Q3,705,7,1,0,1,2,2,0,0,3,3,2,2,0,0,3,0,12,0,31
1997Q3,706,7,3,3,0,7,4,0,0,6,17,3,5,0,0,6,0,16,0,70
1997Q3,707,7,0,4,0,4,2,0,0,5,4,3,3,1,0,4,0,17,0,47
1997Q3,708,7,1,9,1,10,4,0,0,3,14,4,1,0,1,4,0,18,1,71
1997Q3,709,7,4,5,3,12,4,1,0,27,8,5,3,0,1,10,0,18,1,102
1997Q3,711,7,8,3,0,3,5,0,0,2,10,6,4,1,1,22,0,19,1,85
1997Q3,714,7,7,6,0,9,4,0,0,4,12,10,17,2,0,90,0,15,0,176
1997Q3,715,7,0,3,1,0,0,0,0,1,10,1,4,0,0,5,0,12,0,37
1997Q3,716,7,0,1,3,0,1,0,0,1,11,1,1,0,0,2,0,8,0,29
1997Q3,717,7,0,1,3,5,2,0,0,2,12,2,2,0,0,2,0,16,0,47
1997Q3,718,7,6,1,2,4,1,0,0,0,6,2,3,0,0,3,0,4,0,32
1997Q3,719,7,1,13,1,8,3,0,0,15,12,8,4,0,0,3,0,20,0,88
1997Q3,721,7,0,4,0,3,1,0,0,1,9,5,1,0,0,4,0,22,0,50
1997Q3,722,7,1,1,3,0,0,0,1,1,10,1,2,0,0,4,0,11,0,35
1997Q3,723,7,4,5,1,6,1,0,0,6,11,2,6,0,3,5,0,17,0,67
1997Q3,724,7,1,0,1,2,2,0,0,2,5,2,6,0,1,4,0,13,0,39
1997Q3,725,7,1,1,3,3,1,0,0,1,7,4,1,0,0,10,0,10,0,42
1997Q3,726,7,1,2,0,0,1,0,0,1,4,1,2,0,0,0,0,4,0,16
1997Q3,727,7,1,6,0,11,4,0,0,0,5,4,2,0,1,3,0,13,0,50
1997Q3,728,7,3,8,2,6,2,0,0,30,14,10,6,0,0,7,0,30,1,119
1997Q3,729,7,1,6,1,7,6,1,1,23,12,10,8,1,1,12,0,22,1,113
1997Q3,731,7,2,0,2,0,0,0,0,1,8,1,1,0,0,3,0,2,0,20
1997Q3,732,7,3,14,3,5,2,0,0,4,36,8,2,0,0,8,0,15,1,101
1997Q3,733,7,5,14,1,8,5,0,2,9,23,9,5,0,0,6,0,24,0,111
1997Q3,734,7,1,7,0,2,0,0,0,8,9,2,0,0,0,0,0,11,0,40
1997Q3,735,7,1,5,1,4,5,0,0,2,10,4,3,0,0,2,0,10,0,47
1997Q3,736,7,1,5,0,6,4,1,0,8,7,5,3,0,0,5,0,10,0,55
1997Q3,737,7,1,9,0,18,7,1,1,15,18,2,5,1,1,8,0,31,0,118
1997Q3,738,7,5,9,8,13,2,0,0,18,15,11,6,0,0,10,0,28,1,126
1997Q3,739,7,6,9,3,11,3,0,0,29,8,8,7,0,0,17,0,29,0,130
1997Q3,741,7,2,6,1,5,4,0,0,2,11,4,5,0,0,5,0,11,0,56
1997Q3,742,7,2,8,1,1,3,0,0,3,13,4,0,1,1,5,0,14,1,57
1997Q3,743,7,0,5,1,3,0,0,1,8,4,2,1,0,0,4,0,7,0,36
1997Q3,745,7,0,8,1,8,6,0,1,15,5,5,2,0,0,4,0,8,0,63
1997Q3,746,7,0,2,0,11,3,0,1,15,8,7,4,0,0,6,0,3,0,60
1997Q3,747,7,0,5,0,13,6,0,0,11,2,6,3,1,1,4,0,9,1,62
1997Q3,748,7,0,2,2,6,2,0,0,4,5,2,1,0,0,0,0,5,0,29
1997Q3,749,7,4,5,0,2,1,1,1,7,6,3,2,0,0,1,0,7,0,40
1997Q3,754,7,0,3,0,5,2,0,0,5,3,1,0,0,0,2,0,3,0,24
1997Q3,755,7,0,1,0,5,0,0,0,5,0,2,0,0,0,2,0,5,0,20
1997Q3,756,7,1,2,8,16,2,0,0,22,16,6,3,1,1,4,0,13,0,95
1997Q3,757,7,1,5,0,6,6,0,1,11,11,3,0,0,0,4,0,6,0,54
1997Q3,758,7,0,1,7,5,2,0,0,6,2,0,1,0,0,16,0,3,0,43
1997Q3,759,7,0,5,2,5,3,1,0,12,3,4,1,0,0,2,0,5,0,43
1997Q3,761,7,5,4,2,5,8,0,0,12,5,0,3,0,0,6,0,12,1,63
1997Q3,762,7,0,5,2,3,4,0,1,6,1,2,2,0,0,4,0,4,0,34
1997Q3,763,7,1,4,0,4,3,0,0,8,4,3,3,0,0,0,0,3,0,33
1997Q3,764,7,1,5,2,8,0,0,0,26,16,6,2,1,1,14,0,31,0,113
1997Q3,765,7,0,3,0,2,0,1,0,1,3,0,0,0,0,1,0,1,0,12
1997Q3,766,7,0,3,0,2,4,0,1,11,9,3,1,0,0,2,0,7,0,43
1997Q3,767,7,1,1,2,6,2,2,0,20,5,8,2,0,1,3,0,11,0,64
1997Q3,768,7,0,1,0,3,3,0,1,2,1,1,0,0,0,0,0,1,0,13
1997Q3,769,7,1,6,2,5,2,0,1,10,4,5,2,1,0,7,0,11,0,57
1997Q3,771,7,2,5,12,1,3,0,0,14,8,4,2,0,0,4,0,8,2,65
1997Q3,772,7,0,3,0,1,3,0,0,12,2,4,1,0,0,6,0,4,0,36
1997Q3,773,7,0,4,0,3,3,0,0,27,3,5,1,0,0,1,0,10,0,57
1997Q3,774,7,0,6,2,7,2,0,0,28,2,5,1,1,0,4,0,19,0,77
1997Q3,775,7,0,4,0,1,1,0,0,3,1,2,1,0,1,1,0,2,0,17
1997Q3,776,7,0,1,0,6,0,0,1,12,2,5,0,1,0,3,0,6,0,37
1997Q3,777,7,1,2,0,3,2,0,0,16,0,5,3,2,0,7,0,10,0,51
1997Q3,778,7,1,1,0,1,3,0,0,4,1,1,1,0,0,0,0,4,0,17
1997Q3,779,7,0,2,0,7,3,0,1,14,1,2,1,0,0,3,0,4,0,38
1997Q3,782,7,0,7,0,3,1,0,0,16,2,4,2,0,0,2,0,9,0,46
1997Q3,783,7,0,5,1,3,5,0,0,11,3,5,2,1,0,0,0,7,0,43
1997Q3,784,7,3,2,0,4,2,0,0,9,2,1,4,1,0,0,0,14,0,42
1997Q3,785,7,0,1,0,0,0,0,0,3,0,3,1,0,2,4,0,1,0,15
1997Q3,786,7,0,0,0,4,2,0,0,5,4,0,3,0,1,7,0,6,0,32
1997Q3,787,7,2,1,0,4,3,0,1,7,4,8,3,0,0,3,0,5,0,41
1997Q3,788,7,2,0,0,2,1,0,0,3,2,1,0,1,2,2,0,4,0,20
1997Q3,789,7,0,1,0,3,0,0,0,10,1,3,3,0,0,3,0,6,0,30
1997Q3,800,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
1997Q3,801,8,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,5
1997Q3,802,8,2,0,0,0,0,0,0,1,2,0,2,0,0,3,0,1,0,11
1997Q3,803,8,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,7
1997Q3,804,8,0,3,0,0,0,0,0,4,2,0,2,0,0,1,0,1,0,13
1997Q3,805,8,0,8,0,0,0,0,0,1,2,2,4,0,0,2,0,4,0,23
1997Q3,806,8,0,2,0,0,0,0,0,0,2,3,3,0,0,1,0,4,0,15
1997Q3,807,8,0,4,0,0,0,0,0,3,0,3,4,0,0,3,0,4,0,21
1997Q3,808,8,0,7,0,0,0,0,0,1,1,0,2,0,0,0,0,5,7,23
1997Q3,809,8,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,8
1997Q3,811,8,2,3,0,0,1,0,0,1,7,2,9,0,0,3,0,4,0,32
1997Q3,812,8,0,2,0,0,0,0,0,1,1,0,1,0,0,3,0,0,0,8
1997Q3,813,8,0,0,2,0,0,0,0,1,1,0,5,0,0,1,0,3,0,13
1997Q3,814,8,0,1,0,0,0,0,0,4,3,2,1,0,0,3,0,1,0,15
1997Q3,815,8,0,1,0,0,0,0,0,2,2,2,1,0,0,1,0,1,0,10
1997Q3,816,8,1,11,1,1,0,0,0,3,9,2,5,0,0,5,0,14,0,52
1997Q3,817,8,1,0,0,3,2,0,0,1,5,0,10,2,0,17,0,6,0,47
1997Q3,818,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1997Q3,819,8,0,3,0,1,0,0,0,4,0,2,1,0,0,1,0,2,0,14
