QUARTER,RD,QUARTER,BURG BUS-,BURG RES-,BURG OTH-,ROBB ST-,ROBB OTH-,MURD- ER,RAPE,AGGR ASSA- ULT,BURG FROM AUTO,THEFT FROM AUTO,GRAND THEFT,THEFT FROM PERS,PURSE SNAT- CH,OTHER THEFT,BIKE THEFT,AUTO THEFT,BUNCO,TOTAL
2001Q3,242,2,5,5,1,8,1,0,0,15,16,3,9,1,0,16,0,16,0,96
2001Q3,243,2,2,1,1,12,13,0,1,9,29,9,6,1,0,32,0,7,0,123
2001Q3,244,2,0,9,0,11,4,0,1,29,20,7,2,0,0,5,0,11,0,99
2001Q3,245,2,4,19,1,36,10,1,1,35,30,16,5,5,0,11,0,17,0,191
2001Q3,246,2,1,4,0,14,3,0,1,31,4,14,3,0,0,28,0,14,0,117
2001Q3,247,2,0,2,0,7,2,2,4,17,5,2,1,0,0,1,0,12,0,55
2001Q3,249,2,3,0,4,5,1,0,1,4,11,2,4,1,0,4,0,7,0,47
2001Q3,251,2,11,2,1,7,0,1,1,18,14,4,7,1,0,13,0,10,0,90
2001Q3,252,2,2,4,0,9,3,1,0,20,8,10,6,0,0,3,0,6,0,72
2001Q3,256,2,2,1,1,8,3,0,1,10,2,4,3,1,0,2,0,10,0,48
2001Q3,257,2,2,2,0,8,4,0,1,15,5,4,4,0,0,10,0,10,0,65
2001Q3,264,2,8,7,1,4,1,0,1,21,4,5,3,1,0,4,0,7,0,67
2001Q3,266,2,2,3,0,16,3,0,0,39,2,3,2,0,0,12,0,10,0,92
2001Q3,267,2,0,1,0,7,3,0,2,21,4,2,0,0,1,3,0,6,0,50
2001Q3,269,2,0,4,0,12,1,1,1,38,6,2,4,0,0,4,0,7,0,80
2001Q3,275,2,4,10,1,11,8,0,3,28,15,8,8,1,0,17,0,25,0,139
2001Q3,276,2,1,5,1,10,0,0,0,16,3,2,1,0,0,4,0,10,0,53
2001Q3,279,2,0,2,0,1,1,0,0,8,4,1,1,0,0,0,0,5,0,23
2001Q3,281,2,3,2,0,2,8,1,0,8,1,1,0,0,1,3,0,12,0,42
2001Q3,282,2,3,3,4,6,4,1,1,22,3,9,1,0,1,3,0,13,0,74
2001Q3,286,2,3,2,0,8,2,0,0,16,5,3,4,0,1,4,0,3,0,51
2001Q3,289,2,0,0,0,1,2,0,0,11,2,1,1,0,0,1,0,4,0,23
2001Q3,291,2,1,1,2,5,0,0,0,10,2,2,1,0,0,2,0,5,0,31
2001Q3,292,2,0,1,1,1,2,0,0,5,2,0,0,0,0,1,0,1,0,14
2001Q3,296,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0,6
2001Q3,299,2,1,0,0,2,1,0,0,9,2,5,0,0,1,3,0,6,0,30
2001Q3,301,3,0,3,0,1,0,0,0,3,1,2,0,0,0,2,0,3,0,15
2001Q3,303,3,0,1,0,3,1,0,0,7,1,1,0,0,0,1,0,3,0,18
2001Q3,305,3,0,1,0,1,0,0,0,2,3,3,0,1,0,3,0,3,0,17
2001Q3,307,3,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,3,0,10
2001Q3,309,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,5
2001Q3,311,3,3,4,0,5,0,2,1,16,7,0,3,0,0,6,0,6,0,53
2001Q3,312,3,0,1,0,12,3,0,0,27,12,5,2,0,0,4,0,7,0,73
2001Q3,313,3,0,0,0,1,1,0,0,4,0,2,0,0,0,0,0,2,0,10
2001Q3,314,3,0,5,1,6,2,0,0,11,10,10,3,0,1,2,0,7,0,58
2001Q3,315,3,0,3,4,3,5,1,1,5,1,0,2,0,0,6,0,12,0,43
2001Q3,316,3,1,3,1,3,0,0,0,9,4,1,3,0,1,1,0,5,0,32
2001Q3,317,3,0,3,0,4,4,0,0,11,8,0,2,0,0,2,0,6,0,40
2001Q3,318,3,0,3,0,1,2,0,1,6,7,1,1,0,0,1,0,5,0,28
2001Q3,319,3,3,5,1,1,0,0,1,5,18,8,1,0,0,9,0,7,1,60
2001Q3,321,3,0,3,2,1,0,1,0,6,2,3,1,0,0,5,0,2,0,26
2001Q3,326,3,1,1,0,3,1,1,1,9,8,2,0,0,0,4,0,6,0,37
2001Q3,327,3,1,8,0,4,3,0,0,6,22,11,2,1,1,8,0,14,0,81
2001Q3,328,3,0,8,2,1,1,0,1,0,35,15,8,0,0,18,1,7,0,97
2001Q3,329,3,1,0,0,3,0,0,0,1,2,0,2,0,0,1,0,2,0,12
2001Q3,331,3,1,4,0,9,3,1,2,15,6,2,1,0,0,4,0,7,0,55
2001Q3,332,3,0,2,1,2,0,0,1,11,6,0,1,0,1,1,0,6,0,32
2001Q3,333,3,0,6,1,3,4,0,0,10,9,1,2,1,0,2,0,7,0,46
2001Q3,334,3,2,4,2,7,4,4,1,18,4,3,2,0,1,6,0,10,0,68
2001Q3,335,3,0,3,0,1,1,0,0,11,0,2,0,0,0,4,0,3,0,25
2001Q3,336,3,1,6,1,0,1,0,0,7,3,5,2,0,0,6,0,10,0,42
2001Q3,337,3,0,5,0,1,5,0,0,12,5,3,2,1,0,2,0,8,0,44
2001Q3,338,3,1,3,3,7,2,0,0,3,33,5,2,0,0,15,0,10,0,84
2001Q3,341,3,2,1,1,1,3,0,0,2,0,3,2,0,0,3,0,2,0,20
2001Q3,343,3,2,1,3,1,2,0,0,0,5,0,2,0,1,2,0,1,0,20
2001Q3,351,3,1,0,1,11,3,0,0,4,3,3,1,0,0,24,0,1,0,52
2001Q3,353,3,0,4,1,1,0,0,1,3,0,2,1,0,0,3,0,6,0,22
2001Q3,354,3,0,7,1,3,2,0,0,18,2,1,3,1,0,6,0,6,0,50
2001Q3,355,3,1,5,0,9,2,1,0,13,7,8,2,0,0,4,0,8,0,60
2001Q3,356,3,1,9,3,7,2,0,0,13,6,6,1,0,0,13,0,6,0,67
2001Q3,357,3,1,1,0,5,2,1,0,18,16,3,5,0,1,5,0,6,0,64
2001Q3,358,3,0,1,12,0,0,0,0,4,31,12,36,1,1,89,0,10,0,197
2001Q3,359,3,3,0,0,1,1,0,0,1,3,3,0,0,0,9,0,1,0,22
2001Q3,361,3,0,12,1,15,1,3,0,21,20,2,5,1,0,6,0,18,0,105
2001Q3,362,3,0,8,4,11,4,1,0,31,17,9,5,1,0,9,0,27,0,127
2001Q3,363,3,4,9,2,14,5,1,2,40,8,7,11,2,1,66,0,21,0,193
2001Q3,373,3,3,5,1,3,3,0,0,7,4,2,2,0,0,9,0,5,0,44
2001Q3,374,3,0,4,1,4,0,0,0,10,2,4,1,0,1,5,0,4,0,36
2001Q3,375,3,1,10,0,3,3,0,1,16,4,2,7,1,0,6,0,8,0,62
2001Q3,376,3,1,12,2,4,0,0,1,26,12,3,4,0,1,6,0,3,0,75
2001Q3,377,3,0,6,1,6,3,0,0,26,14,8,4,0,0,11,0,11,0,90
2001Q3,378,3,0,2,1,1,0,0,1,1,4,2,2,0,0,7,0,3,0,24
2001Q3,391,3,0,5,1,4,0,0,2,10,2,3,5,0,0,2,0,12,0,46
2001Q3,392,3,1,6,1,8,4,4,1,34,9,2,2,0,0,6,0,15,0,93
2001Q3,393,3,1,8,2,11,0,1,1,25,8,8,2,1,0,19,0,15,0,102
2001Q3,394,3,1,5,1,0,0,0,0,2,4,1,3,0,0,4,0,4,0,25
2001Q3,395,3,1,7,2,2,4,1,2,13,7,9,2,1,0,10,0,9,0,70
2001Q3,397,3,1,5,3,7,8,1,2,25,14,15,5,1,0,23,0,13,0,123
2001Q3,398,3,0,11,1,10,5,1,1,37,15,7,1,1,0,12,0,14,0,116
2001Q3,399,3,0,1,0,5,3,0,1,4,3,3,1,0,0,16,0,5,0,42
2001Q3,401,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,4
2001Q3,402,4,0,2,0,1,0,0,0,3,0,1,0,0,0,0,0,3,0,10
2001Q3,403,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
2001Q3,404,4,0,0,1,0,1,0,1,5,2,1,1,0,1,4,0,4,0,21
2001Q3,406,4,0,1,0,0,0,1,0,4,4,2,0,0,0,2,0,11,0,25
2001Q3,407,4,2,3,3,1,0,1,0,7,3,2,0,1,0,1,0,9,0,33
2001Q3,408,4,0,2,0,0,0,0,0,5,0,6,0,0,0,0,0,2,0,15
2001Q3,409,4,0,3,0,0,0,0,1,14,7,2,1,0,0,5,0,7,0,40
2001Q3,411,4,1,1,1,3,4,1,0,1,0,5,1,0,0,1,0,2,0,21
2001Q3,412,4,1,0,0,3,1,1,0,5,3,1,2,0,0,2,0,9,0,28
2001Q3,413,4,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,6
2001Q3,414,4,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,5
2001Q3,415,4,0,6,1,4,1,0,0,14,1,4,1,0,1,2,0,11,0,46
2001Q3,416,4,0,0,1,1,0,0,0,11,3,2,1,0,0,3,0,2,0,24
2001Q3,421,4,2,2,1,2,0,1,0,12,1,3,2,0,0,1,0,8,0,35
2001Q3,422,4,0,3,3,3,3,1,0,5,4,5,3,0,0,1,0,14,0,45
2001Q3,423,4,3,2,0,1,3,0,0,9,3,5,1,0,0,0,0,4,0,31
2001Q3,424,4,0,4,0,1,0,1,0,14,13,5,0,0,0,5,0,15,0,58
2001Q3,427,4,0,2,1,2,1,1,0,13,4,6,2,0,1,2,0,8,0,43
2001Q3,428,4,1,2,0,0,4,0,0,12,1,6,1,1,0,3,0,8,0,39
2001Q3,429,4,1,6,0,1,1,0,0,14,4,4,0,0,0,2,0,14,0,47
2001Q3,437,4,0,2,5,0,0,0,0,9,1,3,2,1,0,3,0,10,0,36
2001Q3,438,4,2,7,8,2,2,0,0,13,1,9,1,0,0,3,0,9,0,57
2001Q3,439,4,0,4,0,1,0,0,0,4,4,6,0,0,0,0,0,4,0,23
2001Q3,441,4,0,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,6
2001Q3,442,4,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,3,0,9
2001Q3,443,4,0,0,3,2,2,0,1,8,24,11,15,1,0,26,0,20,0,113
2001Q3,445,4,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,2,0,8
2001Q3,448,4,1,2,2,3,0,0,0,19,5,7,2,0,0,4,0,7,0,52
2001Q3,449,4,1,3,0,2,2,0,0,20,2,6,1,0,0,3,0,7,0,47
2001Q3,451,4,0,1,0,0,0,0,0,2,1,3,0,0,0,0,0,1,0,8
2001Q3,452,4,0,1,0,1,1,0,0,2,1,1,1,0,0,2,0,0,0,10
2001Q3,453,4,1,2,5,1,2,0,0,12,8,12,2,0,0,12,0,11,0,68
2001Q3,455,4,1,4,0,3,1,2,0,25,1,6,2,0,0,2,0,11,0,58
2001Q3,457,4,0,3,1,1,5,0,0,22,4,6,0,0,0,1,0,6,0,49
2001Q3,459,4,0,1,1,4,0,0,0,11,7,5,1,0,0,1,0,9,0,40
2001Q3,462,4,0,3,0,0,2,0,1,5,0,5,2,0,1,1,0,5,0,25
2001Q3,463,4,1,5,2,10,2,0,2,17,2,14,3,1,0,13,0,13,2,87
2001Q3,466,4,0,2,7,3,3,0,2,16,3,6,2,0,0,1,0,6,0,51
2001Q3,467,4,0,4,6,3,3,1,0,13,7,14,1,0,1,8,0,12,0,73
2001Q3,468,4,0,0,1,3,3,0,1,9,2,13,2,0,0,1,0,6,0,41
2001Q3,469,4,0,0,0,5,2,0,0,5,3,9,2,0,0,3,0,6,0,35
2001Q3,471,4,2,0,0,2,1,0,0,6,3,9,2,0,0,4,0,6,0,35
2001Q3,473,4,0,4,0,7,12,0,0,10,7,1,3,0,0,5,0,9,0,58
2001Q3,477,4,1,4,2,5,6,0,1,11,2,2,3,0,0,5,0,5,0,47
2001Q3,478,4,7,5,2,4,4,0,1,19,2,2,2,0,1,5,0,6,0,60
2001Q3,479,4,1,0,1,3,3,0,1,6,1,5,48,0,0,6,0,9,0,84
2001Q3,483,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
2001Q3,487,4,1,2,0,3,0,0,0,3,1,0,0,0,0,0,0,3,0,13
2001Q3,488,4,1,2,0,1,0,0,0,3,0,2,1,0,0,0,0,4,0,14
2001Q3,491,4,1,0,2,0,1,0,0,0,2,2,1,2,0,2,0,10,0,23
2001Q3,497,4,7,7,1,3,2,0,0,20,12,15,6,1,0,8,0,20,0,102
2001Q3,499,4,1,0,0,0,3,2,0,11,2,3,4,0,0,0,0,7,0,33
2001Q3,600,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
2001Q3,604,6,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,3,0,12
2001Q3,609,6,0,2,0,0,0,0,0,0,4,1,2,0,0,2,0,3,0,14
2001Q3,615,6,0,4,0,0,0,0,0,7,6,3,2,0,0,4,0,1,0,27
2001Q3,621,6,0,0,0,0,0,0,0,2,1,2,2,0,0,3,0,1,0,11
2001Q3,622,6,0,9,0,2,1,0,0,8,11,8,3,0,0,6,0,6,0,54
2001Q3,625,6,0,2,1,1,0,0,0,3,4,6,4,0,0,6,0,2,0,29
2001Q3,626,6,0,2,1,0,0,0,0,1,3,2,2,0,0,1,1,3,0,16
2001Q3,627,6,0,6,0,1,2,0,0,1,2,0,5,0,0,0,0,6,0,23
2001Q3,628,6,1,9,0,2,4,0,0,9,9,2,2,0,0,8,0,8,0,54
2001Q3,629,6,0,4,0,0,0,0,0,1,3,1,0,0,0,1,0,1,0,11
2001Q3,631,6,0,5,0,0,0,0,0,1,1,3,4,0,0,1,0,2,0,17
2001Q3,632,6,2,12,0,8,2,0,2,9,17,10,4,1,0,12,0,5,0,84
2001Q3,635,6,0,3,0,2,0,0,0,1,2,4,3,0,0,1,1,3,0,20
2001Q3,636,6,1,11,1,13,7,0,1,37,13,17,8,2,0,26,0,15,0,152
2001Q3,637,6,0,2,1,2,0,0,0,6,15,2,3,0,0,1,0,4,0,36
2001Q3,638,6,0,1,1,3,5,0,3,9,22,5,5,0,0,7,0,10,0,71
2001Q3,639,6,0,3,0,1,0,0,0,9,11,3,2,0,0,4,0,8,0,41
2001Q3,642,6,0,6,0,5,1,0,0,6,2,1,3,0,0,8,0,7,0,39
2001Q3,643,6,0,8,1,11,1,1,1,16,14,9,6,0,0,13,3,10,0,94
2001Q3,644,6,1,6,0,7,2,0,2,9,5,5,4,1,0,4,0,7,0,53
2001Q3,645,6,6,10,3,18,13,0,0,31,37,14,23,8,1,51,0,20,0,235
2001Q3,646,6,3,1,3,15,2,0,1,23,30,11,22,1,0,25,0,17,0,154
2001Q3,647,6,5,5,2,7,3,0,0,18,23,6,8,1,0,21,0,11,0,110
2001Q3,649,6,1,8,1,16,2,0,1,25,15,9,6,2,0,4,0,21,0,111
2001Q3,665,6,0,5,3,14,6,0,1,18,28,10,8,2,1,19,0,30,0,145
2001Q3,666,6,5,5,1,14,5,0,4,24,32,16,11,1,0,23,1,25,0,167
2001Q3,667,6,0,2,2,4,1,0,0,8,7,2,4,0,0,7,0,8,0,45
2001Q3,668,6,3,3,1,13,5,0,0,28,10,4,5,0,0,37,0,23,1,133
2001Q3,669,6,0,11,2,6,3,0,0,49,9,6,9,1,0,18,0,17,0,131
2001Q3,671,6,6,5,1,7,1,0,1,6,5,14,10,0,0,6,1,13,1,77
2001Q3,672,6,4,4,1,6,5,0,0,4,10,4,7,0,0,23,0,7,0,75
2001Q3,674,6,3,3,1,2,1,0,0,3,4,2,3,0,0,3,0,3,0,28
2001Q3,676,6,1,7,3,10,3,1,1,19,19,6,6,0,1,12,0,16,0,105
2001Q3,677,6,0,5,1,7,0,0,0,30,7,4,8,2,0,10,0,16,0,90
2001Q3,678,6,1,6,0,6,3,0,1,6,7,3,4,0,0,2,0,20,0,59
2001Q3,679,6,1,0,0,1,1,0,0,5,5,2,0,0,0,1,0,5,0,21
2001Q3,691,6,6,3,1,4,0,0,0,5,8,1,2,0,0,6,0,6,0,42
2001Q3,692,6,0,2,0,5,0,0,0,3,1,0,1,0,1,3,0,3,0,19
2001Q3,693,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2001Q3,694,6,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,7
2001Q3,697,6,1,5,1,9,1,0,0,16,17,7,6,0,0,13,0,17,0,93
2001Q3,699,6,3,3,0,10,5,0,2,10,12,6,3,0,0,1,0,16,0,71
2001Q3,701,7,5,16,4,9,5,0,1,9,17,8,33,0,0,92,0,6,1,206
2001Q3,702,7,4,5,1,0,0,0,1,4,9,5,6,0,2,9,0,7,0,53
2001Q3,703,7,1,0,0,0,0,0,0,1,0,1,1,0,0,5,0,2,0,11
2001Q3,704,7,2,0,1,2,0,0,0,1,3,0,3,0,0,1,0,2,0,15
2001Q3,705,7,2,1,0,1,2,0,0,0,3,0,1,0,0,3,0,6,0,19
2001Q3,706,7,2,3,0,0,0,0,0,2,7,3,5,0,0,6,0,8,0,36
2001Q3,707,7,1,4,3,1,1,0,0,6,3,2,4,0,0,3,0,8,0,36
2001Q3,708,7,0,5,0,2,1,0,0,5,5,3,2,0,0,3,0,7,0,33
2001Q3,709,7,2,6,1,10,3,0,2,17,9,6,2,0,0,5,0,15,1,79
2001Q3,711,7,4,4,4,4,1,0,1,6,3,10,4,1,0,11,0,4,0,57
2001Q3,714,7,2,9,1,1,1,0,0,9,4,3,11,0,0,54,0,7,0,102
2001Q3,715,7,1,3,0,2,0,0,0,1,16,0,0,0,0,1,0,4,0,28
2001Q3,716,7,0,1,0,1,0,0,0,0,1,3,1,1,0,3,0,1,0,12
2001Q3,717,7,2,0,1,2,1,0,0,2,3,1,3,0,0,5,0,13,0,33
2001Q3,718,7,2,4,0,2,0,0,0,0,3,2,3,0,0,3,0,2,0,21
2001Q3,719,7,1,4,1,7,2,0,0,4,15,6,3,1,0,3,0,12,0,59
2001Q3,721,7,2,4,3,4,1,0,0,5,6,4,1,0,1,5,0,4,0,40
2001Q3,722,7,2,1,1,1,0,0,0,1,9,4,5,0,0,0,0,1,0,25
2001Q3,723,7,3,4,0,2,0,0,1,4,10,0,9,0,1,2,0,10,0,46
2001Q3,724,7,3,0,1,2,2,0,0,2,2,1,2,0,0,2,0,11,0,28
2001Q3,725,7,3,1,2,0,1,0,0,0,1,4,2,0,0,3,0,1,0,18
2001Q3,726,7,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7
2001Q3,727,7,1,9,1,4,3,0,1,4,7,1,1,0,0,3,0,13,0,48
2001Q3,728,7,4,6,1,4,2,0,2,19,15,4,2,0,0,3,0,11,0,73
2001Q3,729,7,10,7,1,6,3,0,0,23,13,7,4,0,1,6,0,10,0,91
2001Q3,731,7,4,0,0,2,0,0,1,3,2,1,4,0,0,1,0,1,0,19
2001Q3,732,7,3,2,3,2,1,0,0,5,18,2,4,0,0,5,0,5,0,50
2001Q3,733,7,5,6,2,3,2,1,1,10,19,8,3,0,0,3,0,11,0,74
2001Q3,734,7,0,8,0,1,1,0,1,5,4,0,1,0,1,0,0,7,0,29
2001Q3,735,7,1,5,1,6,1,0,0,6,4,3,2,2,2,4,0,5,0,42
2001Q3,736,7,2,3,0,4,1,0,0,7,4,3,3,0,1,4,0,5,0,37
2001Q3,737,7,3,5,2,9,6,1,0,23,12,7,4,0,0,7,0,16,0,95
2001Q3,738,7,1,3,2,14,2,0,1,17,18,7,13,0,0,9,0,14,1,102
2001Q3,739,7,5,6,0,11,6,0,2,19,15,8,4,0,0,12,0,18,0,106
2001Q3,741,7,3,4,0,5,1,0,0,3,2,4,4,0,1,10,0,6,0,43
2001Q3,742,7,2,6,0,2,0,0,0,1,6,4,1,0,0,0,0,5,0,27
2001Q3,743,7,1,1,1,0,1,0,1,9,1,0,2,0,0,3,0,7,0,27
2001Q3,745,7,0,4,3,13,4,0,0,17,5,1,5,0,0,4,0,2,0,58
2001Q3,746,7,1,1,0,2,2,0,0,13,7,3,3,0,0,2,0,10,0,44
2001Q3,747,7,1,7,0,6,2,0,0,8,0,8,1,0,0,0,0,10,0,43
2001Q3,748,7,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0,5,0,12
2001Q3,749,7,0,0,0,4,2,0,0,5,5,2,1,0,0,4,1,7,0,31
2001Q3,754,7,0,1,2,4,1,0,0,2,1,2,2,0,0,3,0,10,0,28
2001Q3,755,7,0,0,0,0,3,0,0,7,2,0,3,0,0,1,0,7,0,23
2001Q3,756,7,6,5,3,10,6,0,1,19,4,5,0,0,0,6,0,10,0,75
2001Q3,757,7,1,4,0,7,3,0,5,18,12,2,1,0,1,0,0,13,0,67
2001Q3,758,7,1,3,0,4,1,0,0,19,4,2,2,0,0,4,0,4,0,44
2001Q3,759,7,0,2,1,4,1,0,0,16,7,2,0,0,0,0,0,11,0,44
2001Q3,761,7,0,8,0,3,0,0,3,10,1,7,3,0,1,3,0,8,0,47
2001Q3,762,7,2,4,0,3,0,0,0,5,3,2,2,0,0,4,0,3,0,28
2001Q3,763,7,1,5,1,3,0,0,0,19,2,2,0,0,0,2,0,4,0,39
2001Q3,764,7,3,2,0,6,2,1,1,21,8,3,6,1,0,14,0,12,0,80
2001Q3,765,7,1,2,0,2,0,0,0,9,1,2,1,0,0,1,0,2,0,21
2001Q3,766,7,4,4,1,8,1,0,1,13,5,2,2,0,0,5,0,12,0,58
2001Q3,767,7,0,2,3,7,4,0,2,16,10,5,1,0,0,3,0,15,0,68
2001Q3,768,7,0,1,0,3,0,0,0,11,0,0,0,0,1,2,0,2,0,20
2001Q3,769,7,1,1,3,7,2,0,0,25,9,0,2,0,0,12,0,15,0,77
2001Q3,771,7,1,10,1,3,1,0,0,11,6,2,7,0,0,4,0,9,0,55
2001Q3,772,7,0,5,0,0,0,0,1,6,2,3,1,0,0,1,0,4,0,23
2001Q3,773,7,0,1,0,1,2,0,0,11,3,3,3,0,0,1,0,4,0,29
2001Q3,774,7,0,7,0,8,2,0,0,35,9,2,1,0,1,4,0,10,0,79
2001Q3,775,7,0,8,1,3,0,0,1,5,2,2,1,0,0,1,0,0,0,24
2001Q3,776,7,1,4,2,1,2,0,0,15,4,0,5,0,0,6,0,4,0,44
2001Q3,777,7,0,4,1,6,1,1,0,11,5,4,2,0,0,7,0,17,0,59
2001Q3,778,7,0,0,0,1,0,0,0,5,1,3,0,0,0,3,0,11,0,24
2001Q3,779,7,0,2,0,2,1,0,0,11,1,2,0,0,0,4,0,10,0,33
2001Q3,782,7,0,3,1,3,2,1,0,18,5,3,1,0,1,4,0,20,0,62
2001Q3,783,7,0,5,0,3,2,1,1,11,6,4,0,0,0,4,0,13,0,50
2001Q3,784,7,0,5,0,3,1,0,0,9,4,0,2,0,1,5,0,2,0,32
2001Q3,785,7,0,1,0,2,0,1,0,4,2,1,0,0,0,5,0,2,0,18
2001Q3,786,7,1,1,0,4,2,0,1,6,7,2,0,0,0,5,0,3,0,32
2001Q3,787,7,0,4,1,1,3,0,0,13,3,3,1,0,0,1,0,7,0,37
2001Q3,788,7,0,3,0,2,0,0,1,4,6,2,0,0,0,2,0,3,0,23
2001Q3,789,7,0,1,1,4,3,0,0,7,0,0,0,0,0,1,0,1,0,18
2001Q3,801,8,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
2001Q3,802,8,1,0,1,0,0,0,0,0,3,0,1,0,0,2,0,0,0,8
2001Q3,803,8,0,2,0,0,0,0,0,2,1,2,4,0,0,0,0,0,0,11
2001Q3,804,8,0,1,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,6
2001Q3,805,8,0,5,0,0,0,0,0,2,3,2,5,0,0,3,0,1,0,21
2001Q3,806,8,0,2,3,0,0,0,1,5,1,2,7,0,0,0,0,2,0,23
2001Q3,807,8,0,3,0,0,0,0,0,0,2,2,3,0,0,3,0,1,0,14
2001Q3,808,8,0,5,4,0,1,0,0,1,3,0,2,0,0,1,0,0,0,17
2001Q3,809,8,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,3,1,9
2001Q3,811,8,0,8,1,2,0,0,1,2,3,0,3,0,0,3,0,1,0,24
2001Q3,812,8,0,1,0,0,1,0,0,4,1,2,3,0,0,8,0,1,0,21
2001Q3,813,8,0,3,0,0,1,0,0,0,0,3,2,0,0,4,0,0,0,13
2001Q3,814,8,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,4
2001Q3,815,8,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4
2001Q3,816,8,0,3,0,1,0,0,1,3,14,5,2,0,0,3,0,10,0,42
2001Q3,817,8,2,1,0,0,2,0,1,7,14,1,9,1,0,20,0,3,0,61
2001Q3,818,8,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,1,0,7
2001Q3,819,8,0,2,1,1,0,0,0,3,5,1,2,0,0,0,0,0,0,15
2001Q3,821,8,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,4
2001Q3,822,8,0,3,2,0,0,1,0,2,2,0,3,0,0,6,0,3,0,22
2001Q3,823,8,1,3,1,0,1,0,2,1,2,2,6,0,0,1,0,3,0,23
2001Q3,824,8,1,2,0,0,0,0,0,2,0,4,5,0,0,2,0,2,0,18
2001Q3,825,8,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,5
2001Q3,826,8,0,0,0,0,0,0,0,0,1,1,3,0,0,3,0,0,0,8
2001Q3,827,8,0,1,0,1,0,0,0,2,6,3,6,1,0,11,0,5,0,36
2001Q3,828,8,0,2,0,0,1,0,0,1,1,4,9,0,0,4,0,5,0,27
2001Q3,829,8,1,0,0,1,0,0,0,4,6,5,6,1,0,3,0,2,0,29
2001Q3,831,8,0,7,4,0,0,0,0,5,6,5,10,0,0,2,0,5,0,44
2001Q3,832,8,1,3,0,0,0,0,0,4,2,7,8,0,0,3,0,8,0,36
2001Q3,833,8,3,8,2,3,4,0,1,5,15,9,10,1,1,13,0,14,0,89
2001Q3,834,8,1,2,0,2,0,0,0,2,3,3,7,0,0,6,0,3,0,29
2001Q3,835,8,3,1,3,3,1,0,0,4,4,8,2,0,0,10,0,8,0,47
2001Q3,836,8,0,9,3,0,1,0,0,2,5,5,3,0,0,7,0,2,0,37
2001Q3,839,8,6,0,0,0,3,1,0,9,7,5,41,0,0,47,0,5,0,124
2001Q3,841,8,1,6,0,1,0,0,1,7,12,1,4,0,0,8,0,8,0,49
2001Q3,842,8,0,6,1,1,1,0,0,3,11,7,4,0,1,13,0,8,0,56
2001Q3,847,8,1,6,1,0,1,0,0,1,2,5,4,1,0,4,0,0,0,26
2001Q3,848,8,0,0,1,0,0,0,0,1,1,1,6,0,0,3,0,0,0,13
2001Q3,849,8,3,6,1,0,1,0,0,2,7,7,6,0,0,3,0,3,0,39
2001Q3,851,8,0,3,2,1,0,0,0,1,6,4,0,0,0,3,0,4,0,24
2001Q3,852,8,1,8,1,0,0,0,0,4,12,6,3,0,0,8,0,8,0,51
2001Q3,853,8,1,3,2,1,0,0,0,6,14,7,5,0,0,6,0,10,0,55
2001Q3,854,8,1,0,0,0,0,0,0,0,4,1,2,0,0,2,0,2,0,12
2001Q3,857,8,3,8,2,2,1,0,0,0,4,2,2,0,1,7,0,4,0,36
2001Q3,858,8,0,4,0,3,3,0,0,1,4,3,2,0,0,2,0,1,0,23
2001Q3,859,8,5,4,1,4,1,0,1,7,9,5,3,1,0,5,0,6,0,52
2001Q3,881,8,8,7,3,4,1,0,0,3,9,7,11,0,0,10,0,9,0,72
2001Q3,882,8,3,0,2,1,0,0,0,5,7,3,13,0,0,8,0,10,0,52
2001Q3,883,8,4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,9
2001Q3,884,8,4,2,1,2,3,0,0,9,5,5,15,1,0,31,0,2,0,80
