QUARTER,RD,QUARTER,BURG BUS-,BURG RES-,BURG OTH-,ROBB ST-,ROBB OTH-,MURD- ER,RAPE,AGGR ASSA- ULT,BURG FROM AUTO,THEFT FROM AUTO,GRAND THEFT,THEFT FROM PERS,PURSE SNAT- CH,OTHER THEFT,BIKE THEFT,AUTO THEFT,BUNCO,TOTAL
2001Q2,1097,10,0,6,0,0,0,0,0,1,0,1,3,0,0,2,0,3,0,16
2001Q2,1099,10,0,3,0,0,1,0,0,1,2,2,4,0,0,0,0,2,0,15
2001Q2,1100,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2001Q2,1101,11,0,0,2,0,0,0,0,1,31,5,3,0,0,4,0,5,0,51
2001Q2,1102,11,4,1,5,1,0,0,0,19,6,9,4,0,0,20,0,16,0,85
2001Q2,1105,11,0,1,0,0,2,0,0,2,3,1,1,0,0,2,0,5,0,17
2001Q2,1109,11,0,4,2,1,2,1,0,5,5,3,1,0,0,7,0,9,0,40
2001Q2,1112,11,0,5,6,1,0,0,1,4,4,0,1,0,0,1,0,6,0,29
2001Q2,1113,11,3,1,2,1,2,0,0,6,5,1,6,0,0,16,0,8,0,51
2001Q2,1115,11,0,4,0,6,3,0,1,3,3,7,1,0,0,17,0,11,0,56
2001Q2,1117,11,0,2,2,2,0,0,1,13,5,4,4,1,0,5,0,12,0,51
2001Q2,1119,11,0,3,1,2,2,1,0,7,5,2,0,0,1,3,0,11,0,38
2001Q2,1122,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
2001Q2,1123,11,0,4,1,0,2,1,0,14,3,4,2,0,0,5,0,7,1,44
2001Q2,1124,11,6,7,1,0,2,0,2,13,15,10,9,0,0,24,0,14,0,103
2001Q2,1125,11,2,4,3,2,1,0,0,5,3,2,2,0,0,2,0,6,0,32
2001Q2,1126,11,1,4,0,1,1,0,0,15,4,3,0,0,0,6,0,5,0,40
2001Q2,1127,11,0,14,1,3,4,1,0,12,13,11,0,0,0,5,0,20,0,84
2001Q2,1128,11,4,2,2,6,1,0,1,8,14,7,5,0,0,10,0,12,0,72
2001Q2,1129,11,1,8,0,2,2,0,0,12,10,5,1,0,0,7,0,14,0,62
2001Q2,1132,11,1,6,0,2,0,0,0,2,17,5,0,0,0,10,0,15,0,58
2001Q2,1133,11,0,2,2,4,3,0,0,17,4,7,0,0,0,2,0,5,0,46
2001Q2,1134,11,3,4,0,2,2,0,0,11,7,2,4,0,0,5,0,10,0,50
2001Q2,1135,11,2,6,2,2,1,0,0,11,3,2,3,0,0,13,0,9,0,54
2001Q2,1136,11,1,6,4,2,2,0,0,8,8,2,2,0,0,9,0,18,0,62
2001Q2,1137,11,2,7,3,0,1,0,0,14,7,7,1,0,0,6,0,9,0,57
2001Q2,1138,11,3,4,1,2,1,0,0,11,13,9,2,0,0,9,0,18,0,73
2001Q2,1139,11,0,3,1,2,1,0,0,16,5,3,4,0,0,3,0,8,0,46
2001Q2,1141,11,0,7,2,4,2,0,0,9,5,1,3,0,0,5,0,20,0,58
2001Q2,1142,11,6,3,0,1,1,1,2,6,6,6,4,0,0,5,0,14,0,55
2001Q2,1143,11,1,23,4,2,0,0,0,1,11,4,4,0,0,9,0,19,0,78
2001Q2,1144,11,0,2,4,0,2,0,0,2,19,4,4,0,0,5,0,11,0,53
2001Q2,1145,11,3,4,1,2,4,1,0,8,10,7,1,0,0,2,0,12,0,55
2001Q2,1146,11,0,2,1,0,0,0,1,6,0,1,0,0,0,0,0,0,0,11
2001Q2,1147,11,1,4,0,2,0,0,0,4,8,5,1,0,0,1,0,7,0,33
2001Q2,1148,11,1,8,3,1,1,1,1,9,26,8,2,0,0,10,0,9,0,80
2001Q2,1149,11,7,6,0,6,6,1,0,24,9,8,6,1,0,9,0,29,0,112
2001Q2,1151,11,5,6,2,3,4,0,2,5,6,5,8,2,1,23,0,7,0,79
2001Q2,1152,11,0,3,3,1,0,0,0,2,1,2,0,0,0,2,0,13,0,27
2001Q2,1153,11,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,3,0,9
2001Q2,1158,11,0,6,0,2,0,0,0,4,6,4,0,0,0,3,0,4,0,29
2001Q2,1159,11,0,0,0,2,1,0,1,1,1,1,0,0,0,0,0,1,0,8
2001Q2,1161,11,2,1,0,4,1,0,0,18,4,4,1,0,0,3,0,7,0,45
2001Q2,1162,11,6,3,1,3,7,0,1,14,10,4,5,2,0,18,0,18,0,92
2001Q2,1171,11,2,6,2,2,2,0,1,14,16,3,1,0,0,8,0,9,0,66
2001Q2,1172,11,1,6,0,1,2,0,0,9,19,4,1,0,0,6,0,9,0,58
2001Q2,1173,11,1,6,1,2,2,0,0,11,17,16,0,0,0,6,0,14,0,76
2001Q2,1174,11,0,8,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,12
2001Q2,1175,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2001Q2,1176,11,0,3,1,0,0,0,0,3,1,2,1,0,0,1,0,1,0,13
2001Q2,1177,11,0,4,0,2,5,0,0,25,5,5,2,0,0,12,0,19,0,79
2001Q2,1179,11,0,2,0,1,0,0,1,7,6,4,2,0,0,0,0,5,0,28
2001Q2,1181,11,1,2,0,1,1,0,0,4,8,5,2,0,0,5,0,14,0,43
2001Q2,1184,11,1,8,0,1,1,0,2,10,5,3,0,0,1,5,0,7,0,44
2001Q2,1185,11,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3
2001Q2,1186,11,0,0,0,0,0,1,0,2,3,1,0,0,0,2,0,0,0,9
2001Q2,1189,11,1,2,0,1,2,0,0,2,3,2,3,0,0,2,0,3,0,21
2001Q2,1195,11,0,0,0,0,0,0,0,2,7,2,0,0,0,4,0,9,0,24
2001Q2,1199,11,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3
2001Q2,1203,12,2,7,1,11,0,0,1,51,5,5,4,0,2,6,0,9,1,105
2001Q2,1204,12,0,4,4,3,0,0,2,16,5,7,3,0,0,9,0,8,0,61
2001Q2,1205,12,0,1,0,4,3,0,0,18,2,5,3,0,0,2,0,6,0,44
2001Q2,1208,12,1,15,3,7,1,0,1,32,3,7,2,0,0,6,0,13,0,91
2001Q2,1209,12,0,1,0,2,2,0,0,10,0,4,1,1,0,2,0,2,0,25
2001Q2,1211,12,2,7,2,11,3,0,0,36,4,8,4,0,0,10,0,10,0,97
2001Q2,1213,12,0,6,1,4,2,0,1,19,1,4,4,0,0,5,0,15,0,62
2001Q2,1215,12,1,8,2,6,5,2,2,51,6,6,4,0,0,3,0,17,0,113
2001Q2,1218,12,1,6,1,9,2,1,0,14,2,3,2,0,0,5,0,7,0,53
2001Q2,1219,12,1,1,0,0,2,0,0,7,1,1,0,0,0,2,0,2,0,17
2001Q2,1231,12,0,12,1,4,3,0,1,7,2,3,4,1,0,5,0,5,0,48
2001Q2,1232,12,1,6,3,8,3,0,1,12,3,5,4,0,0,9,0,22,0,77
2001Q2,1233,12,5,5,2,4,2,0,1,12,2,2,5,2,0,10,0,14,0,66
2001Q2,1235,12,0,3,0,3,3,0,0,13,3,4,1,1,0,2,0,7,0,40
2001Q2,1239,12,5,6,8,16,12,2,2,30,4,9,3,0,1,34,0,17,0,149
2001Q2,1241,12,2,10,2,15,2,0,4,52,2,8,5,0,0,11,0,8,0,121
2001Q2,1242,12,0,7,2,1,4,0,0,10,0,1,2,0,0,1,0,5,0,33
2001Q2,1243,12,3,13,2,9,4,0,1,29,9,4,2,0,0,4,0,11,0,91
2001Q2,1245,12,0,6,4,13,2,0,1,36,2,11,1,1,0,2,0,21,0,100
2001Q2,1248,12,1,3,0,4,3,0,0,8,7,4,3,0,0,5,0,18,0,56
2001Q2,1249,12,2,6,0,12,7,0,0,20,2,7,6,0,0,5,0,7,0,74
2001Q2,1251,12,1,7,3,10,4,0,3,40,6,6,3,0,0,6,0,7,0,96
2001Q2,1252,12,2,4,0,3,2,0,0,9,3,3,2,0,0,5,0,9,0,42
2001Q2,1253,12,2,2,0,2,0,1,2,8,5,7,0,0,0,6,0,6,0,41
2001Q2,1255,12,0,4,0,4,1,1,0,9,6,15,3,0,0,4,0,12,0,59
2001Q2,1256,12,3,6,1,10,6,2,5,40,5,11,2,0,0,9,0,13,0,113
2001Q2,1258,12,2,2,3,11,4,1,0,43,3,11,3,0,0,8,0,7,0,98
2001Q2,1259,12,2,8,8,5,3,0,2,28,16,13,6,0,1,14,0,12,0,118
2001Q2,1263,12,0,10,0,5,2,0,0,21,2,4,1,0,0,9,0,12,0,66
2001Q2,1265,12,0,0,1,2,2,0,0,21,1,8,3,1,0,6,0,10,0,55
2001Q2,1266,12,1,7,2,9,4,0,2,58,21,19,3,0,0,14,0,19,0,159
2001Q2,1268,12,1,8,3,6,5,1,1,26,3,15,4,0,0,9,0,20,0,102
2001Q2,1269,12,0,9,4,10,9,2,0,46,9,8,3,0,0,11,0,21,0,132
2001Q2,1273,12,2,5,3,6,8,0,0,12,7,4,4,0,0,12,0,22,0,85
2001Q2,1283,12,0,8,1,0,0,1,0,17,1,3,3,0,1,7,0,9,0,51
2001Q2,1293,12,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,8
2001Q2,1303,13,10,2,1,6,3,0,1,11,29,7,8,3,0,2,0,12,0,95
2001Q2,1307,13,11,0,1,5,2,0,0,7,12,3,4,1,0,4,0,3,0,53
2001Q2,1309,13,18,0,2,10,5,0,1,8,13,14,9,0,0,13,0,12,0,105
2001Q2,1311,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
2001Q2,1313,13,10,0,4,8,3,1,0,7,20,13,2,1,0,3,0,11,0,83
2001Q2,1317,13,12,2,1,4,4,0,0,7,16,7,3,0,1,9,0,18,0,84
2001Q2,1321,13,3,1,1,7,2,0,0,5,18,6,1,1,0,5,0,15,0,65
2001Q2,1323,13,1,1,0,10,2,1,2,20,3,5,4,1,1,7,0,11,0,69
2001Q2,1325,13,0,2,1,6,1,0,0,16,7,6,3,0,0,2,0,10,0,54
2001Q2,1327,13,4,0,0,2,1,0,0,14,4,7,1,0,0,2,0,6,0,41
2001Q2,1331,13,3,0,2,9,1,0,1,15,15,9,5,2,0,5,0,12,0,79
2001Q2,1333,13,4,11,3,10,3,0,0,11,4,7,3,0,0,5,0,13,0,74
2001Q2,1341,13,5,0,0,0,0,0,0,7,12,12,2,0,0,2,0,6,0,46
2001Q2,1342,13,2,3,1,6,1,0,1,20,7,9,4,0,0,4,0,15,1,74
2001Q2,1343,13,0,7,0,9,1,0,1,26,8,13,5,0,0,8,0,8,0,86
2001Q2,1345,13,2,13,4,9,2,1,4,34,16,12,2,0,0,7,0,16,0,122
2001Q2,1347,13,2,0,3,2,0,0,0,12,3,4,2,0,0,3,0,5,0,36
2001Q2,1351,13,1,1,3,6,3,1,0,21,5,10,1,0,0,3,0,10,0,65
2001Q2,1352,13,0,4,1,9,3,0,1,32,7,6,3,1,0,3,0,7,0,77
2001Q2,1353,13,3,7,4,8,7,1,0,24,19,12,2,1,0,5,0,17,0,110
2001Q2,1361,13,3,5,0,7,2,2,0,18,7,9,3,2,0,3,0,4,0,65
2001Q2,1362,13,0,8,0,5,1,0,0,18,4,2,3,0,0,1,0,13,0,55
2001Q2,1363,13,1,5,2,3,2,0,0,16,3,7,1,0,0,4,0,12,0,56
2001Q2,1365,13,0,17,3,6,1,1,0,25,9,6,2,0,0,7,0,16,0,93
2001Q2,1367,13,3,5,1,8,0,0,2,25,9,8,4,0,0,8,0,22,0,95
2001Q2,1371,13,1,1,0,6,3,0,0,12,2,1,0,0,0,4,0,10,0,40
2001Q2,1373,13,0,7,2,8,4,1,0,33,13,7,5,2,0,6,0,25,0,113
2001Q2,1375,13,3,7,5,2,1,2,1,21,3,5,1,1,0,1,0,19,0,72
2001Q2,1377,13,0,6,0,4,1,2,2,13,3,1,1,0,0,3,0,10,0,46
2001Q2,1381,13,0,2,1,0,0,0,0,8,3,2,0,0,0,0,0,5,0,21
2001Q2,1383,13,1,4,1,8,2,0,1,17,7,11,1,0,0,4,0,22,0,79
2001Q2,1385,13,5,2,5,6,2,0,0,7,6,9,4,0,0,5,0,14,0,65
2001Q2,1391,13,0,2,0,5,0,0,0,7,1,1,0,0,0,0,0,7,0,23
2001Q2,1393,13,2,5,0,17,2,0,1,21,2,8,2,0,0,3,0,26,0,89
2001Q2,1395,13,2,1,2,4,2,1,0,15,1,1,2,0,0,5,0,10,0,46
2001Q2,1400,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3
2001Q2,1401,14,0,4,2,1,1,0,1,0,3,0,3,0,0,0,0,3,0,18
2001Q2,1402,14,0,3,1,0,0,0,0,1,3,1,0,0,0,1,0,2,0,12
2001Q2,1403,14,2,2,0,0,2,0,0,1,2,2,3,0,0,1,0,1,0,16
2001Q2,1405,14,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3
2001Q2,1406,14,1,8,2,3,2,0,0,13,11,5,1,0,0,6,0,17,0,69
2001Q2,1407,14,1,3,0,3,1,1,1,14,14,2,1,0,0,3,0,23,0,67
2001Q2,1408,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2001Q2,1409,14,2,3,0,2,1,0,2,3,19,4,3,0,0,20,0,11,0,70
2001Q2,1411,14,1,0,0,0,0,0,0,3,2,0,3,1,0,6,0,1,0,17
2001Q2,1412,14,4,4,0,1,3,0,0,8,21,7,2,1,0,11,0,2,0,64
2001Q2,1413,14,2,3,1,9,1,0,1,6,8,3,5,0,0,2,0,10,0,51
2001Q2,1414,14,0,4,1,10,2,0,0,6,2,2,0,0,0,1,0,7,0,35
2001Q2,1415,14,2,0,0,2,1,0,0,3,2,3,0,0,0,8,0,2,0,23
2001Q2,1416,14,0,1,2,0,0,0,0,2,1,1,1,0,0,4,0,1,0,13
2001Q2,1424,14,1,2,3,1,0,0,0,0,5,1,3,0,0,2,0,0,0,18
2001Q2,1425,14,0,0,1,3,1,0,0,0,3,0,1,0,0,1,0,3,0,13
2001Q2,1426,14,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
2001Q2,1427,14,1,2,1,2,0,0,0,0,0,1,3,0,0,15,0,5,0,30
2001Q2,1428,14,2,5,2,0,0,0,0,8,9,1,1,0,0,1,0,9,0,38
2001Q2,1431,14,3,4,1,1,0,0,1,14,7,4,8,1,0,18,0,12,0,74
2001Q2,1432,14,0,2,0,1,0,0,0,4,4,1,1,0,0,1,0,0,0,14
2001Q2,1433,14,0,4,0,0,1,0,0,0,1,4,1,0,0,4,0,2,0,17
2001Q2,1434,14,0,5,1,0,2,0,0,6,4,2,0,0,0,4,0,5,0,29
2001Q2,1435,14,0,7,2,1,1,0,0,3,7,2,6,0,0,5,0,5,0,39
2001Q2,1436,14,0,1,1,0,0,0,0,0,2,0,0,0,0,2,0,1,0,7
2001Q2,1437,14,3,2,2,2,1,0,0,1,3,1,1,0,0,4,0,1,0,21
2001Q2,1438,14,3,9,0,0,0,0,1,7,13,2,3,0,0,8,0,15,0,61
2001Q2,1441,14,0,8,3,3,0,0,0,4,8,6,5,0,0,6,0,7,0,50
2001Q2,1443,14,2,4,5,0,2,0,2,5,10,2,2,0,0,5,0,6,0,45
2001Q2,1444,14,3,1,1,0,3,0,1,1,5,4,7,0,0,11,0,22,0,59
2001Q2,1445,14,1,1,1,4,1,0,0,7,8,5,1,0,0,3,0,10,0,42
2001Q2,1446,14,1,3,1,1,0,0,0,2,1,2,3,0,0,5,0,3,0,22
2001Q2,1449,14,2,4,0,2,0,0,0,2,1,0,0,0,0,2,0,7,0,20
2001Q2,1451,14,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,5
2001Q2,1452,14,0,3,1,0,0,0,0,0,3,1,6,0,0,9,0,5,0,28
2001Q2,1453,14,3,3,2,0,1,0,0,4,2,3,6,0,0,5,0,2,0,31
2001Q2,1454,14,1,3,1,1,3,0,0,4,0,3,6,1,0,8,0,4,0,35
2001Q2,1455,14,0,2,4,0,0,0,0,5,3,2,1,0,0,1,0,2,0,20
2001Q2,1456,14,0,7,1,0,1,0,0,6,3,1,1,0,0,0,0,2,0,22
2001Q2,1457,14,1,3,0,4,1,1,0,17,2,3,3,1,0,5,0,5,0,46
2001Q2,1458,14,0,3,0,1,1,0,0,9,0,2,0,0,0,0,0,2,0,18
2001Q2,1459,14,0,0,0,1,0,1,0,4,4,0,0,0,0,1,0,3,0,14
2001Q2,1463,14,1,1,1,1,2,0,0,0,1,2,4,0,0,15,0,1,0,29
2001Q2,1464,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2001Q2,1465,14,2,1,2,0,0,0,0,0,4,3,2,0,0,7,0,5,0,26
2001Q2,1466,14,0,4,0,1,0,0,0,1,3,1,0,0,0,1,0,4,0,15
2001Q2,1467,14,2,5,0,0,1,0,0,2,2,3,5,0,0,3,0,5,0,28
2001Q2,1469,14,2,8,1,5,4,0,1,6,15,3,4,0,0,4,0,23,0,76
2001Q2,1471,14,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,7
2001Q2,1472,14,0,3,0,0,0,0,0,3,6,0,0,0,0,3,0,1,0,16
2001Q2,1473,14,0,5,1,0,1,0,0,1,3,1,3,0,0,3,0,4,0,22
2001Q2,1474,14,1,4,1,1,1,0,0,3,5,4,1,1,0,4,0,6,1,33
2001Q2,1475,14,0,5,2,0,0,0,0,0,4,2,1,0,0,4,0,8,0,26
2001Q2,1476,14,0,3,0,1,0,0,0,1,2,1,0,0,0,3,0,3,0,14
2001Q2,1477,14,0,3,0,0,0,0,0,1,2,0,2,0,0,4,0,2,0,14
2001Q2,1479,14,3,0,1,0,0,0,0,1,0,2,2,0,0,3,0,8,0,20
2001Q2,1483,14,1,9,4,0,2,0,0,2,14,4,10,0,0,14,0,15,0,75
2001Q2,1484,14,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,4
2001Q2,1485,14,2,1,0,3,0,0,0,4,3,1,2,0,0,13,0,2,0,31
2001Q2,1486,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2001Q2,1487,14,4,0,0,0,2,0,0,1,2,3,2,2,0,6,0,2,0,24
2001Q2,1488,14,6,5,2,1,2,0,0,9,9,4,11,0,1,14,0,71,0,135
2001Q2,1489,14,1,6,0,1,1,0,0,18,16,3,6,1,0,3,0,12,0,68
2001Q2,1491,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2001Q2,1492,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
2001Q2,1493,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2001Q2,1494,14,8,0,2,3,0,0,0,6,63,23,208,18,0,194,0,4,0,529
2001Q2,1495,14,0,0,0,0,0,0,0,0,3,3,3,2,0,3,0,35,0,49
2001Q2,1496,14,1,0,0,0,2,0,0,0,10,3,6,0,0,4,0,9,0,35
2001Q2,1497,14,0,2,1,0,1,0,1,0,2,0,7,0,0,3,0,16,1,34
2001Q2,1498,14,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,7
2001Q2,1499,14,1,0,1,1,0,0,0,4,1,1,1,0,0,0,0,3,0,13
2001Q2,1501,15,5,7,2,3,1,0,0,3,2,4,4,0,0,11,0,7,1,50
2001Q2,1502,15,0,1,0,0,0,0,0,5,6,2,0,0,0,1,0,1,0,16
2001Q2,1503,15,0,3,1,1,0,1,0,10,9,2,2,0,0,2,0,9,0,40
2001Q2,1504,15,4,3,2,3,3,0,1,20,8,1,7,0,0,5,0,9,0,66
2001Q2,1505,15,1,2,3,1,1,0,0,9,4,3,1,0,0,5,0,9,0,39
2001Q2,1506,15,2,5,2,7,4,0,0,22,9,10,1,0,0,9,0,29,0,100
2001Q2,1507,15,1,0,0,0,1,0,0,2,0,1,0,0,0,2,0,5,0,12
2001Q2,1508,15,1,0,2,1,0,1,0,11,3,0,3,0,0,6,0,16,0,44
2001Q2,1509,15,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,5,0,12
2001Q2,1511,15,1,3,1,0,0,0,0,3,2,3,1,0,0,0,0,7,0,21
2001Q2,1512,15,0,1,0,0,0,0,0,2,2,3,0,0,0,3,0,6,0,17
2001Q2,1513,15,1,1,1,1,0,0,0,9,6,6,1,0,0,6,0,11,0,43
2001Q2,1514,15,9,8,1,5,3,0,1,13,17,5,1,0,0,5,0,18,0,86
2001Q2,1515,15,0,7,0,3,4,0,0,9,5,3,2,0,0,5,0,13,0,51
2001Q2,1516,15,6,6,1,2,3,0,0,19,22,5,10,1,0,20,0,30,0,125
2001Q2,1518,15,0,7,3,1,2,0,1,13,9,7,6,0,0,6,0,10,0,65
2001Q2,1519,15,0,2,0,0,0,0,0,3,0,3,0,0,0,2,0,4,0,14
2001Q2,1521,15,2,0,1,1,1,0,0,5,4,1,5,0,0,9,0,6,0,35
2001Q2,1522,15,2,7,5,4,4,0,2,24,14,7,4,0,0,16,0,17,0,106
2001Q2,1523,15,2,10,1,4,1,0,0,14,23,6,6,2,0,19,0,30,0,118
2001Q2,1524,15,3,0,0,5,0,0,0,0,6,0,3,3,0,14,0,7,0,41
2001Q2,1526,15,6,7,3,3,4,0,0,13,7,7,6,0,1,23,0,13,0,93
2001Q2,1527,15,1,2,1,6,3,1,1,10,13,6,2,1,0,8,0,15,0,70
2001Q2,1528,15,6,3,0,6,0,0,0,2,5,2,5,0,0,18,0,13,0,60
2001Q2,1529,15,6,7,6,4,1,0,0,14,15,6,1,0,0,10,0,13,0,83
2001Q2,1531,15,0,2,2,3,0,0,1,7,6,6,1,0,0,4,0,6,0,38
2001Q2,1532,15,0,3,1,1,1,1,2,5,10,4,1,0,0,4,0,13,0,46
2001Q2,1533,15,1,0,0,1,1,0,0,1,2,1,1,0,0,2,0,2,0,12
2001Q2,1534,15,1,2,1,2,0,0,0,7,5,4,1,0,1,3,0,12,0,39
2001Q2,1537,15,2,4,0,4,6,0,0,7,7,6,2,0,0,9,0,13,0,60
2001Q2,1538,15,0,11,0,3,2,0,1,18,0,9,4,0,0,4,0,9,0,61
2001Q2,1539,15,0,4,0,3,0,0,0,14,4,5,2,0,0,4,0,8,0,44
2001Q2,1542,15,0,3,0,1,1,0,0,1,8,4,1,0,0,4,0,3,0,26
2001Q2,1543,15,0,4,3,2,1,0,0,7,6,4,2,0,0,3,0,11,0,43
2001Q2,1544,15,0,3,2,1,0,0,0,2,3,2,0,1,0,2,0,10,0,26
2001Q2,1545,15,0,5,3,8,3,0,1,6,14,8,4,2,0,6,0,6,0,66
2001Q2,1546,15,0,2,5,1,0,0,0,4,5,2,0,0,0,2,0,3,0,24
2001Q2,1547,15,0,1,0,1,0,0,1,4,1,1,1,0,0,4,0,1,0,15
2001Q2,1549,15,7,0,5,5,4,1,2,20,20,14,6,0,0,15,0,14,1,114
2001Q2,1553,15,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,7
2001Q2,1555,15,0,2,0,1,2,0,0,9,9,3,3,0,0,0,0,6,0,35
2001Q2,1557,15,1,6,3,11,3,0,0,18,20,11,7,0,0,8,0,17,0,105
2001Q2,1558,15,4,4,4,4,4,0,2,10,13,10,4,0,0,14,0,9,0,82
2001Q2,1559,15,1,3,0,0,1,0,0,0,2,1,2,0,0,1,0,1,0,12
2001Q2,1562,15,0,3,4,3,1,0,0,3,8,2,2,0,0,1,0,8,0,35
2001Q2,1565,15,2,1,2,1,1,1,0,2,8,4,1,0,0,0,0,12,0,35
2001Q2,1566,15,1,3,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,10
