AGG,BTFV,BURG,GTA,GTP,HOM,ROBB,quarter,rd
0,12,4,5,0,0,1,2007Q4,1109
0,2,2,5,0,0,0,2007Q4,1112
1,12,7,13,0,0,2,2007Q4,1113
1,6,1,7,0,0,3,2007Q4,1115
2,1,3,1,0,0,0,2007Q4,1116
1,5,8,5,0,0,3,2007Q4,1117
5,5,3,6,0,0,0,2007Q4,1118
0,4,1,4,1,0,3,2007Q4,1119
1,0,0,0,0,0,0,2007Q4,1122
0,5,1,7,0,0,1,2007Q4,1123
7,6,3,7,2,0,2,2007Q4,1124
3,0,3,5,1,0,1,2007Q4,1125
2,3,3,3,0,0,2,2007Q4,1126
3,6,0,3,1,0,5,2007Q4,1127
5,3,2,4,0,0,8,2007Q4,1128
2,9,3,7,0,0,1,2007Q4,1129
0,25,11,9,0,0,3,2007Q4,1132
5,7,3,8,0,0,2,2007Q4,1133
3,8,6,8,0,0,1,2007Q4,1134
3,7,9,1,0,0,5,2007Q4,1135
4,4,6,8,0,0,2,2007Q4,1136
4,1,1,12,0,0,4,2007Q4,1137
3,6,0,21,0,1,2,2007Q4,1138
5,6,2,13,0,0,3,2007Q4,1139
1,11,7,10,0,0,8,2007Q4,1141
4,15,11,10,0,0,12,2007Q4,1142
11,19,5,7,0,0,2,2007Q4,1143
2,7,11,10,0,0,2,2007Q4,1144
1,24,4,12,1,0,2,2007Q4,1145
1,1,7,6,0,0,0,2007Q4,1146
8,5,3,7,0,0,2,2007Q4,1147
5,5,5,11,0,0,5,2007Q4,1148
8,8,0,14,1,0,6,2007Q4,1149
4,12,3,8,0,0,7,2007Q4,1151
4,7,6,6,0,0,7,2007Q4,1152
0,6,2,4,0,0,0,2007Q4,1153
0,0,1,6,0,1,0,2007Q4,1158
0,1,0,1,0,0,3,2007Q4,1159
1,2,3,4,0,0,4,2007Q4,1161
5,21,5,4,0,0,9,2007Q4,1162
1,2,1,2,1,0,5,2007Q4,1163
6,4,3,9,0,0,1,2007Q4,1169
2,5,6,4,1,0,2,2007Q4,1171
1,11,10,3,0,0,3,2007Q4,1172
0,9,3,7,0,0,1,2007Q4,1173
0,2,2,3,0,0,0,2007Q4,1174
4,5,1,5,0,0,1,2007Q4,1176
2,8,0,11,0,0,5,2007Q4,1177
3,2,2,5,0,0,1,2007Q4,1178
1,2,2,1,0,0,1,2007Q4,1179
1,11,3,5,0,1,5,2007Q4,1181
6,2,4,3,0,0,1,2007Q4,1183
2,6,3,4,0,0,0,2007Q4,1184
0,2,1,0,0,0,0,2007Q4,1185
0,1,0,0,0,0,0,2007Q4,1186
3,4,0,4,1,0,1,2007Q4,1189
1,1,0,0,0,0,0,2007Q4,1195
2,0,0,0,0,0,0,2007Q4,1199
13,7,5,8,0,0,9,2007Q4,1203
6,5,0,8,0,0,2,2007Q4,1204
9,5,8,6,1,0,2,2007Q4,1205
9,4,3,5,0,0,3,2007Q4,1207
12,1,3,6,0,0,10,2007Q4,1208
2,4,0,2,0,1,2,2007Q4,1209
19,19,15,6,1,0,15,2007Q4,1211
12,9,8,14,1,2,7,2007Q4,1213
19,8,8,14,0,0,9,2007Q4,1215
7,9,14,7,0,1,14,2007Q4,1218
0,0,2,5,0,0,2,2007Q4,1219
3,3,13,6,0,0,3,2007Q4,1231
6,4,6,10,1,0,12,2007Q4,1232
9,9,7,12,0,0,7,2007Q4,1233
15,1,8,4,0,0,5,2007Q4,1235
19,15,8,18,0,1,14,2007Q4,1239
21,7,17,7,1,0,10,2007Q4,1241
4,3,9,2,1,0,2,2007Q4,1242
10,17,21,16,0,0,10,2007Q4,1243
12,16,14,17,1,0,10,2007Q4,1245
23,10,5,9,0,0,5,2007Q4,1248
2,5,6,7,0,0,10,2007Q4,1249
8,6,15,9,1,3,14,2007Q4,1251
1,2,13,3,1,0,2,2007Q4,1252
10,8,6,9,0,0,3,2007Q4,1253
11,6,7,7,0,0,10,2007Q4,1255
9,13,1,7,3,0,13,2007Q4,1256
6,10,4,7,0,0,2,2007Q4,1257
9,10,6,15,3,0,13,2007Q4,1258
10,14,18,23,1,0,17,2007Q4,1259
5,12,5,11,0,0,12,2007Q4,1263
5,6,9,13,1,0,17,2007Q4,1265
14,9,12,14,2,0,9,2007Q4,1266
11,12,9,13,1,0,7,2007Q4,1267
17,7,12,17,1,1,14,2007Q4,1268
4,9,7,28,0,0,13,2007Q4,1269
6,14,10,18,0,0,11,2007Q4,1273
7,8,10,7,0,1,16,2007Q4,1283
0,0,0,3,0,0,1,2007Q4,1293
4,8,11,14,3,0,13,2007Q4,1303
8,3,6,8,2,0,5,2007Q4,1307
2,22,13,19,0,0,5,2007Q4,1309
0,1,0,0,0,0,0,2007Q4,1311
5,11,10,11,1,0,12,2007Q4,1313
2,7,5,9,0,0,4,2007Q4,1317
4,8,6,17,1,0,10,2007Q4,1321
5,2,2,0,0,0,1,2007Q4,1322
11,8,1,9,0,0,6,2007Q4,1323
2,4,0,3,0,0,3,2007Q4,1324
3,3,3,5,0,1,3,2007Q4,1325
0,1,0,0,0,0,2,2007Q4,1326
2,1,2,1,0,0,2,2007Q4,1327
2,16,5,14,2,0,4,2007Q4,1331
17,5,7,18,0,0,4,2007Q4,1333
1,23,3,13,1,0,6,2007Q4,1341
12,5,2,1,0,0,9,2007Q4,1342
2,11,3,13,1,0,7,2007Q4,1343
2,6,3,5,0,0,2,2007Q4,1344
12,11,2,7,1,1,3,2007Q4,1345
8,17,2,8,0,1,7,2007Q4,1346
7,12,4,13,0,0,4,2007Q4,1347
8,7,5,11,0,0,9,2007Q4,1351
9,8,0,12,1,1,7,2007Q4,1352
18,11,9,23,0,1,18,2007Q4,1353
12,6,0,7,1,0,1,2007Q4,1354
7,12,6,13,0,0,10,2007Q4,1361
5,2,6,15,1,0,7,2007Q4,1362
7,2,5,10,1,0,5,2007Q4,1363
6,9,1,13,0,0,8,2007Q4,1364
7,3,1,6,0,2,6,2007Q4,1365
9,6,3,10,2,0,7,2007Q4,1367
13,5,4,16,0,0,5,2007Q4,1371
3,8,12,18,2,0,5,2007Q4,1372
4,8,6,11,0,0,5,2007Q4,1373
10,5,3,5,0,0,5,2007Q4,1375
2,5,2,9,2,0,6,2007Q4,1377
1,0,2,2,0,0,2,2007Q4,1381
4,3,5,13,1,1,12,2007Q4,1383
4,9,3,9,1,0,2,2007Q4,1385
8,2,1,4,0,0,4,2007Q4,1391
7,6,5,8,0,0,8,2007Q4,1393
3,7,3,7,0,0,3,2007Q4,1394
7,3,15,20,0,1,3,2007Q4,1395
0,1,0,0,0,0,0,2007Q4,1400
0,5,0,2,0,0,0,2007Q4,1401
0,0,2,1,0,0,1,2007Q4,1402
1,3,6,3,0,1,1,2007Q4,1403
0,14,8,4,1,0,1,2007Q4,1406
2,12,11,2,1,0,0,2007Q4,1407
2,7,8,6,1,0,3,2007Q4,1409
1,1,0,0,0,0,2,2007Q4,1411
5,10,5,3,2,0,8,2007Q4,1412
2,7,4,4,0,0,5,2007Q4,1413
1,1,6,3,0,0,7,2007Q4,1414
1,1,4,2,0,0,5,2007Q4,1415
1,3,4,1,0,0,0,2007Q4,1416
0,5,3,1,0,0,0,2007Q4,1424
1,5,5,4,0,0,0,2007Q4,1425
0,1,0,0,0,0,2,2007Q4,1426
0,3,4,1,0,0,1,2007Q4,1427
0,14,9,10,0,0,4,2007Q4,1428
8,24,3,1,3,0,4,2007Q4,1431
0,3,3,1,0,0,3,2007Q4,1432
0,5,6,0,0,0,0,2007Q4,1433
1,5,5,3,0,0,5,2007Q4,1434
0,8,8,4,0,0,0,2007Q4,1435
0,4,0,2,0,0,0,2007Q4,1436
1,7,5,1,1,1,3,2007Q4,1437
6,9,5,3,0,0,0,2007Q4,1438
0,5,2,0,0,0,1,2007Q4,1441
3,2,1,0,0,0,0,2007Q4,1443
1,4,14,3,0,0,4,2007Q4,1444
1,1,7,3,0,0,2,2007Q4,1445
0,4,9,5,0,0,0,2007Q4,1446
0,3,1,2,0,0,0,2007Q4,1449
1,9,9,1,0,0,1,2007Q4,1452
1,1,3,1,0,1,2,2007Q4,1453
0,2,5,4,0,0,2,2007Q4,1454
0,5,5,2,0,0,1,2007Q4,1455
0,1,2,2,0,0,0,2007Q4,1456
0,4,3,4,0,0,0,2007Q4,1457
1,1,2,1,0,0,1,2007Q4,1458
0,2,4,1,0,0,1,2007Q4,1459
0,10,10,4,0,0,0,2007Q4,1463
0,3,5,1,0,0,1,2007Q4,1464
0,0,1,1,0,0,2,2007Q4,1465
0,3,3,2,0,0,1,2007Q4,1466
0,6,2,3,0,0,1,2007Q4,1467
1,4,1,2,0,0,2,2007Q4,1468
1,14,17,5,0,0,10,2007Q4,1469
0,2,1,0,0,0,0,2007Q4,1471
1,7,3,1,0,0,1,2007Q4,1472
0,7,4,3,0,0,2,2007Q4,1473
0,5,4,6,0,0,2,2007Q4,1474
0,13,2,2,0,0,1,2007Q4,1475
0,2,0,0,0,0,1,2007Q4,1476
0,3,6,3,0,0,2,2007Q4,1477
0,5,4,4,0,0,4,2007Q4,1479
0,19,10,10,0,0,4,2007Q4,1483
1,1,0,0,1,0,1,2007Q4,1484
0,3,2,5,0,0,1,2007Q4,1485
0,1,0,0,0,0,0,2007Q4,1486
2,7,2,4,0,0,0,2007Q4,1487
3,13,3,13,0,0,2,2007Q4,1488
0,7,4,9,1,1,3,2007Q4,1489
0,3,0,0,0,0,0,2007Q4,1491
0,0,0,1,0,0,0,2007Q4,1492
0,0,0,0,0,1,0,2007Q4,1493
1,15,0,4,2,0,0,2007Q4,1494
0,4,0,1,0,0,0,2007Q4,1495
0,14,1,5,0,0,1,2007Q4,1496
0,7,0,2,0,0,0,2007Q4,1497
0,6,0,1,0,0,0,2007Q4,1498
0,5,0,3,0,0,0,2007Q4,1499
0,0,0,1,0,0,0,2007Q4,1500
2,8,14,12,1,0,8,2007Q4,1501
0,1,1,6,0,0,0,2007Q4,1502
6,7,3,2,1,0,5,2007Q4,1503
4,13,11,7,0,0,5,2007Q4,1504
4,8,5,13,0,0,1,2007Q4,1505
6,9,4,11,0,0,3,2007Q4,1506
3,4,2,3,0,0,0,2007Q4,1507
1,9,9,4,0,0,0,2007Q4,1508
0,2,1,2,0,0,0,2007Q4,1509
1,14,9,8,0,0,2,2007Q4,1511
1,4,4,5,0,0,1,2007Q4,1512
0,9,4,7,0,0,2,2007Q4,1513
3,8,7,4,0,0,5,2007Q4,1514
4,4,3,2,0,0,3,2007Q4,1515
6,8,6,7,0,0,8,2007Q4,1516
5,3,0,3,0,0,0,2007Q4,1517
2,4,1,9,0,0,4,2007Q4,1518
4,0,0,2,0,0,1,2007Q4,1519
2,9,1,3,0,0,2,2007Q4,1521
2,4,2,3,0,0,3,2007Q4,1522
0,19,2,9,0,0,2,2007Q4,1523
4,4,5,3,0,0,2,2007Q4,1524
3,14,6,8,0,0,3,2007Q4,1525
3,16,15,12,0,0,3,2007Q4,1526
6,9,10,14,1,0,5,2007Q4,1527
5,7,9,3,1,0,3,2007Q4,1528
1,10,2,8,0,0,1,2007Q4,1529
0,20,5,3,0,0,1,2007Q4,1531
2,28,5,8,0,0,1,2007Q4,1532
1,9,4,2,0,0,0,2007Q4,1533
2,19,2,11,0,0,1,2007Q4,1534
4,4,3,8,0,0,4,2007Q4,1535
4,2,4,5,0,0,1,2007Q4,1536
1,12,3,2,0,0,3,2007Q4,1537
5,14,3,5,0,0,1,2007Q4,1538
4,7,7,10,0,0,4,2007Q4,1539
0,6,0,7,0,0,0,2007Q4,1542
2,18,5,7,0,0,4,2007Q4,1543
1,9,3,1,0,0,1,2007Q4,1544
3,22,3,3,0,0,2,2007Q4,1545
3,12,6,3,0,0,0,2007Q4,1546
0,2,4,2,0,0,0,2007Q4,1547
5,6,3,5,0,0,5,2007Q4,1548
3,8,5,4,1,0,5,2007Q4,1549
3,9,4,9,0,0,2,2007Q4,1551
0,2,4,2,0,2,0,2007Q4,1552
0,0,0,1,0,0,1,2007Q4,1553
0,2,4,4,0,0,2,2007Q4,1554
1,9,3,4,0,0,1,2007Q4,1555
8,24,6,15,0,0,3,2007Q4,1557
5,9,7,2,0,0,4,2007Q4,1558
0,1,3,1,0,0,0,2007Q4,1559
1,4,3,1,0,0,2,2007Q4,1562
1,1,3,9,0,0,4,2007Q4,1563
2,9,7,3,0,0,0,2007Q4,1564
0,17,8,4,0,0,0,2007Q4,1565
0,8,2,0,0,0,1,2007Q4,1566
1,8,3,3,0,0,4,2007Q4,1567
2,3,2,0,1,0,2,2007Q4,1568
0,6,4,7,0,0,3,2007Q4,1569
1,16,3,6,0,0,0,2007Q4,1581
1,13,4,5,0,0,2,2007Q4,1585
0,19,13,13,0,0,2,2007Q4,1586
1,2,1,2,0,0,2,2007Q4,1588
0,3,1,0,0,0,0,2007Q4,1589
4,17,21,3,0,0,2,2007Q4,1592
2,11,11,6,0,0,1,2007Q4,1595
0,12,8,3,0,0,2,2007Q4,1596
0,24,14,7,0,0,3,2007Q4,1599
2,4,3,6,0,0,1,2007Q4,1626
7,4,0,5,0,0,2,2007Q4,1627
7,3,0,9,0,0,6,2007Q4,1633
4,4,1,5,0,0,1,2007Q4,1634
4,8,6,7,0,0,6,2007Q4,1635
0,8,3,8,0,0,1,2007Q4,1636
5,14,8,10,0,0,7,2007Q4,1637
2,10,0,6,0,1,1,2007Q4,1638
2,3,1,2,0,0,2,2007Q4,1646
2,8,5,11,1,1,2,2007Q4,1647
0,3,0,3,0,0,4,2007Q4,1648
2,3,4,12,0,0,2,2007Q4,1651
2,3,2,12,0,0,1,2007Q4,1652
4,3,3,7,0,1,3,2007Q4,1653
4,7,2,2,0,0,4,2007Q4,1654
8,3,4,4,0,0,2,2007Q4,1655
4,3,2,1,0,0,1,2007Q4,1656
6,6,2,4,0,0,2,2007Q4,1657
0,2,0,0,0,0,0,2007Q4,1658
4,2,4,5,0,0,1,2007Q4,1659
2,10,4,8,1,1,7,2007Q4,1661
1,2,2,5,0,0,2,2007Q4,1662
0,4,5,8,0,0,2,2007Q4,1663
5,7,3,4,0,0,3,2007Q4,1664
0,2,0,0,0,0,1,2007Q4,1665
1,2,2,4,0,0,0,2007Q4,1666
0,8,2,3,0,0,0,2007Q4,1667
0,1,2,2,0,0,1,2007Q4,1668
0,5,1,0,0,0,0,2007Q4,1669
2,8,2,11,0,0,5,2007Q4,1671
1,8,3,4,0,0,1,2007Q4,1672
2,4,2,0,0,0,0,2007Q4,1673
0,0,1,3,0,0,1,2007Q4,1674
4,11,3,5,0,0,6,2007Q4,1675
0,1,2,4,0,0,0,2007Q4,1676
0,2,2,2,0,0,1,2007Q4,1677
0,1,0,1,0,0,0,2007Q4,1678
0,4,1,0,0,0,0,2007Q4,1679
3,5,2,0,0,0,0,2007Q4,1681
0,0,1,3,0,0,0,2007Q4,1682
2,12,2,5,0,0,7,2007Q4,1683
1,6,2,3,0,0,0,2007Q4,1684
1,4,2,1,0,0,0,2007Q4,1685
1,4,3,4,0,0,0,2007Q4,1686
4,6,2,5,0,0,0,2007Q4,1687
3,7,4,8,0,1,1,2007Q4,1688
0,9,3,3,0,0,0,2007Q4,1689
4,8,4,4,0,0,1,2007Q4,1691
1,3,3,1,0,0,0,2007Q4,1692
1,8,8,3,0,0,0,2007Q4,1693
0,6,3,9,0,0,0,2007Q4,1694
0,13,3,2,0,0,1,2007Q4,1696
0,2,2,1,0,0,0,2007Q4,1697
2,7,2,0,0,0,1,2007Q4,1698
0,18,4,1,0,0,2,2007Q4,1701
2,13,2,4,0,0,2,2007Q4,1702
0,7,6,0,0,0,0,2007Q4,1703
0,7,5,1,0,0,0,2007Q4,1704
0,8,4,1,0,0,1,2007Q4,1705
1,4,3,3,0,1,0,2007Q4,1706
0,3,3,2,0,0,0,2007Q4,1707
0,3,4,0,0,0,0,2007Q4,1713
1,13,4,0,0,0,0,2007Q4,1714
0,5,3,3,0,0,1,2007Q4,1715
3,6,5,2,2,0,0,2007Q4,1716
0,10,6,1,0,0,1,2007Q4,1721
0,14,9,5,0,0,0,2007Q4,1722
2,17,10,3,0,0,1,2007Q4,1723
0,6,2,0,0,0,0,2007Q4,1724
0,7,4,1,0,0,0,2007Q4,1725
1,15,3,2,0,0,0,2007Q4,1726
3,10,8,6,0,0,3,2007Q4,1727
1,10,3,5,2,0,1,2007Q4,1728
1,11,5,3,0,0,2,2007Q4,1731
4,20,7,10,0,0,4,2007Q4,1732
0,2,5,4,0,0,1,2007Q4,1733
1,5,1,0,0,0,1,2007Q4,1734
1,7,0,0,0,0,0,2007Q4,1735
0,8,2,4,0,0,0,2007Q4,1736
3,16,8,7,1,2,5,2007Q4,1737
3,16,5,5,0,0,3,2007Q4,1738
1,0,0,0,0,0,1,2007Q4,1742
0,2,0,1,0,0,0,2007Q4,1744
0,8,3,2,1,0,2,2007Q4,1745
0,3,2,0,0,0,2,2007Q4,1746
0,5,2,3,1,0,1,2007Q4,1747
0,14,7,5,0,0,1,2007Q4,1751
2,8,6,6,0,0,1,2007Q4,1752
0,5,1,0,0,0,1,2007Q4,1753
2,16,16,13,2,0,4,2007Q4,1754
1,5,4,2,1,0,1,2007Q4,1755
2,16,5,2,0,0,2,2007Q4,1756
0,1,0,0,0,0,0,2007Q4,1757
0,1,0,0,0,0,0,2007Q4,1758
0,1,0,0,0,0,0,2007Q4,1761
3,17,3,4,0,0,0,2007Q4,1762
1,3,1,0,0,0,2,2007Q4,1763
0,12,3,7,0,0,0,2007Q4,1764
0,3,0,1,0,0,0,2007Q4,1771
0,5,2,2,0,0,1,2007Q4,1772
0,0,2,1,0,0,0,2007Q4,1773
5,23,10,2,0,0,2,2007Q4,1774
0,6,5,2,0,0,3,2007Q4,1775
0,10,6,1,0,0,0,2007Q4,1776
3,16,8,3,0,0,4,2007Q4,1777
2,12,10,3,0,0,1,2007Q4,1778
1,0,0,0,0,0,0,2007Q4,1779
0,1,3,0,0,0,0,2007Q4,1781
1,16,7,2,0,0,0,2007Q4,1782
0,4,5,8,0,0,4,2007Q4,1783
2,8,1,0,0,0,2,2007Q4,1784
4,4,10,5,0,0,1,2007Q4,1785
1,5,6,6,0,0,2,2007Q4,1786
5,5,6,3,0,0,0,2007Q4,1787
11,8,11,7,0,0,7,2007Q4,1788
3,18,2,9,1,0,2,2007Q4,1791
2,2,4,2,0,0,0,2007Q4,1792
2,3,2,3,0,0,2,2007Q4,1793
0,0,0,2,0,0,0,2007Q4,1799
12,9,11,26,1,0,21,2007Q4,1801
22,9,8,22,0,0,11,2007Q4,1802
6,6,2,7,1,0,6,2007Q4,1803
8,4,4,12,0,0,7,2007Q4,1804
2,3,13,7,1,0,2,2007Q4,1805
9,3,11,9,0,1,3,2007Q4,1806
5,5,11,10,0,2,24,2007Q4,1821
27,4,30,19,1,0,20,2007Q4,1822
9,20,24,18,3,0,8,2007Q4,1823
12,10,15,18,1,0,16,2007Q4,1824
6,11,9,12,0,0,11,2007Q4,1826
9,6,8,11,0,1,4,2007Q4,1827
9,4,6,3,0,1,3,2007Q4,1829
0,12,3,19,0,0,4,2007Q4,1831
5,4,6,5,0,0,9,2007Q4,1832
8,10,10,13,1,0,8,2007Q4,1834
3,1,5,5,1,0,4,2007Q4,1835
6,4,5,9,2,0,3,2007Q4,1836
18,3,17,10,2,0,24,2007Q4,1837
5,6,4,3,0,0,5,2007Q4,1838
3,4,5,6,0,0,1,2007Q4,1839
13,6,7,12,1,0,13,2007Q4,1841
13,2,9,22,5,0,18,2007Q4,1842
15,17,21,26,3,1,10,2007Q4,1844
5,10,4,10,0,0,17,2007Q4,1846
30,3,10,15,1,1,8,2007Q4,1849
2,2,3,12,0,0,2,2007Q4,1851
2,2,1,15,1,0,4,2007Q4,1861
10,8,13,15,0,0,10,2007Q4,1862
6,3,3,10,0,0,7,2007Q4,1863
8,3,5,12,0,0,8,2007Q4,1864
3,8,4,9,0,0,4,2007Q4,1871
0,7,12,10,1,0,1,2007Q4,1881
2,1,3,3,0,1,3,2007Q4,1891
0,14,3,1,0,0,0,2007Q4,1901
9,3,9,7,0,0,0,2007Q4,1902
0,1,1,0,0,0,0,2007Q4,1903
3,5,3,3,0,0,1,2007Q4,1904
1,0,1,1,0,0,0,2007Q4,1905
5,3,5,3,0,0,0,2007Q4,1906
0,8,3,11,0,0,6,2007Q4,1907
3,7,2,9,0,1,0,2007Q4,1908
3,6,2,2,0,0,0,2007Q4,1909
0,1,0,2,0,0,0,2007Q4,1911
0,6,3,1,0,0,0,2007Q4,1912
1,4,5,2,0,0,2,2007Q4,1913
3,7,3,1,0,0,2,2007Q4,1914
0,6,2,1,0,0,3,2007Q4,1916
2,2,2,5,0,0,3,2007Q4,1917
7,8,6,8,0,0,2,2007Q4,1918
0,11,7,3,1,0,0,2007Q4,1921
1,2,0,0,0,0,0,2007Q4,1923
7,7,9,4,0,0,3,2007Q4,1924
2,6,4,3,1,0,2,2007Q4,1927
2,7,3,6,1,0,1,2007Q4,1928
1,5,0,0,1,0,0,2007Q4,1929
1,2,2,0,0,0,5,2007Q4,1931
1,5,5,4,1,0,0,2007Q4,1932
0,1,0,0,0,0,0,2007Q4,1933
0,1,0,2,0,0,0,2007Q4,1934
0,3,1,1,0,0,1,2007Q4,1935
0,0,1,2,0,0,0,2007Q4,1936
0,9,1,0,1,0,0,2007Q4,1941
2,3,1,1,0,0,0,2007Q4,1942
0,4,3,1,0,0,1,2007Q4,1943
5,4,3,4,0,0,3,2007Q4,1944
0,2,0,1,0,0,0,2007Q4,1951
1,5,1,2,0,0,0,2007Q4,1953
1,9,10,4,0,0,2,2007Q4,1961
0,2,3,1,0,0,0,2007Q4,1962
1,17,6,9,1,0,3,2007Q4,1963
1,2,2,4,0,0,2,2007Q4,1964
1,8,0,1,0,0,2,2007Q4,1971
1,3,2,4,0,0,0,2007Q4,1972
2,2,1,0,0,0,0,2007Q4,1973
0,4,2,5,0,0,1,2007Q4,1974
1,6,0,5,0,0,0,2007Q4,1977
4,9,1,7,1,0,3,2007Q4,1978
4,1,2,3,0,0,0,2007Q4,1979
2,8,2,5,0,0,1,2007Q4,1981
0,12,2,3,0,0,2,2007Q4,1983
7,5,0,4,0,0,2,2007Q4,1984
1,8,9,4,1,0,4,2007Q4,1985
3,10,3,16,0,0,3,2007Q4,1986
3,4,3,5,0,0,3,2007Q4,1987
6,2,0,4,0,0,2,2007Q4,1988
4,2,2,1,0,0,0,2007Q4,1989
3,7,5,2,0,0,3,2007Q4,1991
2,5,2,3,0,0,0,2007Q4,1992
0,5,4,4,1,0,0,2007Q4,1993
4,7,2,7,0,0,4,2007Q4,1994
2,0,1,6,0,0,2,2007Q4,1995
1,8,7,9,0,0,7,2007Q4,1996
7,9,10,16,2,0,11,2007Q4,1997
3,7,2,9,0,0,5,2007Q4,1998
7,1,2,6,0,0,1,2007Q4,1999
0,0,0,1,0,0,0,2007Q4,9901
0,1,0,0,0,0,0,2007Q4,9902
0,0,0,2,0,0,0,2007Q4,9903
0,0,0,1,0,0,0,2007Q4,9904
0,0,0,1,0,0,0,2007Q4,9905
0,0,0,2,0,0,0,2007Q4,9906
0,0,0,1,0,0,0,2007Q4,9909
0,2,0,1,0,0,0,2007Q4,9910
0,0,0,2,0,0,0,2007Q4,9911
0,0,0,4,0,0,0,2007Q4,9912
0,0,0,3,0,0,0,2007Q4,9914
0,0,0,1,0,0,0,2007Q4,9916
0,0,0,2,0,0,0,2007Q4,9917
0,0,0,1,0,0,0,2007Q4,9919
12,25,4,5,2,1,13,2007Q4,9999
1,0,0,0,0,0,1,2008Q1,100
3,11,3,12,1,0,0,2008Q1,101
0,12,1,0,0,0,0,2008Q1,105
0,0,0,0,0,0,1,2008Q1,109
6,30,10,9,2,0,10,2008Q1,111
0,6,0,1,0,0,0,2008Q1,112
3,4,0,5,0,0,2,2008Q1,118
0,9,1,5,1,0,2,2008Q1,119
0,5,0,0,0,0,0,2008Q1,121
0,0,0,1,0,0,0,2008Q1,122
0,2,0,1,0,0,0,2008Q1,123
0,1,1,1,1,0,0,2008Q1,124
0,2,0,0,0,0,0,2008Q1,127
0,2,3,2,0,0,3,2008Q1,128
1,7,0,3,0,0,0,2008Q1,129
0,3,1,1,0,0,0,2008Q1,131
1,12,0,0,0,0,0,2008Q1,132
0,2,1,2,0,0,2,2008Q1,133
1,2,0,0,0,0,3,2008Q1,134
5,4,0,2,2,0,2,2008Q1,135
3,24,7,2,0,0,3,2008Q1,138
0,9,1,1,0,0,1,2008Q1,139
0,0,0,2,0,0,0,2008Q1,141
1,22,3,3,0,0,1,2008Q1,142
3,1,0,0,0,0,1,2008Q1,143
4,0,1,0,1,0,1,2008Q1,145
1,0,4,0,1,0,3,2008Q1,146
0,2,1,0,0,0,5,2008Q1,147
0,5,1,0,0,0,0,2008Q1,148
7,7,2,0,0,0,5,2008Q1,152
2,0,3,2,4,0,4,2008Q1,153
2,0,2,1,2,0,2,2008Q1,154
3,4,0,1,0,0,2,2008Q1,155
8,0,3,2,2,0,5,2008Q1,156
3,7,1,1,1,0,7,2008Q1,157
8,6,1,3,0,0,4,2008Q1,158
7,10,0,2,1,0,7,2008Q1,159
0,2,1,0,0,0,0,2008Q1,161
1,5,7,6,0,0,7,2008Q1,162
6,4,2,1,0,0,2,2008Q1,163
5,3,1,0,0,0,3,2008Q1,164
0,2,1,0,1,0,1,2008Q1,165
8,1,0,1,0,0,1,2008Q1,166
0,1,0,0,0,0,1,2008Q1,171
2,0,2,1,0,0,2,2008Q1,174
0,7,1,1,1,0,6,2008Q1,176
0,3,1,2,1,0,0,2008Q1,181
7,8,3,9,0,1,8,2008Q1,182
2,3,9,8,3,0,4,2008Q1,185
0,3,4,1,0,0,2,2008Q1,191
3,16,2,12,0,0,4,2008Q1,192
0,6,4,2,0,0,5,2008Q1,195
0,1,0,0,0,0,0,2008Q1,204
5,7,5,7,1,0,7,2008Q1,211
6,6,4,6,0,0,8,2008Q1,212
0,15,8,8,0,1,4,2008Q1,213
0,12,0,4,0,0,0,2008Q1,214
0,2,2,8,1,0,3,2008Q1,215
2,3,0,3,0,0,1,2008Q1,216
7,12,6,8,1,0,6,2008Q1,217
0,6,0,9,0,1,3,2008Q1,218
3,5,2,3,0,0,1,2008Q1,219
5,6,4,7,1,0,2,2008Q1,221
3,3,11,5,1,0,5,2008Q1,222
5,8,1,7,0,0,5,2008Q1,223
1,2,2,2,0,0,2,2008Q1,224
1,1,1,4,0,0,4,2008Q1,225
9,8,3,5,0,0,8,2008Q1,226
5,12,3,5,1,0,7,2008Q1,227
8,2,0,3,1,0,2,2008Q1,228
5,7,1,8,0,0,9,2008Q1,231
2,1,0,3,0,0,3,2008Q1,232
6,5,7,11,2,0,5,2008Q1,233
3,23,4,6,1,0,4,2008Q1,234
2,15,6,7,1,0,4,2008Q1,235
4,10,6,6,0,0,5,2008Q1,236
9,6,11,12,1,0,6,2008Q1,237
5,6,3,4,0,0,2,2008Q1,238
0,0,0,0,0,0,1,2008Q1,239
0,7,2,4,0,0,0,2008Q1,241
10,23,13,9,1,0,8,2008Q1,242
2,11,2,6,1,0,14,2008Q1,243
0,4,6,3,1,0,1,2008Q1,244
6,12,4,13,2,0,20,2008Q1,245
3,3,0,2,1,0,9,2008Q1,246
5,3,3,2,0,0,6,2008Q1,247
4,2,1,2,0,0,2,2008Q1,248
7,5,0,5,0,0,8,2008Q1,249
1,5,3,2,0,0,3,2008Q1,251
6,1,1,4,0,0,1,2008Q1,252
5,6,10,9,1,0,1,2008Q1,253
4,4,0,1,1,0,5,2008Q1,254
6,4,3,5,0,0,9,2008Q1,256
1,4,3,3,1,1,4,2008Q1,257
3,17,3,5,0,0,11,2008Q1,264
15,3,2,3,0,0,17,2008Q1,266
0,3,7,2,0,0,8,2008Q1,267
2,5,3,2,2,0,4,2008Q1,269
0,4,0,0,0,0,0,2008Q1,271
